filename,project,year,season,state,operator_affiliation,agent,apparatus,purpose,target_area,control_area,start_date,end_date,state_title,season_normalized,purpose_tokens,purpose_combo_normalized,agent_tokens,agent_combo_normalized,apparatus_tokens,apparatus_combo_normalized,start_date_inferred,end_date_inferred,duration_days_inferred,date_anomaly_flag
Northern Utah_11-1516_12.01.2010-03.31.2011.pdf,northern utah,2011,winter,utah,north american weather consultants,silver iodide,ground,augment snowpack,northern utah,,12/1/10,3/31/11,Utah,winter,['augment snowpack'],augment snowpack,['silver iodide'],silver iodide,['ground'],ground,2010-12-01,2011-03-31,121.0,False
Northern Utah_11-1534_12.01.2011-03.31.2012.pdf,northern utah,2012,winter,utah,north american weather consultants,silver iodide,ground,augment snowpack,"portions of box elder and cache counties, utah",,12/1/11,3/31/12,Utah,winter,['augment snowpack'],augment snowpack,['silver iodide'],silver iodide,['ground'],ground,2011-12-01,2012-03-31,122.0,False
Northern Utah_12-1565_12.01.2012-03.31.2013.pdf,northern utah,2013,winter,utah,north american weather consultants,silver iodide,ground,augment snowpack,portions of box elder and cache counties,,12/1/12,3/31/13,Utah,winter,['augment snowpack'],augment snowpack,['silver iodide'],silver iodide,['ground'],ground,2012-12-01,2013-03-31,121.0,False
Northern Utah_13-1609_12.01.2013-03.31.2014.pdf,northern utah,2014,winter,utah,north american weather consultants,silver iodide,ground,augment snowpack,"portions of box elder and cache counties, utah","various sites in utah, nevada, and idaho",12/1/13,3/31/14,Utah,winter,['augment snowpack'],augment snowpack,['silver iodide'],silver iodide,['ground'],ground,2013-12-01,2014-03-31,121.0,False
Northern Utah_14-1633_12.01.2014-03.31.2015.pdf,northern utah cloud seeding program,2015,winter,utah,north american weather consultants,silver iodide,ground,augment snowpack,"portions of box elder and cache counties, utah","various sites in utah, nevada, and idaho",12/1/14,3/31/15,Utah,winter,['augment snowpack'],augment snowpack,['silver iodide'],silver iodide,['ground'],ground,2014-12-01,2015-03-31,121.0,False
Northern Utah_15-1660_12.01.2015-03.31.2016.pdf,northern utah,2016,winter,utah,north american weather consultants,silver iodide,ground,augment snowpack,"portions of box elder and cache counties, utah","various sites in utah, nevada, and idaho",12/1/15,3/31/16,Utah,winter,['augment snowpack'],augment snowpack,['silver iodide'],silver iodide,['ground'],ground,2015-12-01,2016-03-31,122.0,False
Northern Utah_16-1693_12.01.2016-03.31.2017.pdf,northern utah,2017,winter,utah,north american weather consultants,silver iodide,ground,augment snowpack,"portions of box elder and cache counties, utah","various sites in utah, nevada, and idaho",12/1/16,3/31/17,Utah,winter,['augment snowpack'],augment snowpack,['silver iodide'],silver iodide,['ground'],ground,2016-12-01,2017-03-31,121.0,False
Northern Utah_17-1729_12.01.2017-03.31.2018.pdf,northern utah,2018,winter,utah,north american weather consultants,silver iodide,ground,augment snowpack,"portions of box elder and cache counties, utah","various sites in utah, nevada, and idaho",12/1/17,3/31/18,Utah,winter,['augment snowpack'],augment snowpack,['silver iodide'],silver iodide,['ground'],ground,2017-12-01,2018-03-31,121.0,False
Oklahoma Weather Modification Program_00-1047_03.01.2000-09.30.2000.pdf,oklahoma weather modification program,2000,"spring, summer",oklahoma,weather modification inc,silver iodide,airborne,"increase precipitation, suppress hail","cherokee, choctaw, coal, kay, logan, custer counties, oklahoma",,3/1/00,9/30/00,Oklahoma,"spring, summer","['increase precipitation', 'suppress hail']",increase precipitation | suppress hail,['silver iodide'],silver iodide,['airborne'],airborne,2000-03-01,2000-09-30,214.0,False
Panhandle Groundwater Conservation District Rainfall Enhancement Program_00-1051_05.01.2000-09.30.2000.pdf,panhandle groundwater conservation district rainfall enhancement program,2000,summer,texas,weather modification inc,silver iodide,airborne,increase precipitation,wheeler county texas,,5/1/00,9/30/00,Texas,summer,['increase precipitation'],increase precipitation,['silver iodide'],silver iodide,['airborne'],airborne,2000-05-01,2000-09-30,153.0,False
Panhandle Rainfall Enhancement Prog._00-1054_05.01.2000-09.30.2000.pdf,panhandle rainfall enhancement program,2000,"spring, summer",texas,weather modification inc,silver iodide,airborne,increase precipitation,texas panhandle,,5/1/00,9/30/00,Texas,"spring, summer",['increase precipitation'],increase precipitation,['silver iodide'],silver iodide,['airborne'],airborne,2000-05-01,2000-09-30,153.0,False
PGCD Precipitaion Enhancement Program_04-1218_04.15.2003-09.30.2003.pdf,pgcd precipitation enhancement program,2003,"spring, summer",texas,panhandle groundwater conservation district,silver iodide,airborne,increase precipitation,east central texas panhandle,east central texas panhandle,4/10/03,9/30/03,Texas,"spring, summer",['increase precipitation'],increase precipitation,['silver iodide'],silver iodide,['airborne'],airborne,2003-04-10,2003-09-30,174.0,False
PGCD Precipitaion Enhancement Program_interim_2018-2019.pdf,pgcd precipitation enhancement program,2019,"spring, summer, fall",texas,panhandle groundwater conservation district,ionized air,,increase precipitation,east central texas panhandle,east central texas panhandle,4/1/19,10/1/19,Texas,"spring, summer, fall",['increase precipitation'],increase precipitation,['ionized air'],ionized air,[],,2019-04-01,2019-10-01,184.0,False
PGCD Precipitation Enahncement Program_04-1244_04.01.2004-09.30.2004.pdf,pgcd precipitation enhancement program,2004,"spring, summer",texas,panhandle groundwater conservation district,silver iodide,airborne,increase precipitation,east central texas panhandle,east central texas panhandle,4/1/04,9/30/04,Texas,"spring, summer",['increase precipitation'],increase precipitation,['silver iodide'],silver iodide,['airborne'],airborne,2004-04-01,2004-09-30,183.0,False
PGCD Precipitation Enahncement Program_16-1680_04.01.2016-09.30.2016.pdf,pgcd precipitation enhancement program,2016,summer,texas,weather modification inc,silver iodide,airborne,increase precipitation,central texas panhandle,north central texas panhandle,4/1/16,9/30/16,Texas,summer,['increase precipitation'],increase precipitation,['silver iodide'],silver iodide,['airborne'],airborne,2016-04-01,2016-09-30,183.0,False
PGCD Precipitation Enhancement Program_02-1137_04.15.2002-09.15.2002.pdf,pgcd precipitation enhancement program,2002,"spring, summer",texas,panhandle groundwater conservation district,silver iodide,airborne,increase precipitation,east central texas panhandle,east central texas panhandle,4/15/02,9/15/02,Texas,"spring, summer",['increase precipitation'],increase precipitation,['silver iodide'],silver iodide,['airborne'],airborne,2002-04-15,2002-09-15,154.0,False
PGCD Precipitation Enhancement Program_05-1293_10.01.2004-12.31.2005.pdf,pgcd precipitation enhancement program,2005,fall,texas,panhandle groundwater conservation district,silver iodide,airborne,increase precipitation,east central texas panhandle,east central texas panhandle,10/1/04,12/31/05,Texas,fall,['increase precipitation'],increase precipitation,['silver iodide'],silver iodide,['airborne'],airborne,2004-10-01,2005-12-31,457.0,True
PGCD Precipitation Enhancement Program_06-1322_01.01.2006-06.30.2006.pdf,pgcd precipitation enhancement program,2006,"winter, spring, summer",texas,panhandle groundwater conservation district,silver iodide,airborne,increase precipitation,east central texas panhandle,east central texas panhandle,1/1/06,6/30/06,Texas,"winter, spring, summer",['increase precipitation'],increase precipitation,['silver iodide'],silver iodide,['airborne'],airborne,2006-01-01,2006-06-30,181.0,False
PGCD Precipitation Enhancement Program_07-1378_03.20.2007-09.30.2007.pdf,pgcd precipitation enhancement program,2007,"spring, summer",texas,panhandle groundwater conservation district,silver iodide,airborne,increase precipitation,east central texas panhandle,east central texas panhandle,3/20/07,9/30/07,Texas,"spring, summer",['increase precipitation'],increase precipitation,['silver iodide'],silver iodide,['airborne'],airborne,2007-03-20,2007-09-30,195.0,False
PGCD Precipitation Enhancement Program_08-1411_03.15.2008-10.01.2008.pdf,pgcd precipitation enhancement program,2008,"spring, summer, fall",texas,panhandle groundwater conservation district,silver iodide,airborne,increase precipitation,east central texas panhandle,east central texas panhandle,3/15/08,10/1/08,Texas,"spring, summer, fall",['increase precipitation'],increase precipitation,['silver iodide'],silver iodide,['airborne'],airborne,2008-03-15,2008-10-01,201.0,False
PGCD Precipitation Enhancement Program_09-1459_04.15.2009-10.01.2009.pdf,pgcd precipitation enhancement program,2009,"spring, summer, fall",texas,panhandle groundwater conservation district,silver iodide,airborne,increase precipitation,east central texas panhandle,east central texas panhandle,4/10/09,10/1/09,Texas,"spring, summer, fall",['increase precipitation'],increase precipitation,['silver iodide'],silver iodide,['airborne'],airborne,2009-04-10,2009-10-01,175.0,False
PGCD Precipitation Enhancement Program_10-1490_03.20.2010-10.01.2010.pdf,pgcd precipitation enhancement program,2010,"spring, summer, fall",texas,panhandle groundwater conservation district,silver iodide,airborne,increase precipitation,east central texas panhandle,east central texas panhandle,3/20/10,10/1/10,Texas,"spring, summer, fall",['increase precipitation'],increase precipitation,['silver iodide'],silver iodide,['airborne'],airborne,2010-03-20,2010-10-01,196.0,False
PGCD Precipitation Enhancement Program_11-1524_04.01.2011-10.01.2011.pdf,pgcd precipitation enhancement program,2011,"spring, summer, fall",texas,panhandle groundwater conservation district,silver iodide,airborne,increase precipitation,east central texas panhandle,,4/1/11,10/1/11,Texas,"spring, summer, fall",['increase precipitation'],increase precipitation,['silver iodide'],silver iodide,['airborne'],airborne,2011-04-01,2011-10-01,184.0,False
PGCD Precipitation Enhancement Program_12-1555_04.01.2012-10.01.2012.pdf,pgcd precipitation enhancement program,2012,"spring, summer",texas,panhandle groundwater conservation district,silver iodide,airborne,increase precipitation,east central texas panhandle,east central texas panhandle,4/1/12,10/1/12,Texas,"spring, summer",['increase precipitation'],increase precipitation,['silver iodide'],silver iodide,['airborne'],airborne,2012-04-01,2012-10-01,184.0,False
PGCD Precipitation Enhancement Program_13-1589_04.13.2013-06.13.2013.pdf,pgcd precipitation enhancement program,2013,spring,texas,panhandle groundwater conservation district,"silver iodide, calcium chloride",airborne,increase precipitation,east central texas panhandle,central texas panhandle,4/13/13,6/13/13,Texas,spring,['increase precipitation'],increase precipitation,"['silver iodide', 'calcium chloride']",silver iodide | calcium chloride,['airborne'],airborne,2013-04-13,2013-06-13,62.0,False
PGCD Precipitation Enhancement Program_14-1618_04.01.2014-09.30.2014.pdf,pgcd precipitation enhancement program,2014,"spring, summer",texas,panhandle groundwater conservation district,"silver iodide, calcium chloride",airborne,increase precipitation,central texas panhandle,central texas panhandle,4/1/14,9/30/14,Texas,"spring, summer",['increase precipitation'],increase precipitation,"['silver iodide', 'calcium chloride']",silver iodide | calcium chloride,['airborne'],airborne,2014-04-01,2014-09-30,183.0,False
PGCD Precipitation Enhancement Program_17-1714_04.01.2017-09.30.2017.pdf,pgcd precipitation enhancement program,2017,"spring, summer",texas,panhandle groundwater conservation district,ionized air,airborne,increase precipitation,east central texas panhandle,central texas panhandle,4/1/17,9/30/17,Texas,"spring, summer",['increase precipitation'],increase precipitation,['ionized air'],ionized air,['airborne'],airborne,2017-04-01,2017-09-30,183.0,False
PGCD Precipitation Program_16-1648_04.01.2015-09.30.2015.pdf,poco precipitation enhancement program,2015,"spring, summer",texas,panhandle groundwater conservation district,silver iodide,airborne,increase precipitation,eastcentral texas panhandle,central texas panhandle,4/1/15,9/30/15,Texas,"spring, summer",['increase precipitation'],increase precipitation,['silver iodide'],silver iodide,['airborne'],airborne,2015-04-01,2015-09-30,183.0,False
Pit - Mc Cloud_09-1442_11.22.2008-05.31.2009.pdf,pit - mccloud,2009,"winter, spring",california,pacific gas and electric company,"silver iodide, silver chloride, potassium iodide",ground,"augment snowpack, increase runoff",northern sierra nevada mountains,,11/22/08,5/31/09,California,"winter, spring","['augment snowpack', 'increase runoff']",augment snowpack | increase runoff,"['silver iodide', 'silver chloride', 'potassium iodide']",silver iodide | silver chloride | potassium iodide,['ground'],ground,2008-11-22,2009-05-31,191.0,False
Polarimetric Cloud Analysis & Seeding Test (Polcast)_06-1333_07.10.2006-07.31.2006.pdf,polarimetric cloud analysis & seeding test (polcast),2006,summer,north dakota,weather modification inc,calcium chloride,airborne,research,"within 100 km of radar at grand forks, north dakota",,7/10/06,7/31/06,North Dakota,summer,['research'],research,['calcium chloride'],calcium chloride,['airborne'],airborne,2006-07-10,2006-07-31,22.0,False
Polarimetric Cloud Analysis & Seeding Test 2(POLCAST2)_08-1417_06.09.2008-07.11.2008.pdf,polarimetric cloud analysis & seeding test 2 (polcast2),2008,summer,north dakota,weather modification inc,calcium chloride,airborne,research,"within 100 km of radar at grand forks, north dakota",,6/9/08,7/11/08,North Dakota,summer,['research'],research,['calcium chloride'],calcium chloride,['airborne'],airborne,2008-06-09,2008-07-11,33.0,False
Powell Farms Hail Suppression_02-1143_02.01.2001-12.31.2001.pdf,powell farms hail suppression,2001,"spring, summer, fall",texas,powell plant farms inc,ionized air,ground,suppress hail,"1 1/2 miles north of new summerfield, texas",,2/1/01,12/31/01,Texas,"spring, summer, fall",['suppress hail'],suppress hail,['ionized air'],ionized air,['ground'],ground,2001-02-01,2001-12-31,334.0,False
Powell Farms Hail Suppression_03-1185_02.01.2003-12.31.2003.pdf,powell farms hail suppression,2003,"spring, summer",texas,powell plant farms inc,ionized air,ground,suppress hail,"1.5 miles north of new summerfield, texas",,2/1/03,12/31/03,Texas,"spring, summer",['suppress hail'],suppress hail,['ionized air'],ionized air,['ground'],ground,2003-02-01,2003-12-31,334.0,False
Powell Farms Hail Suppression_04-1236_02.01.2004-12.31.2004.pdf,powell farms hail suppression,2004,"spring, summer",texas,powell plant farms inc,ionized air,ground,suppress hail,"1.5 miles north of new summerfield, texas",,2/1/04,12/31/04,Texas,"spring, summer",['suppress hail'],suppress hail,['ionized air'],ionized air,['ground'],ground,2004-02-01,2004-12-31,335.0,False
Powell Farms Hail Suppression_05-1284_02.15.2005-12.31.2005.pdf,powell farms hail suppression,2005,"spring, summer, fall",texas,powell plant farms,ionized air,ground,suppress hail,"area 1.5 miles north of new summerfield, texas",,2/15/05,12/31/05,Texas,"spring, summer, fall",['suppress hail'],suppress hail,['ionized air'],ionized air,['ground'],ground,2005-02-15,2005-12-31,320.0,False
Powell Farms_02-1144_03.25.2002-12.31.2002.pdf,powell farms hail suppression project,2002,"spring, summer, fall",texas,powell plant farms inc,ionized air,ground,suppress hail,"area 1.5 miles north of new summerfield, texas",,3/25/02,12/31/02,Texas,"spring, summer, fall",['suppress hail'],suppress hail,['ionized air'],ionized air,['ground'],ground,2002-03-25,2002-12-31,282.0,False
Purgatory - Western San Juan Program_02-1115_11.01.2001-03.31.2002.pdf,purgatory-western san juan program,2002,winter,colorado,western weather consultants llc,"silver iodide, sodium iodide",ground,"augment snowpack, increase precipitation",purgatory ski area and western san juan mountains,eastern san juan mountains,11/1/01,3/31/02,Colorado,winter,"['augment snowpack', 'increase precipitation']",augment snowpack | increase precipitation,"['silver iodide', 'sodium iodide']",silver iodide | sodium iodide,['ground'],ground,2001-11-01,2002-03-31,151.0,False
Purgatory - Western San juan Program_03-1164_11.01.2002-03.31.2003.pdf,purgatory-western san juan program,2003,winter,colorado,western weather consultants llc,"silver iodide, sodium iodide",ground,"augment snowpack, increase precipitation","purgatory ski area and western san juan mountains, colorado","eastern san juan mountains, colorado",11/1/02,3/31/03,Colorado,winter,"['augment snowpack', 'increase precipitation']",augment snowpack | increase precipitation,"['silver iodide', 'sodium iodide']",silver iodide | sodium iodide,['ground'],ground,2002-11-01,2003-03-31,151.0,False
Purgatory - Western San Juan Program_04-1212_11.01.2003-03.31.2004.pdf,purgatory-western san juan program,2004,winter,colorado,western weather consultants llc,"silver iodide, sodium iodide",ground,"augment snowpack, increase precipitation",purgatory ski area and western san juan mountains,southeastern utah and northern new mexico mountains,11/1/03,3/31/04,Colorado,winter,"['augment snowpack', 'increase precipitation']",augment snowpack | increase precipitation,"['silver iodide', 'sodium iodide']",silver iodide | sodium iodide,['ground'],ground,2003-11-01,2004-03-31,152.0,False
Purgatory - Western San Juan Program_05-1256_11.01.2004-03.31.2005.pdf,purgatory western san juan program,2005,winter,colorado,western weather consultants llc,"silver iodide, sodium iodide",ground,"augment snowpack, increase precipitation",western san juan mountains including purgatory ski area,southeastern utah and northern new mexico mountains,11/1/04,3/31/05,Colorado,winter,"['augment snowpack', 'increase precipitation']",augment snowpack | increase precipitation,"['silver iodide', 'sodium iodide']",silver iodide | sodium iodide,['ground'],ground,2004-11-01,2005-03-31,151.0,False
Purgatory - Western San Juan Program_05-1300_11.01.2005-03.31.2006.pdf,purgatory / western san juan program,2006,winter,colorado,western weather consultants llc,"silver iodide, sodium iodide",ground,"augment snowpack, increase precipitation",western san juan mountains including purgatory ski area,southeastern utah mountains and northern new mexico mountains,11/1/05,3/31/06,Colorado,winter,"['augment snowpack', 'increase precipitation']",augment snowpack | increase precipitation,"['silver iodide', 'sodium iodide']",silver iodide | sodium iodide,['ground'],ground,2005-11-01,2006-03-31,151.0,False
Purgatory - Western San Juan Program_07-1351_11.01.2006-03.31.2007.pdf,purgatory / western san juan program,2007,winter,colorado,western weather consultants llc,"silver iodide, sodium iodide",ground,"augment snowpack, increase precipitation",western san juan including the purgatory ski area,"southeastern utah mountains, northern new mexico",11/1/06,3/31/07,Colorado,winter,"['augment snowpack', 'increase precipitation']",augment snowpack | increase precipitation,"['silver iodide', 'sodium iodide']",silver iodide | sodium iodide,['ground'],ground,2006-11-01,2007-03-31,151.0,False
Purgatory - Western San Juan Program_08-1403_11.01.2007-03.31.2008.pdf,purgatory western san juan program,2008,winter,colorado,western weather consultants llc,"silver iodide, sodium iodide",ground,"augment snowpack, increase precipitation",western san juan mountains including purgatory ski area,"southeastern utah mountains, northern new mexico",11/1/07,3/31/08,Colorado,winter,"['augment snowpack', 'increase precipitation']",augment snowpack | increase precipitation,"['silver iodide', 'sodium iodide']",silver iodide | sodium iodide,['ground'],ground,2007-11-01,2008-03-31,152.0,False
Purgatory - Western San Juan Program_09-1449_11.01.2008-03.31.2009.pdf,purgatory/western san juan program,2009,winter,colorado,western weather consultants llc,"silver iodide, sodium iodide",ground,"augment snowpack, increase precipitation",western san juan mountains including purgatory ski area,"southeastern utah mountains, northern new mexico mountains",11/1/08,3/31/09,Colorado,winter,"['augment snowpack', 'increase precipitation']",augment snowpack | increase precipitation,"['silver iodide', 'sodium iodide']",silver iodide | sodium iodide,['ground'],ground,2008-11-01,2009-03-31,151.0,False
Purgatory - Western San Juan Program_10-1473_11.01.2009-03.01.2010.pdf,purgatory/western san juan program,2010,winter,colorado,western weather consultants llc,"silver iodide, sodium iodide",ground,"augment snowpack, increase precipitation",western san juan mountains including purgatory ski area,southeastern utah and northern new mexico,11/1/09,3/1/10,Colorado,winter,"['augment snowpack', 'increase precipitation']",augment snowpack | increase precipitation,"['silver iodide', 'sodium iodide']",silver iodide | sodium iodide,['ground'],ground,2009-11-01,2010-03-01,121.0,False
Purgatory - Western San Juan Program_11-1509_11.08.2010-03.25.2011.pdf,purgatory western san juan program,2011,winter,colorado,western weather consultants llc,"silver iodide, sodium iodide",ground,"augment snowpack, increase precipitation","western san juan mountains, colorado",southeastern utah and northern new mexico,11/8/10,3/25/11,Colorado,winter,"['augment snowpack', 'increase precipitation']",augment snowpack | increase precipitation,"['silver iodide', 'sodium iodide']",silver iodide | sodium iodide,['ground'],ground,2010-11-08,2011-03-25,138.0,False
Purgatory - Western San Juan Program_11-1537_11.01.2011-03.31.2012.pdf,purgatory western san juan program,2012,winter,colorado,western weather consultants llc,"silver iodide, sodium iodide",ground,"augment snowpack, increase precipitation",western san juan mountains including the purgatory area,"southeastern utah mountains, northern new mexico",11/1/11,3/31/12,Colorado,winter,"['augment snowpack', 'increase precipitation']",augment snowpack | increase precipitation,"['silver iodide', 'sodium iodide']",silver iodide | sodium iodide,['ground'],ground,2011-11-01,2012-03-31,152.0,False
Purgatory - Western San Juan Program_12-1276_11.01.2012-03.31.2013.pdf,purgatory / western san juan program,2013,winter,colorado,western weather consultants llc,"silver iodide, sodium iodide",ground,"augment snowpack, increase precipitation",western san juan mountains and purgatory ski area,se utah mountains and northern new mexico mountains,11/1/12,3/31/13,Colorado,winter,"['augment snowpack', 'increase precipitation']",augment snowpack | increase precipitation,"['silver iodide', 'sodium iodide']",silver iodide | sodium iodide,['ground'],ground,2012-11-01,2013-03-31,151.0,False
Purgatory - Western San Juan Program_13-1592_11.01.2013-03.31.2014.pdf,purgatory - western san juan program,2014,winter,colorado,western weather consultants llc,"silver iodide, sodium iodide",ground,"augment snowpack, increase precipitation",western san juan mountains and purgatory ski area,se utah mountains and northern new mexico mountains,11/1/13,3/31/14,Colorado,winter,"['augment snowpack', 'increase precipitation']",augment snowpack | increase precipitation,"['silver iodide', 'sodium iodide']",silver iodide | sodium iodide,['ground'],ground,2013-11-01,2014-03-31,151.0,False
Purgatory - Western San Juan Program_14-1627_11.01.2014-03.31.2015.pdf,purgatory - western san juan program,2015,winter,colorado,western weather consultants llc,"silver iodide, sodium iodide",ground,"augment snowpack, increase precipitation",western san juan mountains and purgatory ski area,se utah mountains and northern new mexico mountains,11/1/14,3/31/15,Colorado,winter,"['augment snowpack', 'increase precipitation']",augment snowpack | increase precipitation,"['silver iodide', 'sodium iodide']",silver iodide | sodium iodide,['ground'],ground,2014-11-01,2015-03-31,151.0,False
Purgatory - Western San Juan Program_15-1671_11.01.2015-03.31.2016.pdf,purgatory western san juan program,2016,winter,colorado,western weather consultants llc,"silver iodide, sodium iodide",ground,"augment snowpack, increase precipitation",western san juan mountains and purgatory ski area,se utah mountains and northern new mexico mountains,11/1/15,3/31/16,Colorado,winter,"['augment snowpack', 'increase precipitation']",augment snowpack | increase precipitation,"['silver iodide', 'sodium iodide']",silver iodide | sodium iodide,['ground'],ground,2015-11-01,2016-03-31,152.0,False
Purgatory - Western San Juan Program_16-1697_11.01.2016-03.31.2017.pdf,purgatory western san juan program,2017,winter,colorado,western weather consultants llc,"silver iodide, sodium iodide",ground,"augment snowpack, increase precipitation",western san juan mountains and purgatory ski area,se san juan mountains and northern mountains,11/1/16,3/31/17,Colorado,winter,"['augment snowpack', 'increase precipitation']",augment snowpack | increase precipitation,"['silver iodide', 'sodium iodide']",silver iodide | sodium iodide,['ground'],ground,2016-11-01,2017-03-31,151.0,False
Purgatory - Western San Juan Program_17-1719_11.01.2017-03.31.2018.pdf,purgatory / western san juan program,2018,winter,colorado,western weather consultants llc,"silver iodide, sodium iodide",ground,"augment snowpack, increase precipitation",western san juan mountains and purgatory ski area,se mountains and northern mountains,11/1/17,3/31/18,Colorado,winter,"['augment snowpack', 'increase precipitation']",augment snowpack | increase precipitation,"['silver iodide', 'sodium iodide']",silver iodide | sodium iodide,['ground'],ground,2017-11-01,2018-03-31,151.0,False
Purgatory-Western San Juan Program_01-1066_11.01.2000-03.31.2001.pdf,purgatory-western san juan program,2001,winter,colorado,western weather consultants llc,"silver iodide, sodium iodide",ground,"augment snowpack, increase precipitation","purgatory ski area and western san juan mountains, colorado","eastern san juan mountains, colorado",11/1/00,3/31/01,Colorado,winter,"['augment snowpack', 'increase precipitation']",augment snowpack | increase precipitation,"['silver iodide', 'sodium iodide']",silver iodide | sodium iodide,['ground'],ground,2000-11-01,2001-03-31,151.0,False
Rain Augmentation_02-1136_04.01.2002-10.31.2002.pdf,rain augmentation,2002,"spring, summer, fall",texas,colorado river municipal water district,silver iodide,airborne,increase precipitation,"4,000 square mile area in west texas",,4/1/02,10/31/02,Texas,"spring, summer, fall",['increase precipitation'],increase precipitation,['silver iodide'],silver iodide,['airborne'],airborne,2002-04-01,2002-10-31,214.0,False
Rain Augmentation_03-1189_04.01.2003-10.31.2003.pdf,rain augmentation,2003,"spring, summer, fall",texas,colorado river municipal water district,silver iodide,airborne,increase precipitation,"colorado river municipal water district region, texas",,4/1/03,10/31/03,Texas,"spring, summer, fall",['increase precipitation'],increase precipitation,['silver iodide'],silver iodide,['airborne'],airborne,2003-04-01,2003-10-31,214.0,False
Rain Augmentation_03-1194_04.01.2003-10.31.2003.pdf,rain augmentation,2003,"spring, summer, fall",texas,colorado river municipal water district,silver iodide,airborne,increase precipitation,4000 square mile area in west-central texas,4000 square mile area in westcentral texas,4/1/03,10/31/03,Texas,"spring, summer, fall",['increase precipitation'],increase precipitation,['silver iodide'],silver iodide,['airborne'],airborne,2003-04-01,2003-10-31,214.0,False
Rain Augmentation_04-1238_04.01.2004-10.31.2004.pdf,rain augmentation,2004,summer,texas,colorado river municipal water district,silver iodide,airborne,increase precipitation,"4,000 square mile region around big spring, texas",,4/1/04,10/31/04,Texas,summer,['increase precipitation'],increase precipitation,['silver iodide'],silver iodide,['airborne'],airborne,2004-04-01,2004-10-31,214.0,False
Rain Enhancement_04-1235_05.15.2003-10.31.2003.pdf,rain enhancement,2003,"spring, summer, fall",texas,transpecos weather modification association,silver iodide,airborne,increase precipitation,"texas counties culberson, loving, reeves, ward","texas counties jeff davis, hudspeth",5/15/03,10/31/03,Texas,"spring, summer, fall",['increase precipitation'],increase precipitation,['silver iodide'],silver iodide,['airborne'],airborne,2003-05-15,2003-10-31,170.0,False
Rain Enhancement_04-1242_03.10.2004-10.31.2004.pdf,rain enhancement,2004,"spring, summer, fall",texas,transpecos weather modification association,silver iodide,airborne,increase precipitation,"culberson, loving, reeves, and ward counties, texas","jeff davis and hudspeth counties, texas",3/10/04,10/31/04,Texas,"spring, summer, fall",['increase precipitation'],increase precipitation,['silver iodide'],silver iodide,['airborne'],airborne,2004-03-10,2004-10-31,236.0,False
Rainfall Enhancement_02-1132_03.08.2001-12.31.2001.pdf,rainfall enhancement,2001,"spring, summer, fall",texas,west texas weather modification association,silver iodide,airborne,increase precipitation,west texas,west texas,3/8/01,12/31/01,Texas,"spring, summer, fall",['increase precipitation'],increase precipitation,['silver iodide'],silver iodide,['airborne'],airborne,2001-03-08,2001-12-31,299.0,False
Rockville River Weather Modification Project_03-1158_11.15.2002-04.30.2003.pdf,wind river weather modification project,2003,winter,wyoming,eden valley irrigation and drainage,"silver iodide, ammonium iodide",ground,augment snowpack,big sandy river drainage,muddy ridge,11/15/02,4/30/03,Wyoming,winter,['augment snowpack'],augment snowpack,"['silver iodide', 'ammonium iodide']",silver iodide | ammonium iodide,['ground'],ground,2002-11-15,2003-04-30,167.0,False
Ruby Mountain Project  Previous File No. 03-1167_03-1197_10.15.2003-09.30-2004.pdf,ruby mountain project,2004,winter,nevada,desert research institute,silver iodide,ground,augment snowpack,"upper humboldt river basin, northeast nevada",,10/15/03,9/30/04,Nevada,winter,['augment snowpack'],augment snowpack,['silver iodide'],silver iodide,['ground'],ground,2003-10-15,2004-09-30,352.0,False
Ruby Mountain Project  Previous File No. 03-1197_05-1248_10.15.2004-09.30.2005.pdf,ruby mountain project,2005,winter,nevada,desert research institute,silver iodide,ground,augment snowpack,"upper humboldt river basin, northeast nevada",,10/15/04,9/30/05,Nevada,winter,['augment snowpack'],augment snowpack,['silver iodide'],silver iodide,['ground'],ground,2004-10-15,2005-09-30,351.0,False
Ruby Mountain Project  Previous File No. 05-1248_05-1294_10.15.2005-12.31.2005.pdf,ruby mountain project,2005,"fall, winter",nevada,desert research institute,silver iodide,ground,augment snowpack,"northeast nevada, upper humboldt river basin",,10/15/05,12/31/05,Nevada,"fall, winter",['augment snowpack'],augment snowpack,['silver iodide'],silver iodide,['ground'],ground,2005-10-15,2005-12-31,78.0,False
Ruby Mountain Project  Previous File No. 05-1294_06-1336_10.15.2006-09.30.2007.pdf,ruby mountain project,2007,winter,nevada,desert research institute,silver iodide,ground,augment snowpack,"northeast nevada, upper humboldt river basin",,10/15/06,9/30/07,Nevada,winter,['augment snowpack'],augment snowpack,['silver iodide'],silver iodide,['ground'],ground,2006-10-15,2007-09-30,351.0,False
Ruby Mountain Project  Previous File No. 06-1336_07-1385_10.26.2007-09.30.2008.pdf,ruby mountain project,2008,winter,nevada,desert research institute,silver iodide,ground,augment snowpack,"upper humboldt basin, northeast nevada",,10/26/07,9/30/08,Nevada,winter,['augment snowpack'],augment snowpack,['silver iodide'],silver iodide,['ground'],ground,2007-10-26,2008-09-30,341.0,False
