path,region_slug,region,method,dataset_name,n_rows,start_min,end_max,unit_values,author_label,method_label
data/glambie/input/7_svalbard/svalbard_altimetry_Tepes_Tepes_et_al.csv,svalbard,Svalbard,altimetry,svalbard_altimetry_Tepes_Tepes_et_al,1,2010.75,2017.6666666666667,m,Tepes et al.,Altimetry
data/glambie/input/7_svalbard/svalbard_combined_ArcticInSituvGRACE_Box_et_al.csv,svalbard,Svalbard,combined,svalbard_combined_ArcticInSituvGRACE_Box_et_al,52,1970.75,2022.75,Gt,Box et al.,Hybrid / combined
data/glambie/input/7_svalbard/svalbard_combined_Box2018_Box_et_al.csv,svalbard,Svalbard,combined,svalbard_combined_Box2018_Box_et_al,13,2002.75,2015.75,Gt,Box et al.,Hybrid / combined
data/glambie/input/7_svalbard/svalbard_combined_DUS-combined_Dussaillant_et_al.csv,svalbard,Svalbard,combined,svalbard_combined_DUS-combined_Dussaillant_et_al,25,1999.75,2024.75,mwe,Dussaillant et al.,Hybrid / combined
data/glambie/input/7_svalbard/svalbard_combined_Huss_Huss_et_al.csv,svalbard,Svalbard,combined,svalbard_combined_Huss_Huss_et_al,31,1990.75,2021.75,mwe,Huss et al.,Hybrid / combined
data/glambie/input/7_svalbard/svalbard_demdiff_ETH_Hugonnet_et_al.csv,svalbard,Svalbard,demdiff,svalbard_demdiff_ETH_Hugonnet_et_al,4,2000.0,2020.0,m,Hugonnet et al.,DEM differencing
data/glambie/input/7_svalbard/svalbard_demdiff_Zheng et al._Zheng_et_al.csv,svalbard,Svalbard,demdiff,svalbard_demdiff_Zheng et al._Zheng_et_al,1,2012.25,2021.5,m,Zheng et al.,DEM differencing
data/glambie/input/7_svalbard/svalbard_glaciological_UZH_GlaciolSineWave_Zemp_et_al.csv,svalbard,Svalbard,glaciological,svalbard_glaciological_UZH_GlaciolSineWave_Zemp_et_al,301,1999.6666666666667,2024.75,mwe,Zemp et al.,Glaciological
data/glambie/input/7_svalbard/svalbard_glaciological_WGMS-beta_WGMS.csv,svalbard,Svalbard,glaciological,svalbard_glaciological_WGMS-beta_WGMS,25,1999.75,2024.75,mwe,WGMS,Glaciological
data/glambie/input/7_svalbard/svalbard_gravimetry_Harig_Group_Harig_et_al.csv,svalbard,Svalbard,gravimetry,svalbard_gravimetry_Harig_Group_Harig_et_al,251,2002.25,2023.1666666666667,Gt,Harig et al.,Gravimetry
data/glambie/input/7_svalbard/svalbard_gravimetry_Jacob_2012_dmdt_Jacob_et_al.csv,svalbard,Svalbard,gravimetry,svalbard_gravimetry_Jacob_2012_dmdt_Jacob_et_al,1,2003.0,2010.9166666666667,Gt,Jacob et al.,Gravimetry
data/glambie/input/7_svalbard/svalbard_gravimetry_LEGOS-MAGELLIUM-bis_Pfeffer_et_al.csv,svalbard,Svalbard,gravimetry,svalbard_gravimetry_LEGOS-MAGELLIUM-bis_Pfeffer_et_al,245,2002.25,2022.6666666666667,Gt,Pfeffer et al.,Gravimetry
data/glambie/input/7_svalbard/svalbard_gravimetry_LEGOS-MAGELLIUM_Pfeffer_et_al.csv,svalbard,Svalbard,gravimetry,svalbard_gravimetry_LEGOS-MAGELLIUM_Pfeffer_et_al,245,2002.25,2022.6666666666667,Gt,Pfeffer et al.,Gravimetry
data/glambie/input/7_svalbard/svalbard_gravimetry_Sasgen_AWIarc_RL01_2_Sasgen_et_al.csv,svalbard,Svalbard,gravimetry,svalbard_gravimetry_Sasgen_AWIarc_RL01_2_Sasgen_et_al,248,2002.25,2022.9166666666667,Gt,Sasgen et al.,Gravimetry
data/glambie/input/7_svalbard/svalbard_gravimetry_Velicogna_Sutterley_et_al.csv,svalbard,Svalbard,gravimetry,svalbard_gravimetry_Velicogna_Sutterley_et_al,251,2002.25,2023.1666666666667,gt,Sutterley et al.,Gravimetry
data/glambie/input/7_svalbard/svalbard_gravimetry_Wouters_Wouters_et_al.csv,svalbard,Svalbard,gravimetry,svalbard_gravimetry_Wouters_Wouters_et_al,236,2002.1666666666667,2021.8333333333333,Gt,Wouters et al.,Gravimetry
data/glambie/input/8_scandinavia/scandinavia_combined_DUS-combined_Dussaillant_et_al.csv,scandinavia,Scandinavia,combined,scandinavia_combined_DUS-combined_Dussaillant_et_al,25,1999.75,2024.75,mwe,Dussaillant et al.,Hybrid / combined
data/glambie/input/8_scandinavia/scandinavia_combined_Huss_Huss_et_al.csv,scandinavia,Scandinavia,combined,scandinavia_combined_Huss_Huss_et_al,31,1990.75,2021.75,mwe,Huss et al.,Hybrid / combined
data/glambie/input/8_scandinavia/scandinavia_demdiff_Andreassen_Andreassen_et_al.csv,scandinavia,Scandinavia,demdiff,scandinavia_demdiff_Andreassen_Andreassen_et_al,1,2010.75,2019.75,m,Andreassen et al.,DEM differencing
data/glambie/input/8_scandinavia/scandinavia_demdiff_ETH_Hugonnet_et_al.csv,scandinavia,Scandinavia,demdiff,scandinavia_demdiff_ETH_Hugonnet_et_al,4,2000.0,2020.0,m,Hugonnet et al.,DEM differencing
data/glambie/input/8_scandinavia/scandinavia_demdiff_Zheng et al._Zheng_et_al.csv,scandinavia,Scandinavia,demdiff,scandinavia_demdiff_Zheng et al._Zheng_et_al,1,2013.4166666666667,2020.6666666666667,m,Zheng et al.,DEM differencing
data/glambie/input/8_scandinavia/scandinavia_glaciological_UZH_GlaciolSineWave_Zemp_et_al.csv,scandinavia,Scandinavia,glaciological,scandinavia_glaciological_UZH_GlaciolSineWave_Zemp_et_al,301,1999.6666666666667,2024.75,mwe,Zemp et al.,Glaciological
data/glambie/input/8_scandinavia/scandinavia_glaciological_WGMS-beta_WGMS.csv,scandinavia,Scandinavia,glaciological,scandinavia_glaciological_WGMS-beta_WGMS,25,1999.75,2024.75,mwe,WGMS,Glaciological
data/glambie/input/8_scandinavia/scandinavia_gravimetry_Jacob_2012_dmdt_Jacob_et_al.csv,scandinavia,Scandinavia,gravimetry,scandinavia_gravimetry_Jacob_2012_dmdt_Jacob_et_al,1,2003.0,2010.9166666666667,Gt,Jacob et al.,Gravimetry
data/glambie/input/8_scandinavia/scandinavia_gravimetry_Sasgen_AWIarc_RL01_2_Sasgen_et_al.csv,scandinavia,Scandinavia,gravimetry,scandinavia_gravimetry_Sasgen_AWIarc_RL01_2_Sasgen_et_al,248,2002.25,2022.9166666666667,Gt,Sasgen et al.,Gravimetry
data/glambie/input/8_scandinavia/scandinavia_gravimetry_Wouters_Wouters_et_al.csv,scandinavia,Scandinavia,gravimetry,scandinavia_gravimetry_Wouters_Wouters_et_al,236,2002.1666666666667,2021.8333333333333,Gt,Wouters et al.,Gravimetry
data/glambie/input/9_russian_arctic/russian_arctic_altimetry_Gardner2013_icesat_Gardner_et_al.csv,russian_arctic,Russian Arctic,altimetry,russian_arctic_altimetry_Gardner2013_icesat_Gardner_et_al,1,2003.75,2009.75,m,Gardner et al.,Altimetry
data/glambie/input/9_russian_arctic/russian_arctic_altimetry_Jakob_Gourmelen_Jakob_et_al.csv,russian_arctic,Russian Arctic,altimetry,russian_arctic_altimetry_Jakob_Gourmelen_Jakob_et_al,121,2010.5833333333333,2020.6666666666663,m,Jakob et al.,Altimetry
data/glambie/input/9_russian_arctic/russian_arctic_altimetry_Tepes_Tepes_et_al.csv,russian_arctic,Russian Arctic,altimetry,russian_arctic_altimetry_Tepes_Tepes_et_al,1,2010.75,2017.6666666666667,m,Tepes et al.,Altimetry
data/glambie/input/9_russian_arctic/russian_arctic_combined_ArcticInSituvGRACE_Box_et_al.csv,russian_arctic,Russian Arctic,combined,russian_arctic_combined_ArcticInSituvGRACE_Box_et_al,52,1970.75,2022.75,Gt,Box et al.,Hybrid / combined
data/glambie/input/9_russian_arctic/russian_arctic_combined_Box2018_Box_et_al.csv,russian_arctic,Russian Arctic,combined,russian_arctic_combined_Box2018_Box_et_al,13,2002.75,2015.75,Gt,Box et al.,Hybrid / combined
data/glambie/input/9_russian_arctic/russian_arctic_combined_DUS-combined_Dussaillant_et_al.csv,russian_arctic,Russian Arctic,combined,russian_arctic_combined_DUS-combined_Dussaillant_et_al,25,1999.75,2024.75,mwe,Dussaillant et al.,Hybrid / combined
data/glambie/input/9_russian_arctic/russian_arctic_combined_Huss_Huss_et_al.csv,russian_arctic,Russian Arctic,combined,russian_arctic_combined_Huss_Huss_et_al,31,1990.75,2021.75,mwe,Huss et al.,Hybrid / combined
data/glambie/input/9_russian_arctic/russian_arctic_demdiff_ETH_Hugonnet_et_al.csv,russian_arctic,Russian Arctic,demdiff,russian_arctic_demdiff_ETH_Hugonnet_et_al,4,2000.0,2020.0,m,Hugonnet et al.,DEM differencing
data/glambie/input/9_russian_arctic/russian_arctic_demdiff_FAU-GLACIER_Braun_et_al.csv,russian_arctic,Russian Arctic,demdiff,russian_arctic_demdiff_FAU-GLACIER_Braun_et_al,1,2011.0,2016.9166666666667,m,Braun et al.,DEM differencing
data/glambie/input/9_russian_arctic/russian_arctic_demdiff_Zheng et al._Zheng_et_al.csv,russian_arctic,Russian Arctic,demdiff,russian_arctic_demdiff_Zheng et al._Zheng_et_al,1,2012.25,2021.5833333333333,m,Zheng et al.,DEM differencing
data/glambie/input/9_russian_arctic/russian_arctic_glaciological_UZH_GlaciolSineWave_Zemp_et_al.csv,russian_arctic,Russian Arctic,glaciological,russian_arctic_glaciological_UZH_GlaciolSineWave_Zemp_et_al,301,1999.6666666666667,2024.75,mwe,Zemp et al.,Glaciological
data/glambie/input/9_russian_arctic/russian_arctic_glaciological_WGMS-beta_WGMS.csv,russian_arctic,Russian Arctic,glaciological,russian_arctic_glaciological_WGMS-beta_WGMS,25,1999.75,2024.75,mwe,WGMS,Glaciological
data/glambie/input/9_russian_arctic/russian_arctic_gravimetry_Harig_Group_Harig_et_al.csv,russian_arctic,Russian Arctic,gravimetry,russian_arctic_gravimetry_Harig_Group_Harig_et_al,251,2002.25,2023.1666666666667,Gt,Harig et al.,Gravimetry
data/glambie/input/9_russian_arctic/russian_arctic_gravimetry_Jacob_2012_dmdt_Jacob_et_al.csv,russian_arctic,Russian Arctic,gravimetry,russian_arctic_gravimetry_Jacob_2012_dmdt_Jacob_et_al,1,2003.0,2010.9166666666667,Gt,Jacob et al.,Gravimetry
data/glambie/input/9_russian_arctic/russian_arctic_gravimetry_LEGOS-MAGELLIUM-bis_Pfeffer_et_al.csv,russian_arctic,Russian Arctic,gravimetry,russian_arctic_gravimetry_LEGOS-MAGELLIUM-bis_Pfeffer_et_al,245,2002.25,2022.6666666666667,Gt,Pfeffer et al.,Gravimetry
data/glambie/input/9_russian_arctic/russian_arctic_gravimetry_LEGOS-MAGELLIUM_Pfeffer_et_al.csv,russian_arctic,Russian Arctic,gravimetry,russian_arctic_gravimetry_LEGOS-MAGELLIUM_Pfeffer_et_al,245,2002.25,2022.6666666666667,Gt,Pfeffer et al.,Gravimetry
data/glambie/input/9_russian_arctic/russian_arctic_gravimetry_Sasgen_AWIarc_RL01_2_Sasgen_et_al.csv,russian_arctic,Russian Arctic,gravimetry,russian_arctic_gravimetry_Sasgen_AWIarc_RL01_2_Sasgen_et_al,248,2002.25,2022.9166666666667,Gt,Sasgen et al.,Gravimetry
data/glambie/input/9_russian_arctic/russian_arctic_gravimetry_Velicogna_Sutterley_et_al.csv,russian_arctic,Russian Arctic,gravimetry,russian_arctic_gravimetry_Velicogna_Sutterley_et_al,251,2002.25,2023.1666666666667,gt,Sutterley et al.,Gravimetry
data/glambie/input/9_russian_arctic/russian_arctic_gravimetry_Wouters_Wouters_et_al.csv,russian_arctic,Russian Arctic,gravimetry,russian_arctic_gravimetry_Wouters_Wouters_et_al,236,2002.1666666666667,2021.8333333333333,Gt,Wouters et al.,Gravimetry
