repetition,cell_ids,unique_presented_mutations,n_unique_mutations,n_presentations,selected_mutation_hits,covered_ge_1,covered_ge_2,covered_ge_3,cell_p_response,num_presented_peptides
5,39,"['mut12', 'mut15', 'mut19', 'mut20']",4,22,4,True,True,True,0.9122334465212604,14
5,40,"['mut11', 'mut12', 'mut19', 'mut26']",4,24,4,True,True,True,0.946431563019546,12
5,41,"['mut15', 'mut19', 'mut28', 'mut33', 'mut39']",5,25,5,True,True,True,0.9380019539920628,17
5,42,"['mut12', 'mut19', 'mut44']",3,37,3,True,True,True,0.9900821763432552,16
5,43,"['mut15', 'mut19', 'mut28', 'mut33']",4,36,4,True,True,True,0.987506388981988,20
5,44,"['mut15', 'mut28', 'mut39']",3,31,3,True,True,True,0.9701417906862784,18
5,45,"['mut11', 'mut19', 'mut28', 'mut39']",4,22,4,True,True,True,0.912524841306691,15
5,46,"['mut12', 'mut15', 'mut19', 'mut26', 'mut33']",5,41,5,True,True,True,0.992744449231556,21
5,47,"['mut15', 'mut19', 'mut28']",3,30,3,True,True,True,0.9771493359451864,16
5,48,"['mut11', 'mut15', 'mut20', 'mut28', 'mut33']",5,24,5,True,True,True,0.9243533266383692,21
5,49,"['mut12', 'mut19', 'mut28', 'mut33', 'mut39']",5,35,5,True,True,True,0.9832605145582628,20
5,50,"['mut19', 'mut28', 'mut33', 'mut44']",4,30,4,True,True,True,0.9736463023625276,18
5,51,"['mut19', 'mut33']",2,36,2,True,True,False,0.987660636029068,18
5,52,"['mut19', 'mut28']",2,30,2,True,True,False,0.9873022939504512,11
5,53,"['mut11', 'mut15', 'mut19', 'mut28', 'mut33', 'mut39']",6,31,6,True,True,True,0.9673500292510232,21
5,54,"['mut12', 'mut28', 'mut33']",3,26,3,True,True,True,0.9562624151861489,15
5,55,"['mut12', 'mut15', 'mut19']",3,27,3,True,True,True,0.958996014578714,15
5,56,"['mut12', 'mut28', 'mut33']",3,27,3,True,True,True,0.956116710095646,15
5,57,"['mut11', 'mut19', 'mut28']",3,31,3,True,True,True,0.9839331286662976,15
5,58,"['mut11', 'mut15', 'mut19', 'mut28', 'mut33']",5,29,5,True,True,True,0.9662595635984164,17
5,59,"['mut11', 'mut15', 'mut19', 'mut20', 'mut28']",5,36,5,True,True,True,0.9814874542730222,24
5,60,"['mut15', 'mut20', 'mut28', 'mut33']",4,30,4,True,True,True,0.9697413200648124,22
5,61,"['mut12', 'mut15', 'mut28']",3,27,3,True,True,True,0.957824463987517,16
5,62,"['mut12', 'mut26', 'mut33']",3,33,3,True,True,True,0.9880033966249494,17
5,63,"['mut19', 'mut28']",2,29,2,True,True,False,0.9631380287568828,16
5,64,"['mut11', 'mut28']",2,18,2,True,True,False,0.8662300268788405,10
5,65,"['mut12', 'mut15', 'mut20', 'mut28', 'mut44']",5,30,5,True,True,True,0.9648470845340288,20
5,66,"['mut11', 'mut12', 'mut15', 'mut19', 'mut20']",5,23,5,True,True,True,0.9190229632082004,17
5,67,"['mut12', 'mut33']",2,28,2,True,True,False,0.9635603211959122,18
5,68,"['mut11', 'mut12', 'mut19', 'mut28']",4,29,4,True,True,True,0.9692746907903992,12
5,69,"['mut15', 'mut19', 'mut33']",3,23,3,True,True,True,0.9202882290917556,17
5,70,"['mut12', 'mut28', 'mut33']",3,29,3,True,True,True,0.969144566157188,14
5,72,"['mut12', 'mut15', 'mut20', 'mut33']",4,21,4,True,True,True,0.9015904478368264,15
5,73,"['mut11', 'mut15', 'mut19', 'mut33']",4,30,4,True,True,True,0.965449780168448,19
5,74,"['mut11', 'mut15', 'mut28', 'mut33']",4,28,4,True,True,True,0.9559124900845632,18
5,75,"['mut12', 'mut26', 'mut33', 'mut39']",4,29,4,True,True,True,0.9580214675125384,21
5,76,"['mut11', 'mut15', 'mut19', 'mut28', 'mut33']",5,29,5,True,True,True,0.9635603148189676,19
5,77,"['mut11', 'mut15', 'mut33']",3,16,3,True,True,True,0.8312594861196647,11
5,78,"['mut12', 'mut19', 'mut20']",3,25,3,True,True,True,0.9619068929618416,11
5,79,"['mut15', 'mut28', 'mut33', 'mut39']",4,12,4,True,True,True,0.7245053552860738,10
5,80,"['mut11', 'mut19', 'mut28', 'mut33']",4,24,4,True,True,True,0.9291450915419092,17
5,81,"['mut15', 'mut19', 'mut26', 'mut28', 'mut33']",5,32,5,True,True,True,0.9706150201224256,22
5,82,"['mut12', 'mut20', 'mut26', 'mut28']",4,24,4,True,True,True,0.9322943571252365,15
5,83,"['mut11', 'mut19', 'mut26']",3,25,3,True,True,True,0.94815104430942,12
5,84,"['mut11', 'mut15', 'mut19', 'mut20', 'mut28']",5,26,5,True,True,True,0.9418900822049538,20
5,85,"['mut12', 'mut15', 'mut20', 'mut28', 'mut33', 'mut39']",6,27,6,True,True,True,0.9521729247011688,18
5,86,"['mut11', 'mut20', 'mut28', 'mut33', 'mut39', 'mut44']",6,33,6,True,True,True,0.978141167172753,23
5,87,"['mut11', 'mut12', 'mut19', 'mut28', 'mut33']",5,40,5,True,True,True,0.9914993399693444,24
5,88,"['mut12', 'mut15', 'mut19', 'mut33', 'mut8']",5,30,4,True,True,True,0.959187545746582,21
5,89,"['mut11', 'mut12', 'mut15', 'mut19', 'mut20', 'mut28']",6,35,6,True,True,True,0.9800682836746256,23
5,90,"['mut15', 'mut28', 'mut33']",3,32,3,True,True,True,0.980387894517986,21
5,91,"['mut11', 'mut19', 'mut28', 'mut39']",4,25,4,True,True,True,0.9375319855141596,18
5,92,"['mut15', 'mut20', 'mut26']",3,37,3,True,True,True,0.985369470330021,20
5,93,"['mut11', 'mut12', 'mut15', 'mut19', 'mut39']",5,25,5,True,True,True,0.9492207643175924,15
5,94,"['mut12', 'mut15', 'mut19', 'mut26']",4,34,4,True,True,True,0.9846270054656006,19
5,95,"['mut12', 'mut20', 'mut28', 'mut33', 'mut44']",5,21,5,True,True,True,0.9035988054704216,15
5,96,"['mut11', 'mut12', 'mut19']",3,29,3,True,True,True,0.9738730456656116,10
5,97,"['mut11', 'mut19', 'mut20', 'mut28']",4,24,4,True,True,True,0.9328037300929736,14
5,98,"['mut12', 'mut19', 'mut20', 'mut26', 'mut28']",5,24,5,True,True,True,0.9333522575306794,15
5,99,"['mut11', 'mut12', 'mut15', 'mut26', 'mut28']",5,36,5,True,True,True,0.9834158863270014,21
6,0,"['mut11', 'mut19']",2,22,2,True,True,False,0.9661544515484096,10
6,1,"['mut12', 'mut15', 'mut19', 'mut20', 'mut33', 'mut39']",6,21,6,True,True,True,0.926160460994288,17
6,2,"['mut15', 'mut19', 'mut26']",3,30,3,True,True,True,0.98043552525041,16
6,3,"['mut11', 'mut15', 'mut20', 'mut33']",4,25,4,True,True,True,0.9538310476809776,18
6,4,"['mut12', 'mut15', 'mut19', 'mut20', 'mut26', 'mut28', 'mut44']",7,31,7,True,True,True,0.979412088840315,22
6,5,"['mut11', 'mut19', 'mut28', 'mut33']",4,33,4,True,True,True,0.9858136443867545,21
6,6,"['mut11', 'mut19', 'mut20', 'mut26', 'mut28', 'mut33']",6,33,6,True,True,True,0.9876472518218598,22
6,7,['mut19'],1,36,1,True,False,False,0.9999999982516012,10
6,8,"['mut11', 'mut15', 'mut20', 'mut28', 'mut33']",5,32,5,True,True,True,0.9794352933767848,26
6,9,"['mut15', 'mut19', 'mut33']",3,21,3,True,True,True,0.9323089064813684,11
6,10,"['mut12', 'mut15', 'mut19', 'mut28']",4,21,4,True,True,True,0.926160460994288,17
6,11,"['mut19', 'mut28']",2,27,2,True,True,False,0.983829369290731,13
6,12,"['mut11', 'mut12', 'mut15', 'mut19', 'mut20', 'mut33']",6,28,6,True,True,True,0.9677316024733358,22
6,13,"['mut12', 'mut26', 'mut28', 'mut39', 'mut44']",5,39,5,True,True,True,0.9971733272440428,19
6,14,"['mut11', 'mut12', 'mut15', 'mut19', 'mut20', 'mut28']",6,27,6,True,True,True,0.9682358079828208,20
6,15,"['mut15', 'mut19', 'mut28', 'mut44']",4,35,4,True,True,True,0.9903814641309012,19
6,16,"['mut20', 'mut26', 'mut28', 'mut33', 'mut39', 'mut44']",6,31,6,True,True,True,0.9791547442240968,21
6,17,"['mut11', 'mut20', 'mut28']",3,28,3,True,True,True,0.976915520377818,18
6,18,"['mut15', 'mut19', 'mut28']",3,21,3,True,True,True,0.9331445852885856,12
6,19,"['mut15', 'mut19', 'mut20', 'mut28', 'mut33']",5,26,5,True,True,True,0.9611050725412784,20
6,20,"['mut11', 'mut12', 'mut19', 'mut39', 'mut44']",5,30,5,True,True,True,0.974818731988798,25
6,21,"['mut11', 'mut19', 'mut26', 'mut28']",4,20,4,True,True,True,0.9410580907031572,11
6,22,"['mut12', 'mut26']",2,7,2,True,True,False,0.568395800465879,6
6,23,"['mut11', 'mut12', 'mut15', 'mut28', 'mut33']",5,26,5,True,True,True,0.9646666233222518,17
6,24,"['mut11', 'mut15', 'mut19', 'mut28', 'mut33']",5,23,5,True,True,True,0.9396976968685448,18
6,25,"['mut11', 'mut15', 'mut19', 'mut20', 'mut26']",5,33,5,True,True,True,0.9867649157907036,21
6,26,"['mut15', 'mut19', 'mut20']",3,26,3,True,True,True,0.9628999550051148,17
6,27,"['mut11', 'mut15', 'mut19', 'mut20', 'mut28', 'mut39']",6,36,6,True,True,True,0.9921448603929522,20
6,28,"['mut15', 'mut33', 'mut39', 'mut8']",4,30,3,True,True,True,0.9773866329337,19
6,29,"['mut12', 'mut15', 'mut28']",3,28,3,True,True,True,0.97535903438703,15
6,30,"['mut26', 'mut33', 'mut44']",3,23,3,True,True,True,0.948001332227936,13
6,31,"['mut15', 'mut19', 'mut26', 'mut28', 'mut33', 'mut39', 'mut8']",7,26,6,True,True,True,0.9498047179164584,23
6,32,"['mut19', 'mut33']",2,25,2,True,True,False,0.9672544868943012,12
6,33,"['mut15', 'mut33']",2,32,2,True,True,False,0.986584359280528,16
6,34,"['mut19', 'mut20', 'mut28']",3,34,3,True,True,True,0.9912678580853428,14
6,35,"['mut11', 'mut12', 'mut15', 'mut19', 'mut20', 'mut26']",6,31,6,True,True,True,0.9831745774627436,18
6,36,['mut28'],1,24,1,True,False,False,0.9631613055843122,11
6,37,"['mut15', 'mut19', 'mut20']",3,28,3,True,True,True,0.9701750414100904,17
6,38,"['mut15', 'mut20']",2,26,2,True,True,False,0.9724021176559684,15
6,39,"['mut20', 'mut28', 'mut44']",3,23,3,True,True,True,0.96119049473882,13
6,40,"['mut15', 'mut19', 'mut20']",3,24,3,True,True,True,0.9491199406368458,17
6,41,"['mut12', 'mut15', 'mut28']",3,31,3,True,True,True,0.9797337789330504,21
6,42,"['mut15', 'mut26', 'mut28', 'mut33']",4,24,4,True,True,True,0.9561938421957368,15
6,43,"['mut12', 'mut19', 'mut20', 'mut28', 'mut33', 'mut39']",6,31,6,True,True,True,0.9801473751750022,21
6,44,"['mut20', 'mut26', 'mut28', 'mut44']",4,28,4,True,True,True,0.9715952771377824,17
6,45,"['mut11', 'mut12', 'mut19', 'mut28', 'mut33', 'mut39']",6,35,6,True,True,True,0.9908394895208844,19
6,46,"['mut12', 'mut15', 'mut19', 'mut26', 'mut39']",5,31,5,True,True,True,0.979832250184512,22
6,47,"['mut11', 'mut19', 'mut28', 'mut33']",4,34,4,True,True,True,0.9902287866726102,20
6,48,"['mut19', 'mut28']",2,34,2,True,True,False,0.9884062318233116,18
6,49,"['mut11', 'mut19', 'mut20', 'mut33']",4,27,4,True,True,True,0.967695191878186,18
6,50,"['mut11', 'mut12', 'mut19', 'mut20', 'mut28', 'mut33', 'mut39']",7,36,7,True,True,True,0.988432351656868,26
6,51,"['mut11', 'mut26', 'mut28']",3,35,3,True,True,True,0.992571613623512,15
6,52,"['mut15', 'mut20']",2,31,2,True,True,False,0.9897785576995846,16
6,53,"['mut11', 'mut26', 'mut28']",3,21,3,True,True,True,0.9345089811563412,12
6,54,"['mut19', 'mut20', 'mut39', 'mut44']",4,25,4,True,True,True,0.9618399607246406,16
6,55,"['mut11', 'mut20', 'mut28', 'mut33', 'mut39']",5,31,5,True,True,True,0.9783826935834288,22
6,56,"['mut12', 'mut15', 'mut19', 'mut28', 'mut33']",5,29,5,True,True,True,0.9727735443515072,21
6,57,"['mut12', 'mut19', 'mut20', 'mut28', 'mut44']",5,41,5,True,True,True,0.9999999978673632,28
6,58,"['mut12', 'mut15', 'mut28', 'mut33', 'mut44']",5,45,5,True,True,True,0.9981548991037208,26
6,59,"['mut11', 'mut12', 'mut19', 'mut28', 'mut33']",5,35,5,True,True,True,0.9896600902288392,21
6,60,"['mut19', 'mut20', 'mut28', 'mut33']",4,28,4,True,True,True,0.9744752069546536,19
6,61,"['mut19', 'mut28']",2,33,2,True,True,False,0.9885826309602088,17
6,62,"['mut12', 'mut20', 'mut28', 'mut33']",4,30,4,True,True,True,0.9805224744577584,17
6,63,"['mut12', 'mut15', 'mut19', 'mut20', 'mut28', 'mut33']",6,26,6,True,True,True,0.9602947617652616,20
6,64,"['mut11', 'mut19', 'mut20', 'mut33', 'mut39']",5,23,5,True,True,True,0.9465981987415036,16
6,65,"['mut15', 'mut20', 'mut26', 'mut28', 'mut33']",5,29,5,True,True,True,0.9748740323844004,19
6,66,"['mut12', 'mut15']",2,24,2,True,True,False,0.9554297123831536,13
6,67,"['mut11', 'mut12', 'mut15', 'mut19', 'mut28', 'mut33']",6,30,6,True,True,True,0.9768386048671512,21
6,68,"['mut19', 'mut20', 'mut26', 'mut28', 'mut33']",5,23,5,True,True,True,0.9415674445550783,16
6,69,"['mut15', 'mut20', 'mut28', 'mut39']",4,32,4,True,True,True,0.9842195939913662,18
6,70,"['mut11', 'mut12', 'mut15', 'mut28']",4,24,4,True,True,True,0.9999999842821587,12
6,71,"['mut11', 'mut12', 'mut19', 'mut20', 'mut33']",5,29,5,True,True,True,0.9763293969047008,17
6,72,"['mut11', 'mut15', 'mut19', 'mut33']",4,36,4,True,True,True,0.992011170197096,17
6,73,"['mut11', 'mut15', 'mut28']",3,38,3,True,True,True,0.9969714226485776,18
6,74,"['mut11', 'mut12', 'mut19', 'mut28']",4,28,4,True,True,True,0.9730793257575352,18
6,75,"['mut12', 'mut20', 'mut26']",3,32,3,True,True,True,0.982045398165637,20
6,76,"['mut19', 'mut28']",2,26,2,True,True,False,0.978087789790838,15
6,77,"['mut11', 'mut20', 'mut28', 'mut33', 'mut39', 'mut8']",6,27,5,True,True,True,0.9596021660716046,19
6,78,"['mut11', 'mut15', 'mut20', 'mut28', 'mut33', 'mut39']",6,28,6,True,True,True,0.9696006759994074,20
6,79,"['mut12', 'mut15', 'mut20', 'mut28']",4,28,4,True,True,True,0.978463458829264,18
6,80,"['mut19', 'mut44', 'mut8']",3,28,2,True,True,False,0.9814984285325444,10
6,81,"['mut11', 'mut19', 'mut26', 'mut28']",4,22,4,True,True,True,0.9425044313317622,14
6,82,"['mut12', 'mut15', 'mut19', 'mut20', 'mut26', 'mut44']",6,37,6,True,True,True,0.990313225829835,25
6,83,"['mut12', 'mut20', 'mut28', 'mut33']",4,24,4,True,True,True,0.9499149514025308,16
6,84,"['mut15', 'mut20', 'mut28', 'mut39']",4,23,4,True,True,True,0.950158317650564,16
6,85,"['mut15', 'mut19', 'mut20', 'mut28']",4,28,4,True,True,True,0.9711444028528584,18
6,86,['mut15'],1,18,1,True,False,False,0.9017634962936404,11
6,87,"['mut19', 'mut28', 'mut33']",3,30,3,True,True,True,0.9794804589671408,19
6,88,"['mut19', 'mut28', 'mut33', 'mut39']",4,19,4,True,True,True,0.9094445032477106,13
6,89,"['mut15', 'mut19', 'mut26']",3,29,3,True,True,True,0.9748740323844004,19
6,90,"['mut26', 'mut28', 'mut44']",3,27,3,True,True,True,0.9907903201795498,11
6,91,"['mut15', 'mut19', 'mut28']",3,33,3,True,True,True,0.9858136443867545,21
6,92,"['mut12', 'mut15', 'mut19', 'mut28', 'mut33']",5,34,5,True,True,True,0.9899047456447878,18
6,93,"['mut11', 'mut15', 'mut19', 'mut28']",4,19,4,True,True,True,0.925153135622632,11
6,94,"['mut15', 'mut19', 'mut28', 'mut33']",4,29,4,True,True,True,0.9743505748631498,19
6,95,"['mut15', 'mut20', 'mut28', 'mut33']",4,30,4,True,True,True,0.9734305711389224,24
6,96,"['mut11', 'mut15', 'mut19', 'mut20', 'mut28', 'mut33']",6,31,6,True,True,True,0.9768647099651326,25
6,97,"['mut19', 'mut20', 'mut26', 'mut28', 'mut33']",5,25,5,True,True,True,0.9809912623897776,12
6,98,"['mut11', 'mut15', 'mut28', 'mut44']",4,29,4,True,True,True,0.9769155212434856,18
6,99,"['mut12', 'mut15', 'mut20', 'mut33']",4,25,4,True,True,True,0.9643437683019928,13
7,0,"['mut19', 'mut20', 'mut26', 'mut28', 'mut39']",5,23,5,True,True,True,0.9496913766067604,14
7,1,"['mut15', 'mut19', 'mut20', 'mut28']",4,29,4,True,True,True,0.979899224249207,19
7,2,"['mut11', 'mut33', 'mut39', 'mut44']",4,33,4,True,True,True,0.9890073873426168,19
7,3,"['mut11', 'mut12', 'mut26', 'mut33']",4,28,4,True,True,True,0.969220690759159,19
7,4,"['mut15', 'mut20', 'mut28']",3,33,3,True,True,True,0.9887783746390372,19
7,5,"['mut11', 'mut15', 'mut19', 'mut28']",4,21,4,True,True,True,0.9299101522442432,15
7,6,"['mut12', 'mut19', 'mut26', 'mut28', 'mut33']",5,35,5,True,True,True,0.9922675998213474,18
7,7,"['mut11', 'mut15', 'mut20', 'mut28', 'mut33']",5,27,5,True,True,True,0.9658007677666708,19
7,8,"['mut11', 'mut15', 'mut28', 'mut33']",4,22,4,True,True,True,0.9299891501773409,19
7,9,"['mut12', 'mut15', 'mut19', 'mut33']",4,32,4,True,True,True,0.9856260995679504,16
7,10,"['mut11', 'mut28', 'mut33']",3,36,3,True,True,True,0.9970187438609216,17
7,11,"['mut12', 'mut26', 'mut28', 'mut33']",4,24,4,True,True,True,0.9618399592936396,16
7,12,"['mut15', 'mut19', 'mut33']",3,28,3,True,True,True,0.9739140346454368,16
7,13,"['mut11', 'mut12', 'mut20', 'mut33']",4,35,4,True,True,True,0.992462207962784,19
7,14,"['mut15', 'mut19', 'mut20', 'mut28', 'mut33']",5,26,5,True,True,True,0.9597984545286448,19
7,15,"['mut15', 'mut19', 'mut20', 'mut26', 'mut28', 'mut33', 'mut39']",7,34,7,True,True,True,0.9836720001244252,27
7,16,"['mut12', 'mut15', 'mut19', 'mut28', 'mut33', 'mut39']",6,27,6,True,True,True,0.9654267238009824,21
7,17,['mut19'],1,28,1,True,False,False,0.9799517252093206,12
7,18,"['mut15', 'mut20', 'mut28', 'mut39']",4,31,4,True,True,True,0.9850937326457172,16
7,19,"['mut11', 'mut12', 'mut26', 'mut33']",4,29,4,True,True,True,0.979131226777255,16
7,20,"['mut15', 'mut19', 'mut33', 'mut39']",4,21,4,True,True,True,0.9310053196679547,14
7,21,"['mut11', 'mut15', 'mut28', 'mut39', 'mut8']",5,29,4,True,True,True,0.9711444028528584,19
7,22,"['mut11', 'mut15', 'mut19', 'mut20', 'mut28', 'mut33']",6,29,6,True,True,True,0.971316973881156,23
7,23,"['mut15', 'mut28']",2,24,2,True,True,False,0.9559799538234506,14
7,24,"['mut19', 'mut28']",2,30,2,True,True,False,0.9933469390183766,13
7,25,"['mut11', 'mut19', 'mut28', 'mut39']",4,22,4,True,True,True,0.9332199377076262,16
7,26,"['mut15', 'mut28', 'mut33']",3,22,3,True,True,True,0.9427599553969735,15
7,27,"['mut12', 'mut15', 'mut19', 'mut26', 'mut28']",5,28,5,True,True,True,0.969118140980938,21
7,28,"['mut11', 'mut12', 'mut15', 'mut19', 'mut33']",5,32,5,True,True,True,0.9843660603177397,20
7,29,"['mut11', 'mut15', 'mut33', 'mut39']",4,23,4,True,True,True,0.940639932014988,17
7,30,"['mut11', 'mut15', 'mut19', 'mut28']",4,28,4,True,True,True,0.9697016234175144,18
7,31,"['mut15', 'mut19', 'mut20', 'mut28']",4,20,4,True,True,True,0.91850005231169,13
7,32,"['mut12', 'mut15', 'mut28', 'mut33']",4,28,4,True,True,True,0.9680807102439676,20
7,33,"['mut12', 'mut15', 'mut28']",3,27,3,True,True,True,0.9842297815740194,14
7,34,"['mut12', 'mut26', 'mut28']",3,29,3,True,True,True,0.9824775303949828,16
7,35,"['mut19', 'mut20', 'mut28']",3,24,3,True,True,True,0.9497480792162298,18
7,36,"['mut15', 'mut26']",2,18,2,True,True,False,0.9289539778204084,9
7,37,"['mut11', 'mut15', 'mut19', 'mut28', 'mut39']",5,35,5,True,True,True,0.987606093522006,25
7,38,"['mut19', 'mut20', 'mut26', 'mut28']",4,26,4,True,True,True,0.9671316908490634,15
7,39,"['mut11', 'mut15', 'mut19', 'mut20']",4,36,4,True,True,True,0.9924001656749254,21
7,40,"['mut11', 'mut15', 'mut19', 'mut20', 'mut28', 'mut33']",6,31,6,True,True,True,0.9804575762765836,20
7,41,"['mut20', 'mut26', 'mut28']",3,25,3,True,True,True,0.9767142931757948,13
7,42,"['mut11', 'mut12', 'mut15', 'mut20', 'mut26', 'mut39']",6,37,6,True,True,True,0.9896674389994652,26
7,43,"['mut15', 'mut19', 'mut33']",3,21,3,True,True,True,0.936919147585863,14
7,44,"['mut11', 'mut15', 'mut19', 'mut28', 'mut33']",5,28,5,True,True,True,0.9652970736234312,24
7,45,"['mut11', 'mut19', 'mut28', 'mut39']",4,33,4,True,True,True,0.986489184942056,21
7,46,"['mut12', 'mut19']",2,37,2,True,True,False,0.9939158072788252,17
7,47,"['mut19', 'mut28', 'mut33', 'mut39', 'mut44']",5,27,5,True,True,True,0.9671316850971085,16
7,48,"['mut12', 'mut19']",2,19,2,True,True,False,0.9347264669826284,9
7,49,"['mut11', 'mut15', 'mut26']",3,30,3,True,True,True,0.9773866289763602,19
7,50,"['mut11', 'mut12', 'mut15', 'mut20']",4,39,4,True,True,True,0.9938998746673372,24
7,51,"['mut11', 'mut15', 'mut19', 'mut20', 'mut39']",5,25,5,True,True,True,0.9618399607246406,16
7,52,"['mut11', 'mut15', 'mut19', 'mut26', 'mut28', 'mut33', 'mut39']",7,34,7,True,True,True,0.985540442752188,25
7,53,"['mut12', 'mut19', 'mut20', 'mut28', 'mut39']",5,30,5,True,True,True,0.9844244714622068,16
7,54,"['mut11', 'mut15', 'mut19', 'mut28', 'mut33']",5,28,5,True,True,True,0.9758518534664322,15
7,55,"['mut15', 'mut20']",2,37,2,True,True,False,0.9922964856710064,17
7,56,"['mut12', 'mut19', 'mut26', 'mut28']",4,25,4,True,True,True,0.970892876147862,12
7,57,"['mut12', 'mut15', 'mut19', 'mut26', 'mut33', 'mut39']",6,29,6,True,True,True,0.978121605492309,19
7,58,"['mut11', 'mut15', 'mut19', 'mut20', 'mut28']",5,38,5,True,True,True,0.992619600197339,25
7,59,"['mut11', 'mut12', 'mut26', 'mut39']",4,36,4,True,True,True,0.9925552642947384,21
7,60,"['mut19', 'mut28', 'mut33']",3,32,3,True,True,True,0.9874370169773872,18
7,61,"['mut15', 'mut19', 'mut26', 'mut28']",4,27,4,True,True,True,0.9822585049360778,14
7,62,"['mut15', 'mut19', 'mut26', 'mut39']",4,23,4,True,True,True,0.943466601131607,17
7,63,"['mut12', 'mut19', 'mut20', 'mut28']",4,26,4,True,True,True,0.9737163077486845,14
7,64,"['mut11', 'mut15', 'mut19', 'mut20', 'mut26', 'mut33']",6,30,6,True,True,True,0.973972804241554,24
7,65,"['mut15', 'mut20', 'mut28', 'mut33']",4,30,4,True,True,True,0.9823919756747136,15
7,66,"['mut11', 'mut15', 'mut19', 'mut20', 'mut26', 'mut39']",6,32,6,True,True,True,0.9819855774457582,22
7,67,"['mut11', 'mut12', 'mut15', 'mut20', 'mut28', 'mut33', 'mut39']",7,24,7,True,True,True,0.9446827618154852,21
7,68,"['mut11', 'mut15', 'mut19', 'mut28']",4,32,4,True,True,True,0.9917829199390026,15
7,69,"['mut19', 'mut20', 'mut33']",3,28,3,True,True,True,0.97455996745642,17
7,70,"['mut12', 'mut19', 'mut20', 'mut28', 'mut33']",5,38,5,True,True,True,0.9927349203713248,24
7,71,"['mut12', 'mut26', 'mut33']",3,33,3,True,True,True,0.9863048644422572,17
7,72,"['mut12', 'mut28']",2,35,2,True,True,False,0.9920499883991296,17
7,73,"['mut11', 'mut15', 'mut28', 'mut33']",4,33,4,True,True,True,0.9846851175491068,21
7,74,"['mut11', 'mut12', 'mut28']",3,30,3,True,True,True,0.9820251419308972,15
7,75,"['mut19', 'mut20', 'mut26', 'mut33']",4,33,4,True,True,True,0.9865994799851944,20
7,76,"['mut11', 'mut19', 'mut28']",3,28,3,True,True,True,0.9761230580819188,13
7,77,"['mut12', 'mut15', 'mut19', 'mut26', 'mut33', 'mut39']",6,35,6,True,True,True,0.9884192991041248,22
7,78,"['mut12', 'mut28', 'mut39']",3,25,3,True,True,True,0.9642249697082944,15
7,79,"['mut15', 'mut26', 'mut28', 'mut39']",4,30,4,True,True,True,0.9780147779830166,19
7,80,"['mut19', 'mut20', 'mut28', 'mut44']",4,29,4,True,True,True,0.9769155212434856,18
7,81,"['mut19', 'mut20', 'mut26', 'mut28', 'mut33', 'mut44']",6,37,6,True,True,True,0.9922882335703386,26
7,82,"['mut15', 'mut19']",2,25,2,True,True,False,0.9598867408439888,13
7,83,"['mut11', 'mut19', 'mut20', 'mut28', 'mut33']",5,28,5,True,True,True,0.9748740367814448,18
7,84,"['mut11', 'mut15', 'mut19', 'mut39']",4,38,4,True,True,True,0.9926441083839244,23
7,85,"['mut15', 'mut19', 'mut28', 'mut39']",4,25,4,True,True,True,0.9545524464881612,17
7,86,"['mut11', 'mut19', 'mut28', 'mut33']",4,36,4,True,True,True,0.98954264323923,24
7,87,"['mut15', 'mut19', 'mut20', 'mut33', 'mut39']",5,38,5,True,True,True,0.9904288256295212,27
7,88,"['mut12', 'mut19', 'mut28', 'mut33']",4,26,4,True,True,True,0.9612342314167964,18
7,89,"['mut15', 'mut19', 'mut28']",3,26,3,True,True,True,0.9628999550051148,17
7,90,"['mut11', 'mut19', 'mut28']",3,28,3,True,True,True,0.9748740367814448,18
7,91,"['mut11', 'mut19', 'mut28']",3,31,3,True,True,True,0.984348419496007,16
7,92,"['mut11', 'mut15', 'mut19', 'mut20']",4,23,4,True,True,True,0.9427599453799644,16
7,93,"['mut11', 'mut20', 'mut28', 'mut33']",4,25,4,True,True,True,0.966772202214053,17
7,94,"['mut15', 'mut19', 'mut20', 'mut39', 'mut44']",5,32,5,True,True,True,0.9808779778069326,24
7,95,"['mut12', 'mut19', 'mut26', 'mut28']",4,37,4,True,True,True,0.9980530569858346,17
7,96,"['mut15', 'mut19', 'mut26', 'mut33']",4,23,4,True,True,True,0.9425692343129712,18
7,97,"['mut12', 'mut19', 'mut20', 'mut28', 'mut33']",5,21,5,True,True,True,0.926160460994288,17
7,98,"['mut20', 'mut26', 'mut28']",3,30,3,True,True,True,0.9999999941058088,12
7,99,"['mut15', 'mut19', 'mut28', 'mut33']",4,35,4,True,True,True,0.9871897384209912,24
8,0,"['mut19', 'mut33', 'mut39']",3,23,3,True,True,True,0.9057623137673436,15
8,1,"['mut12', 'mut19', 'mut20', 'mut26', 'mut28', 'mut33', 'mut39']",7,31,7,True,True,True,0.9529951449447652,22
8,2,"['mut12', 'mut15', 'mut19', 'mut20', 'mut33']",5,21,5,True,True,True,0.8746474445332342,16
8,3,['mut19'],1,26,1,True,False,False,0.9718943259695426,10
8,4,"['mut15', 'mut19', 'mut28', 'mut33']",4,25,4,True,True,True,0.9179510341141244,17
8,5,"['mut15', 'mut19']",2,33,2,True,True,False,0.971214660082652,16
8,6,"['mut15', 'mut19', 'mut26', 'mut28']",4,27,4,True,True,True,0.9401726258555044,17
