coord,shell_type,core_element,shell_element,core_size,shell_size,formula,mismatch,target_mismatch,mismatch_error,in_optimal_window,estimated_energy,path_index
"(2, 0)",Ch1,K,Ni,13,32,K13@Ni32,-0.45374449339207046,0.14,0.5937444933920705,False,-8.087444933920704,5
"(1, 2)",Ch1,K,Ni,13,32,K13@Ni32,-0.45374449339207046,0.14,0.5937444933920705,False,-8.087444933920704,6
"(2, 1)",Ch1,K,Ni,13,32,K13@Ni32,-0.45374449339207046,0.14,0.5937444933920705,False,-8.087444933920704,7
"(2, 2)",Ch1,K,Ni,13,32,K13@Ni32,-0.45374449339207046,0.14,0.5937444933920705,False,-8.087444933920704,8
"(0, 2)",Ch1,Cs,Ag,13,32,Cs13@Ag32,-0.45660377358490567,0.14,0.5966037735849057,False,-8.116037735849057,4
"(2, 0)",Ch1,Cs,Ag,13,32,Cs13@Ag32,-0.45660377358490567,0.14,0.5966037735849057,False,-8.116037735849057,5
"(1, 2)",Ch1,Cs,Ag,13,32,Cs13@Ag32,-0.45660377358490567,0.14,0.5966037735849057,False,-8.116037735849057,6
"(2, 1)",Ch1,Cs,Ag,13,32,Cs13@Ag32,-0.45660377358490567,0.14,0.5966037735849057,False,-8.116037735849057,7
"(2, 2)",Ch1,Cs,Ag,13,32,Cs13@Ag32,-0.45660377358490567,0.14,0.5966037735849057,False,-8.116037735849057,8
"(0, 1)",BG,Cs,Cu,13,30,Cs13@Cu30,-0.5169811320754717,0.09,0.6069811320754717,False,,1
"(1, 0)",BG,Cs,Cu,13,30,Cs13@Cu30,-0.5169811320754717,0.09,0.6069811320754717,False,,2
"(1, 1)",BG,Cs,Cu,13,30,Cs13@Cu30,-0.5169811320754717,0.09,0.6069811320754717,False,,3
"(0, 1)",BG,Cs,Ni,13,30,Cs13@Ni30,-0.5320754716981132,0.09,0.6220754716981132,False,,1
"(1, 0)",BG,Cs,Ni,13,30,Cs13@Ni30,-0.5320754716981132,0.09,0.6220754716981132,False,,2
"(1, 1)",BG,Cs,Ni,13,30,Cs13@Ni30,-0.5320754716981132,0.09,0.6220754716981132,False,,3
"(0, 2)",Ch1,Rb,Cu,13,32,Rb13@Cu32,-0.4838709677419355,0.14,0.6238709677419355,False,-8.388709677419355,4
"(2, 0)",Ch1,Rb,Cu,13,32,Rb13@Cu32,-0.4838709677419355,0.14,0.6238709677419355,False,-8.388709677419355,5
"(1, 2)",Ch1,Rb,Cu,13,32,Rb13@Cu32,-0.4838709677419355,0.14,0.6238709677419355,False,-8.388709677419355,6
"(2, 1)",Ch1,Rb,Cu,13,32,Rb13@Cu32,-0.4838709677419355,0.14,0.6238709677419355,False,-8.388709677419355,7
"(2, 2)",Ch1,Rb,Cu,13,32,Rb13@Cu32,-0.4838709677419355,0.14,0.6238709677419355,False,-8.388709677419355,8
"(0, 3)",Ch2,Rb,Ag,13,42,Rb13@Ag42,-0.4193548387096775,0.20500000000000002,0.6243548387096776,False,,9
"(3, 0)",Ch2,Rb,Ag,13,42,Rb13@Ag42,-0.4193548387096775,0.20500000000000002,0.6243548387096776,False,,10
"(1, 3)",Ch2,Rb,Ag,13,42,Rb13@Ag42,-0.4193548387096775,0.20500000000000002,0.6243548387096776,False,,11
"(3, 1)",Ch2,Rb,Ag,13,42,Rb13@Ag42,-0.4193548387096775,0.20500000000000002,0.6243548387096776,False,,12
"(2, 3)",Ch2,Rb,Ag,13,42,Rb13@Ag42,-0.4193548387096775,0.20500000000000002,0.6243548387096776,False,,13
"(3, 2)",Ch2,Rb,Ag,13,42,Rb13@Ag42,-0.4193548387096775,0.20500000000000002,0.6243548387096776,False,,14
"(3, 3)",Ch2,Rb,Ag,13,42,Rb13@Ag42,-0.4193548387096775,0.20500000000000002,0.6243548387096776,False,,15
"(0, 3)",Ch2,Ni,K,13,42,Ni13@K42,0.8306451612903225,0.20500000000000002,0.6256451612903224,False,,9
"(3, 0)",Ch2,Ni,K,13,42,Ni13@K42,0.8306451612903225,0.20500000000000002,0.6256451612903224,False,,10
"(1, 3)",Ch2,Ni,K,13,42,Ni13@K42,0.8306451612903225,0.20500000000000002,0.6256451612903224,False,,11
"(3, 1)",Ch2,Ni,K,13,42,Ni13@K42,0.8306451612903225,0.20500000000000002,0.6256451612903224,False,,12
"(2, 3)",Ch2,Ni,K,13,42,Ni13@K42,0.8306451612903225,0.20500000000000002,0.6256451612903224,False,,13
"(3, 2)",Ch2,Ni,K,13,42,Ni13@K42,0.8306451612903225,0.20500000000000002,0.6256451612903224,False,,14
"(3, 3)",Ch2,Ni,K,13,42,Ni13@K42,0.8306451612903225,0.20500000000000002,0.6256451612903224,False,,15
"(0, 1)",BG,Ag,Rb,13,30,Ag13@Rb30,0.7222222222222223,0.09,0.6322222222222224,False,,1
"(1, 0)",BG,Ag,Rb,13,30,Ag13@Rb30,0.7222222222222223,0.09,0.6322222222222224,False,,2
"(1, 1)",BG,Ag,Rb,13,30,Ag13@Rb30,0.7222222222222223,0.09,0.6322222222222224,False,,3
"(0, 2)",Ch1,Cu,K,13,32,Cu13@K32,0.7734375,0.14,0.6334375,False,-8.484375,4
"(2, 0)",Ch1,Cu,K,13,32,Cu13@K32,0.7734375,0.14,0.6334375,False,-8.484375,5
"(1, 2)",Ch1,Cu,K,13,32,Cu13@K32,0.7734375,0.14,0.6334375,False,-8.484375,6
"(2, 1)",Ch1,Cu,K,13,32,Cu13@K32,0.7734375,0.14,0.6334375,False,-8.484375,7
"(2, 2)",Ch1,Cu,K,13,32,Cu13@K32,0.7734375,0.14,0.6334375,False,-8.484375,8
"(0, 3)",Ch2,Ag,Cs,13,42,Ag13@Cs42,0.8402777777777777,0.20500000000000002,0.6352777777777776,False,,9
"(3, 0)",Ch2,Ag,Cs,13,42,Ag13@Cs42,0.8402777777777777,0.20500000000000002,0.6352777777777776,False,,10
"(1, 3)",Ch2,Ag,Cs,13,42,Ag13@Cs42,0.8402777777777777,0.20500000000000002,0.6352777777777776,False,,11
"(3, 1)",Ch2,Ag,Cs,13,42,Ag13@Cs42,0.8402777777777777,0.20500000000000002,0.6352777777777776,False,,12
"(2, 3)",Ch2,Ag,Cs,13,42,Ag13@Cs42,0.8402777777777777,0.20500000000000002,0.6352777777777776,False,,13
"(3, 2)",Ch2,Ag,Cs,13,42,Ag13@Cs42,0.8402777777777777,0.20500000000000002,0.6352777777777776,False,,14
"(3, 3)",Ch2,Ag,Cs,13,42,Ag13@Cs42,0.8402777777777777,0.20500000000000002,0.6352777777777776,False,,15
"(0, 2)",Ch1,Rb,Ni,13,32,Rb13@Ni32,-0.5,0.14,0.64,False,-8.55,4
"(2, 0)",Ch1,Rb,Ni,13,32,Rb13@Ni32,-0.5,0.14,0.64,False,-8.55,5
"(1, 2)",Ch1,Rb,Ni,13,32,Rb13@Ni32,-0.5,0.14,0.64,False,-8.55,6
"(2, 1)",Ch1,Rb,Ni,13,32,Rb13@Ni32,-0.5,0.14,0.64,False,-8.55,7
"(2, 2)",Ch1,Rb,Ni,13,32,Rb13@Ni32,-0.5,0.14,0.64,False,-8.55,8
"(0, 3)",Ch2,K,Cu,13,42,K13@Cu42,-0.4361233480176211,0.20500000000000002,0.641123348017621,False,,9
"(3, 0)",Ch2,K,Cu,13,42,K13@Cu42,-0.4361233480176211,0.20500000000000002,0.641123348017621,False,,10
"(1, 3)",Ch2,K,Cu,13,42,K13@Cu42,-0.4361233480176211,0.20500000000000002,0.641123348017621,False,,11
"(3, 1)",Ch2,K,Cu,13,42,K13@Cu42,-0.4361233480176211,0.20500000000000002,0.641123348017621,False,,12
"(2, 3)",Ch2,K,Cu,13,42,K13@Cu42,-0.4361233480176211,0.20500000000000002,0.641123348017621,False,,13
"(3, 2)",Ch2,K,Cu,13,42,K13@Cu42,-0.4361233480176211,0.20500000000000002,0.641123348017621,False,,14
"(3, 3)",Ch2,K,Cu,13,42,K13@Cu42,-0.4361233480176211,0.20500000000000002,0.641123348017621,False,,15
"(0, 2)",Ch1,Cs,Cu,13,32,Cs13@Cu32,-0.5169811320754717,0.14,0.6569811320754717,False,-8.719811320754717,4
"(2, 0)",Ch1,Cs,Cu,13,32,Cs13@Cu32,-0.5169811320754717,0.14,0.6569811320754717,False,-8.719811320754717,5
"(1, 2)",Ch1,Cs,Cu,13,32,Cs13@Cu32,-0.5169811320754717,0.14,0.6569811320754717,False,-8.719811320754717,6
"(2, 1)",Ch1,Cs,Cu,13,32,Cs13@Cu32,-0.5169811320754717,0.14,0.6569811320754717,False,-8.719811320754717,7
"(2, 2)",Ch1,Cs,Cu,13,32,Cs13@Cu32,-0.5169811320754717,0.14,0.6569811320754717,False,-8.719811320754717,8
"(0, 3)",Ch2,K,Ni,13,42,K13@Ni42,-0.45374449339207046,0.20500000000000002,0.6587444933920705,False,,9
"(3, 0)",Ch2,K,Ni,13,42,K13@Ni42,-0.45374449339207046,0.20500000000000002,0.6587444933920705,False,,10
"(1, 3)",Ch2,K,Ni,13,42,K13@Ni42,-0.45374449339207046,0.20500000000000002,0.6587444933920705,False,,11
"(3, 1)",Ch2,K,Ni,13,42,K13@Ni42,-0.45374449339207046,0.20500000000000002,0.6587444933920705,False,,12
"(2, 3)",Ch2,K,Ni,13,42,K13@Ni42,-0.45374449339207046,0.20500000000000002,0.6587444933920705,False,,13
"(3, 2)",Ch2,K,Ni,13,42,K13@Ni42,-0.45374449339207046,0.20500000000000002,0.6587444933920705,False,,14
"(3, 3)",Ch2,K,Ni,13,42,K13@Ni42,-0.45374449339207046,0.20500000000000002,0.6587444933920705,False,,15
"(0, 3)",Ch2,Cs,Ag,13,42,Cs13@Ag42,-0.45660377358490567,0.20500000000000002,0.6616037735849056,False,,9
"(3, 0)",Ch2,Cs,Ag,13,42,Cs13@Ag42,-0.45660377358490567,0.20500000000000002,0.6616037735849056,False,,10
"(1, 3)",Ch2,Cs,Ag,13,42,Cs13@Ag42,-0.45660377358490567,0.20500000000000002,0.6616037735849056,False,,11
"(3, 1)",Ch2,Cs,Ag,13,42,Cs13@Ag42,-0.45660377358490567,0.20500000000000002,0.6616037735849056,False,,12
"(2, 3)",Ch2,Cs,Ag,13,42,Cs13@Ag42,-0.45660377358490567,0.20500000000000002,0.6616037735849056,False,,13
"(3, 2)",Ch2,Cs,Ag,13,42,Cs13@Ag42,-0.45660377358490567,0.20500000000000002,0.6616037735849056,False,,14
"(3, 3)",Ch2,Cs,Ag,13,42,Cs13@Ag42,-0.45660377358490567,0.20500000000000002,0.6616037735849056,False,,15
"(0, 2)",Ch1,Cs,Ni,13,32,Cs13@Ni32,-0.5320754716981132,0.14,0.6720754716981132,False,-8.870754716981132,4
"(2, 0)",Ch1,Cs,Ni,13,32,Cs13@Ni32,-0.5320754716981132,0.14,0.6720754716981132,False,-8.870754716981132,5
"(1, 2)",Ch1,Cs,Ni,13,32,Cs13@Ni32,-0.5320754716981132,0.14,0.6720754716981132,False,-8.870754716981132,6
"(2, 1)",Ch1,Cs,Ni,13,32,Cs13@Ni32,-0.5320754716981132,0.14,0.6720754716981132,False,-8.870754716981132,7
"(2, 2)",Ch1,Cs,Ni,13,32,Cs13@Ni32,-0.5320754716981132,0.14,0.6720754716981132,False,-8.870754716981132,8
"(0, 1)",BG,Cu,K,13,30,Cu13@K30,0.7734375,0.09,0.6834375,False,,1
"(1, 0)",BG,Cu,K,13,30,Cu13@K30,0.7734375,0.09,0.6834375,False,,2
"(1, 1)",BG,Cu,K,13,30,Cu13@K30,0.7734375,0.09,0.6834375,False,,3
"(0, 3)",Ch2,Rb,Cu,13,42,Rb13@Cu42,-0.4838709677419355,0.20500000000000002,0.6888709677419356,False,,9
"(3, 0)",Ch2,Rb,Cu,13,42,Rb13@Cu42,-0.4838709677419355,0.20500000000000002,0.6888709677419356,False,,10
"(1, 3)",Ch2,Rb,Cu,13,42,Rb13@Cu42,-0.4838709677419355,0.20500000000000002,0.6888709677419356,False,,11
"(3, 1)",Ch2,Rb,Cu,13,42,Rb13@Cu42,-0.4838709677419355,0.20500000000000002,0.6888709677419356,False,,12
"(2, 3)",Ch2,Rb,Cu,13,42,Rb13@Cu42,-0.4838709677419355,0.20500000000000002,0.6888709677419356,False,,13
"(3, 2)",Ch2,Rb,Cu,13,42,Rb13@Cu42,-0.4838709677419355,0.20500000000000002,0.6888709677419356,False,,14
"(3, 3)",Ch2,Rb,Cu,13,42,Rb13@Cu42,-0.4838709677419355,0.20500000000000002,0.6888709677419356,False,,15
"(0, 2)",Ch1,Ni,K,13,32,Ni13@K32,0.8306451612903225,0.14,0.6906451612903225,False,-9.056451612903224,4
"(2, 0)",Ch1,Ni,K,13,32,Ni13@K32,0.8306451612903225,0.14,0.6906451612903225,False,-9.056451612903224,5
"(1, 2)",Ch1,Ni,K,13,32,Ni13@K32,0.8306451612903225,0.14,0.6906451612903225,False,-9.056451612903224,6
"(2, 1)",Ch1,Ni,K,13,32,Ni13@K32,0.8306451612903225,0.14,0.6906451612903225,False,-9.056451612903224,7
"(2, 2)",Ch1,Ni,K,13,32,Ni13@K32,0.8306451612903225,0.14,0.6906451612903225,False,-9.056451612903224,8
"(0, 2)",Ch1,Ag,Cs,13,32,Ag13@Cs32,0.8402777777777777,0.14,0.7002777777777777,False,-9.152777777777777,4
"(2, 0)",Ch1,Ag,Cs,13,32,Ag13@Cs32,0.8402777777777777,0.14,0.7002777777777777,False,-9.152777777777777,5
"(1, 2)",Ch1,Ag,Cs,13,32,Ag13@Cs32,0.8402777777777777,0.14,0.7002777777777777,False,-9.152777777777777,6
"(2, 1)",Ch1,Ag,Cs,13,32,Ag13@Cs32,0.8402777777777777,0.14,0.7002777777777777,False,-9.152777777777777,7
"(2, 2)",Ch1,Ag,Cs,13,32,Ag13@Cs32,0.8402777777777777,0.14,0.7002777777777777,False,-9.152777777777777,8
"(0, 3)",Ch2,Rb,Ni,13,42,Rb13@Ni42,-0.5,0.20500000000000002,0.7050000000000001,False,,9
"(3, 0)",Ch2,Rb,Ni,13,42,Rb13@Ni42,-0.5,0.20500000000000002,0.7050000000000001,False,,10
"(1, 3)",Ch2,Rb,Ni,13,42,Rb13@Ni42,-0.5,0.20500000000000002,0.7050000000000001,False,,11
"(3, 1)",Ch2,Rb,Ni,13,42,Rb13@Ni42,-0.5,0.20500000000000002,0.7050000000000001,False,,12
"(2, 3)",Ch2,Rb,Ni,13,42,Rb13@Ni42,-0.5,0.20500000000000002,0.7050000000000001,False,,13
"(3, 2)",Ch2,Rb,Ni,13,42,Rb13@Ni42,-0.5,0.20500000000000002,0.7050000000000001,False,,14
"(3, 3)",Ch2,Rb,Ni,13,42,Rb13@Ni42,-0.5,0.20500000000000002,0.7050000000000001,False,,15
"(0, 3)",Ch2,Cs,Cu,13,42,Cs13@Cu42,-0.5169811320754717,0.20500000000000002,0.7219811320754717,False,,9
"(3, 0)",Ch2,Cs,Cu,13,42,Cs13@Cu42,-0.5169811320754717,0.20500000000000002,0.7219811320754717,False,,10
"(1, 3)",Ch2,Cs,Cu,13,42,Cs13@Cu42,-0.5169811320754717,0.20500000000000002,0.7219811320754717,False,,11
"(3, 1)",Ch2,Cs,Cu,13,42,Cs13@Cu42,-0.5169811320754717,0.20500000000000002,0.7219811320754717,False,,12
"(2, 3)",Ch2,Cs,Cu,13,42,Cs13@Cu42,-0.5169811320754717,0.20500000000000002,0.7219811320754717,False,,13
"(3, 2)",Ch2,Cs,Cu,13,42,Cs13@Cu42,-0.5169811320754717,0.20500000000000002,0.7219811320754717,False,,14
"(3, 3)",Ch2,Cs,Cu,13,42,Cs13@Cu42,-0.5169811320754717,0.20500000000000002,0.7219811320754717,False,,15
"(0, 3)",Ch2,Cu,Rb,13,42,Cu13@Rb42,0.9375,0.20500000000000002,0.7324999999999999,False,,9
"(3, 0)",Ch2,Cu,Rb,13,42,Cu13@Rb42,0.9375,0.20500000000000002,0.7324999999999999,False,,10
"(1, 3)",Ch2,Cu,Rb,13,42,Cu13@Rb42,0.9375,0.20500000000000002,0.7324999999999999,False,,11
"(3, 1)",Ch2,Cu,Rb,13,42,Cu13@Rb42,0.9375,0.20500000000000002,0.7324999999999999,False,,12
"(2, 3)",Ch2,Cu,Rb,13,42,Cu13@Rb42,0.9375,0.20500000000000002,0.7324999999999999,False,,13
"(3, 2)",Ch2,Cu,Rb,13,42,Cu13@Rb42,0.9375,0.20500000000000002,0.7324999999999999,False,,14
"(3, 3)",Ch2,Cu,Rb,13,42,Cu13@Rb42,0.9375,0.20500000000000002,0.7324999999999999,False,,15
"(0, 3)",Ch2,Cs,Ni,13,42,Cs13@Ni42,-0.5320754716981132,0.20500000000000002,0.7370754716981132,False,,9
"(3, 0)",Ch2,Cs,Ni,13,42,Cs13@Ni42,-0.5320754716981132,0.20500000000000002,0.7370754716981132,False,,10
"(1, 3)",Ch2,Cs,Ni,13,42,Cs13@Ni42,-0.5320754716981132,0.20500000000000002,0.7370754716981132,False,,11
"(3, 1)",Ch2,Cs,Ni,13,42,Cs13@Ni42,-0.5320754716981132,0.20500000000000002,0.7370754716981132,False,,12
"(2, 3)",Ch2,Cs,Ni,13,42,Cs13@Ni42,-0.5320754716981132,0.20500000000000002,0.7370754716981132,False,,13
"(3, 2)",Ch2,Cs,Ni,13,42,Cs13@Ni42,-0.5320754716981132,0.20500000000000002,0.7370754716981132,False,,14
"(3, 3)",Ch2,Cs,Ni,13,42,Cs13@Ni42,-0.5320754716981132,0.20500000000000002,0.7370754716981132,False,,15
"(0, 1)",BG,Ni,K,13,30,Ni13@K30,0.8306451612903225,0.09,0.7406451612903225,False,,1
"(1, 0)",BG,Ni,K,13,30,Ni13@K30,0.8306451612903225,0.09,0.7406451612903225,False,,2
"(1, 1)",BG,Ni,K,13,30,Ni13@K30,0.8306451612903225,0.09,0.7406451612903225,False,,3
"(0, 1)",BG,Ag,Cs,13,30,Ag13@Cs30,0.8402777777777777,0.09,0.7502777777777777,False,,1
"(1, 0)",BG,Ag,Cs,13,30,Ag13@Cs30,0.8402777777777777,0.09,0.7502777777777777,False,,2
"(1, 1)",BG,Ag,Cs,13,30,Ag13@Cs30,0.8402777777777777,0.09,0.7502777777777777,False,,3
"(0, 3)",Ch2,Ni,Rb,13,42,Ni13@Rb42,1.0,0.20500000000000002,0.7949999999999999,False,,9
"(3, 0)",Ch2,Ni,Rb,13,42,Ni13@Rb42,1.0,0.20500000000000002,0.7949999999999999,False,,10
"(1, 3)",Ch2,Ni,Rb,13,42,Ni13@Rb42,1.0,0.20500000000000002,0.7949999999999999,False,,11
"(3, 1)",Ch2,Ni,Rb,13,42,Ni13@Rb42,1.0,0.20500000000000002,0.7949999999999999,False,,12
"(2, 3)",Ch2,Ni,Rb,13,42,Ni13@Rb42,1.0,0.20500000000000002,0.7949999999999999,False,,13
"(3, 2)",Ch2,Ni,Rb,13,42,Ni13@Rb42,1.0,0.20500000000000002,0.7949999999999999,False,,14
"(3, 3)",Ch2,Ni,Rb,13,42,Ni13@Rb42,1.0,0.20500000000000002,0.7949999999999999,False,,15
"(0, 2)",Ch1,Cu,Rb,13,32,Cu13@Rb32,0.9375,0.14,0.7975,False,-10.125,4
"(2, 0)",Ch1,Cu,Rb,13,32,Cu13@Rb32,0.9375,0.14,0.7975,False,-10.125,5
"(1, 2)",Ch1,Cu,Rb,13,32,Cu13@Rb32,0.9375,0.14,0.7975,False,-10.125,6
"(2, 1)",Ch1,Cu,Rb,13,32,Cu13@Rb32,0.9375,0.14,0.7975,False,-10.125,7
"(2, 2)",Ch1,Cu,Rb,13,32,Cu13@Rb32,0.9375,0.14,0.7975,False,-10.125,8
"(0, 1)",BG,Cu,Rb,13,30,Cu13@Rb30,0.9375,0.09,0.8475,False,,1
"(1, 0)",BG,Cu,Rb,13,30,Cu13@Rb30,0.9375,0.09,0.8475,False,,2
"(1, 1)",BG,Cu,Rb,13,30,Cu13@Rb30,0.9375,0.09,0.8475,False,,3
"(0, 2)",Ch1,Ni,Rb,13,32,Ni13@Rb32,1.0,0.14,0.86,False,-10.75,4
"(2, 0)",Ch1,Ni,Rb,13,32,Ni13@Rb32,1.0,0.14,0.86,False,-10.75,5
"(1, 2)",Ch1,Ni,Rb,13,32,Ni13@Rb32,1.0,0.14,0.86,False,-10.75,6
"(2, 1)",Ch1,Ni,Rb,13,32,Ni13@Rb32,1.0,0.14,0.86,False,-10.75,7
"(2, 2)",Ch1,Ni,Rb,13,32,Ni13@Rb32,1.0,0.14,0.86,False,-10.75,8
"(0, 3)",Ch2,Cu,Cs,13,42,Cu13@Cs42,1.0703125,0.20500000000000002,0.8653124999999999,False,,9
"(3, 0)",Ch2,Cu,Cs,13,42,Cu13@Cs42,1.0703125,0.20500000000000002,0.8653124999999999,False,,10
"(1, 3)",Ch2,Cu,Cs,13,42,Cu13@Cs42,1.0703125,0.20500000000000002,0.8653124999999999,False,,11
"(3, 1)",Ch2,Cu,Cs,13,42,Cu13@Cs42,1.0703125,0.20500000000000002,0.8653124999999999,False,,12
"(2, 3)",Ch2,Cu,Cs,13,42,Cu13@Cs42,1.0703125,0.20500000000000002,0.8653124999999999,False,,13
"(3, 2)",Ch2,Cu,Cs,13,42,Cu13@Cs42,1.0703125,0.20500000000000002,0.8653124999999999,False,,14
"(3, 3)",Ch2,Cu,Cs,13,42,Cu13@Cs42,1.0703125,0.20500000000000002,0.8653124999999999,False,,15
"(0, 1)",BG,Ni,Rb,13,30,Ni13@Rb30,1.0,0.09,0.91,False,,1
"(1, 0)",BG,Ni,Rb,13,30,Ni13@Rb30,1.0,0.09,0.91,False,,2
"(1, 1)",BG,Ni,Rb,13,30,Ni13@Rb30,1.0,0.09,0.91,False,,3
"(0, 2)",Ch1,Cu,Cs,13,32,Cu13@Cs32,1.0703125,0.14,0.9303125,False,-11.453125,4
"(2, 0)",Ch1,Cu,Cs,13,32,Cu13@Cs32,1.0703125,0.14,0.9303125,False,-11.453125,5
"(1, 2)",Ch1,Cu,Cs,13,32,Cu13@Cs32,1.0703125,0.14,0.9303125,False,-11.453125,6
"(2, 1)",Ch1,Cu,Cs,13,32,Cu13@Cs32,1.0703125,0.14,0.9303125,False,-11.453125,7
"(2, 2)",Ch1,Cu,Cs,13,32,Cu13@Cs32,1.0703125,0.14,0.9303125,False,-11.453125,8
"(0, 3)",Ch2,Ni,Cs,13,42,Ni13@Cs42,1.1370967741935485,0.20500000000000002,0.9320967741935484,False,,9
"(3, 0)",Ch2,Ni,Cs,13,42,Ni13@Cs42,1.1370967741935485,0.20500000000000002,0.9320967741935484,False,,10
"(1, 3)",Ch2,Ni,Cs,13,42,Ni13@Cs42,1.1370967741935485,0.20500000000000002,0.9320967741935484,False,,11
"(3, 1)",Ch2,Ni,Cs,13,42,Ni13@Cs42,1.1370967741935485,0.20500000000000002,0.9320967741935484,False,,12
"(2, 3)",Ch2,Ni,Cs,13,42,Ni13@Cs42,1.1370967741935485,0.20500000000000002,0.9320967741935484,False,,13
"(3, 2)",Ch2,Ni,Cs,13,42,Ni13@Cs42,1.1370967741935485,0.20500000000000002,0.9320967741935484,False,,14
"(3, 3)",Ch2,Ni,Cs,13,42,Ni13@Cs42,1.1370967741935485,0.20500000000000002,0.9320967741935484,False,,15
"(0, 1)",BG,Cu,Cs,13,30,Cu13@Cs30,1.0703125,0.09,0.9803125,False,,1
"(1, 0)",BG,Cu,Cs,13,30,Cu13@Cs30,1.0703125,0.09,0.9803125,False,,2
"(1, 1)",BG,Cu,Cs,13,30,Cu13@Cs30,1.0703125,0.09,0.9803125,False,,3
"(0, 2)",Ch1,Ni,Cs,13,32,Ni13@Cs32,1.1370967741935485,0.14,0.9970967741935485,False,-12.120967741935486,4
"(2, 0)",Ch1,Ni,Cs,13,32,Ni13@Cs32,1.1370967741935485,0.14,0.9970967741935485,False,-12.120967741935486,5
"(1, 2)",Ch1,Ni,Cs,13,32,Ni13@Cs32,1.1370967741935485,0.14,0.9970967741935485,False,-12.120967741935486,6
"(2, 1)",Ch1,Ni,Cs,13,32,Ni13@Cs32,1.1370967741935485,0.14,0.9970967741935485,False,-12.120967741935486,7
"(2, 2)",Ch1,Ni,Cs,13,32,Ni13@Cs32,1.1370967741935485,0.14,0.9970967741935485,False,-12.120967741935486,8
"(0, 1)",BG,Ni,Cs,13,30,Ni13@Cs30,1.1370967741935485,0.09,1.0470967741935484,False,,1
"(1, 0)",BG,Ni,Cs,13,30,Ni13@Cs30,1.1370967741935485,0.09,1.0470967741935484,False,,2
"(1, 1)",BG,Ni,Cs,13,30,Ni13@Cs30,1.1370967741935485,0.09,1.0470967741935484,False,,3
