ell2,ell3,ell4,ell5,ell6,ell7,ell8
1.821357268379638294e-04,2.109914210494811149e-04,6.817311238021859328e-04,5.740383883201268357e-04,1.012049467131357358e-03,3.249184471314091067e-03,2.495012320265956127e-03
2.475956169913036192e-04,2.654988532559829297e-04,1.546937460118128025e-03,1.808836289229943679e-04,8.142673350752155413e-04,1.970374040084152054e-02,1.083666785874521981e-03
3.399785671339953142e-04,6.064714421138162883e-04,1.250128865326085833e-03,4.521111429066132850e-03,1.766351390689284949e-03,7.114787479680750436e-04,2.192297708229170900e-04
8.137199129843944315e-04,3.225659551836156601e-04,7.086723181853112497e-04,5.940922992335495633e-04,3.294632433467100351e-03,4.471592323179639228e-03,8.051820818050358253e-04
1.420468112071391915e-03,7.500567087638763952e-04,1.809818539096672832e-03,1.071690415777065480e-03,3.197047003898925623e-03,5.292087472833641821e-04,1.311676668830524285e-03
4.063212099135845223e-04,5.627347532173860960e-04,7.752451988332495969e-04,5.724692939251865278e-04,4.326590772811943621e-04,2.299101089963195323e-03,1.828839032141966678e-03
2.737414821727703865e-04,1.691655140548265217e-04,4.674721260188235495e-04,2.068027991610112224e-03,8.709297115412720572e-03,5.215725712668576111e-03,6.926950167797642178e-04
3.919112060276701802e-04,8.164498479795900994e-04,4.988092490637483726e-04,8.780571159845989996e-04,8.753750921117928706e-04,2.473469016215507077e-04,1.398753697689807595e-03
4.675985775607219633e-04,8.964650650871999965e-04,4.276840234992178779e-04,4.175336167124140351e-04,1.228000370550966138e-03,1.600376916276251196e-03,6.916900073557453663e-04
2.555578139857727802e-04,3.035852716271103860e-04,7.012161844622872989e-04,1.688420277650329315e-03,6.918104373803531321e-04,1.118470262194312149e-03,2.089798083722949496e-03
7.361163221294226211e-04,7.091698513824809535e-04,2.012454177987116257e-03,3.766191831353639906e-04,1.768013302146315482e-02,9.735699039878144842e-04,7.371737040595470296e-04
3.365739389108188891e-04,3.296663869176935744e-04,4.829613447009242300e-04,6.068574938322108354e-04,1.938295990989775735e-03,2.887480436758732907e-03,9.433420048321781775e-04
3.847731805325652261e-04,5.843980615430996884e-04,9.681976770036215254e-04,2.197976347003179748e-04,7.247475121137737829e-04,6.024637760554374909e-03,5.688811131130667954e-04
4.185283379098877761e-04,2.580829623285537311e-04,5.358320131023172747e-04,3.795749532899194778e-04,3.392193708108591672e-03,1.719258224860356447e-03,2.027123863127270643e-03
3.703971394827421538e-04,1.879387788342699330e-04,7.071811924660019889e-04,1.367913558895019139e-03,3.114808987253065917e-03,2.412486783748743133e-03,9.253124547452690760e-04
4.563466531085711288e-04,4.380310608525996192e-04,2.948522540365959739e-04,2.463097134898071692e-04,1.316519230914346174e-03,2.202251842113735203e-03,6.507344295675741679e-03
2.203364907765057920e-04,5.117021763888158267e-04,7.271454200331153904e-04,3.626006144078406084e-04,3.321749726593388029e-03,1.967916078679722569e-03,3.750555756429593476e-03
2.269277302124811976e-04,4.341422826802880230e-04,7.409324641412369733e-04,1.183608899563441154e-03,7.416950263011374894e-04,6.608879368416708394e-04,2.222497764046041640e-03
1.730715959262308712e-04,2.708490898862143384e-04,1.238560139789713754e-03,7.676493517107008417e-04,1.000319232165647115e-03,5.951339082627319851e-03,9.982362475184699147e-04
3.737298050620742416e-04,4.335645543949223288e-04,9.920761661939719346e-04,5.836274132650278584e-03,2.553170020912803504e-04,2.638912806386012420e-03,3.647496614344758730e-03
4.428586862144657512e-04,6.477837933024269785e-04,3.667310545535246982e-04,5.142711812416895373e-03,4.734966946191323492e-04,2.915534422752571238e-03,5.130687755710742343e-03
3.771597763949777258e-04,5.364880665884131728e-04,1.812463079022004703e-03,5.922214300916780723e-04,7.931271424708886270e-03,8.769213418909374514e-04,2.807869443986005242e-03
6.929990936536592873e-04,6.149129758910968930e-04,9.831044527439118576e-04,1.851828238639928155e-03,6.829362927611376879e-03,1.241041877265460598e-03,1.400676991885426749e-02
2.991617704096507786e-04,3.686733481217783375e-04,9.749427072928252376e-04,2.159527265091049433e-03,1.653931882833129495e-03,1.647135058731642255e-03,3.979156201859897907e-03
4.191183349872842846e-04,1.113218764253346175e-03,8.430915886001015156e-04,7.352683142863923431e-04,6.962815588686856877e-03,4.236053459602597557e-04,6.556367249851945134e-03
1.738046620311892870e-04,2.721289772259767419e-04,5.905610589688557038e-04,3.584486246192313181e-04,1.349694932150089345e-03,3.631778293050220703e-04,2.779832556582668285e-03
2.472086268954560738e-04,7.384226189279764416e-04,9.882788386857670887e-04,1.174243997383069091e-03,1.252167884031383247e-03,1.077263164360623814e-03,5.046523729908927378e-03
4.247714898723866359e-04,1.120034528234139810e-03,1.183717454597537277e-03,1.032710349708047294e-03,1.640178721290453962e-03,3.312464303192325620e-03,9.990098719184149940e-04
4.586711617149494963e-04,7.354812099995588267e-04,2.498039128635606691e-04,8.368183107067113597e-04,1.393078704058972432e-03,1.022278805595899830e-03,1.449517203406236292e-03
2.589924733426305975e-04,4.880733005310232994e-04,5.819419260618451453e-04,1.689304301082099335e-03,1.284370785676623326e-03,7.091887632465587558e-04,3.524605961994185365e-03
2.894500805256246495e-04,4.014174502241101591e-04,7.098405491938546662e-04,6.504307832689907014e-04,4.362319560184436951e-03,8.697808419944870559e-04,3.496554891653023793e-03
1.404491640111586682e-04,1.026215176520743795e-03,1.015181475897784921e-03,4.718308413617301376e-04,1.784374113834223544e-03,1.245863950341663702e-03,4.194783554794355093e-03
2.509535530133850793e-04,2.346734988917046889e-04,1.956321004079984629e-03,1.293988966997306053e-03,2.959970247208354617e-03,1.378936687131143311e-03,8.051842271584832775e-03
4.682367557790872298e-04,3.079401914737297575e-04,4.943702227570529817e-04,1.614845630926351047e-03,3.943971069625469561e-03,1.712763259697251683e-02,5.005741438474719607e-04
3.999681755066659527e-04,4.341740443342202217e-04,5.988013773482641147e-04,4.626184430962920605e-04,2.210708041008240237e-03,5.639482336022979755e-03,8.216596136384759445e-04
3.853358668245546225e-04,1.158142133759240038e-03,5.927243007534747357e-04,2.491626679897418137e-03,6.509655448700061957e-04,5.473650496697866040e-03,3.089467180467355290e-03
3.075597318332324161e-04,6.921763183338434109e-04,4.841689579254675625e-04,2.876756592186756724e-04,4.613336839842719131e-04,6.320207328041171913e-03,1.081845893000970378e-03
3.010613468063424157e-04,3.083244635952079693e-04,6.654561190970619987e-04,7.467480199193542384e-04,1.782199365191736596e-03,7.235039879384070954e-04,9.859433472149349564e-02
2.156424915914116136e-04,4.575085227882924989e-04,1.455441833999862686e-03,9.646947629790041849e-04,1.336180210790101266e-03,5.785716029336410030e-04,4.232362375795327945e-03
4.254709549759542217e-04,3.812236650894740872e-04,4.057829451319702849e-04,7.128276045622322773e-04,1.686403095119257470e-03,6.494050498816089688e-04,2.201865165165317953e-03
3.702835068095862740e-04,3.600009756114636549e-04,1.144786369933110254e-03,7.545867086653016949e-04,1.536484467237549069e-03,7.460912917697664487e-03,1.361316895778198798e-03
3.836734877830518084e-04,9.915941216058557495e-04,2.577968017474180991e-04,5.297965502089474130e-03,1.594526504579868442e-02,1.136530112221175674e-03,1.415227401336696320e-03
2.306185514755877230e-04,2.419991610125394406e-04,5.728172027827502146e-04,6.003490891254092228e-04,4.708300861146988035e-04,5.620387204734595939e-04,2.480905128599548808e-03
1.022183298799530143e-04,1.447001336489737392e-03,6.737510868406933759e-04,8.359851564219363679e-03,2.600175853836708727e-04,1.276568282446785855e-03,2.714611538039710895e-03
5.192361714022615928e-04,9.058900589380251573e-04,2.740525629412300223e-03,1.682304731521095569e-03,2.102410994604650245e-03,1.547384547074249573e-03,1.452229088187007152e-03
2.361255716192526980e-04,1.060501447770061849e-03,7.000429093031775712e-04,1.276481421488900305e-03,1.110894258818438977e-03,2.569175222010070415e-03,1.777132777086161321e-03
1.948820673200477656e-04,4.174715630864164577e-04,1.817501268009936955e-04,1.735777736715425840e-03,2.071777037935503170e-03,2.524701073860454933e-03,1.052950977637425248e-02
4.243344453952994249e-04,5.037175555703075208e-04,2.094072688727343756e-04,8.974663968940619491e-03,2.636468543429742496e-03,8.581220712273838081e-04,1.100581969713986495e-02
2.466021118831553637e-04,2.332449171591228370e-04,8.689833420148493142e-04,5.355767316340610167e-04,4.951248932427663833e-03,3.899420845408208079e-03,3.166750918043045957e-03
5.096634809636156572e-04,4.022938101080016419e-04,1.303936238648355098e-03,4.839028857554725249e-04,4.014960395938233298e-04,1.036633159180732960e-03,5.488572098739413936e-04
4.084156678126411497e-04,7.411277743153284973e-04,1.103588416114637720e-03,6.482818887146542860e-04,9.444991618939089888e-04,1.680170559396102718e-03,4.339773725002144152e-03
4.222371555904230354e-04,1.199449492046651689e-03,9.541322794654704103e-04,1.216743236501622487e-03,2.292930655668255682e-03,3.903781578753364508e-03,1.326566904426102270e-02
1.515331812402517298e-04,2.836343891744432162e-04,1.914257243070257653e-03,2.981514779476017148e-04,3.118533517227759042e-03,1.033912598005846993e-03,1.082900247839316439e-02
5.499099113965346406e-04,4.426044910895616277e-04,5.816037599170445277e-04,1.207237491951172617e-03,1.122395376996135341e-02,1.111622016511788725e-03,5.383491683418959242e-03
3.418622028657654875e-04,5.033071423289468436e-04,1.587539535509821173e-03,4.596526916698164510e-03,3.684295042322296466e-03,3.549616956577966807e-03,1.147457809750019979e-02
2.494214173432780964e-04,2.385327495324216017e-04,2.707220979689494008e-04,1.338553035106837931e-03,1.481175297228239790e-03,8.331333811640691733e-04,2.545154707816439134e-03
3.222980402627209965e-04,7.858686620774877826e-04,4.503566220895338667e-04,9.383004484992576825e-04,6.994600848040245355e-04,1.336934925372571664e-03,4.789289182010219789e-03
1.234288477185907702e-04,3.569465096972887367e-04,2.395049941522634711e-04,7.232031852998773921e-04,9.380845093570290474e-04,3.424357375299055990e-03,1.134980663695029984e-03
3.680095468635919331e-04,4.901668905681327978e-04,7.000218403294090289e-04,2.433359121061404347e-03,9.144002327297966973e-04,1.532160754361741074e-02,3.310041539887517616e-03
1.793065158721589356e-04,4.202335018898847949e-04,8.214905166031691210e-04,6.125020895216586525e-04,2.811324977170077521e-03,3.598712538055398851e-03,1.036004318979187079e-02
1.525431232882216656e-04,3.432218507888037734e-04,9.190810296874246969e-04,5.194394326432972414e-03,1.964510941680775065e-03,3.151288482944307294e-03,1.254959102895267112e-03
1.401345288456876841e-04,5.488104652319804886e-04,8.860927175850484561e-04,5.568641295829998561e-03,4.736252010830488998e-04,3.340008099847948265e-03,9.304201366053990296e-04
5.232852163417412491e-04,4.842563376103351620e-04,4.432863342366642626e-04,1.456248972008517776e-03,1.052990600272133391e-03,6.716495176367127560e-04,2.671677548084084100e-03
2.190173121947722114e-04,4.409208617155485534e-04,7.427315355121619049e-04,1.174980113796017045e-03,3.434043489506383683e-03,2.205090138269395761e-03,1.870377558181070049e-03
6.459010570653189905e-04,3.559901862683917005e-04,2.974632171388082711e-04,2.704700377740386699e-03,2.139221008731438060e-03,1.906759415590027077e-03,4.901450739249678737e-03
2.294951148299533234e-04,6.676038370423881046e-04,2.203414602382811061e-03,2.847103310881574957e-03,2.600557338684053327e-03,2.709478521244176267e-03,1.457734121824523586e-03
1.277536111316602868e-04,1.486456677295891395e-03,6.860599362029371536e-04,6.223018022112444987e-04,2.200259191466720499e-03,2.207100583267735359e-03,1.589099051762677892e-02
1.716607687624574670e-04,5.993900030739999227e-04,6.026176778131126649e-04,7.781929226203916855e-04,6.737798838933708664e-03,2.871605628668984656e-03,5.809009779926707596e-04
5.565117500339198308e-04,1.001897584922868895e-03,2.580559398163457131e-03,4.117188134503770350e-04,1.927809503596304361e-03,1.438648963680328515e-03,9.531260754953455386e-03
2.775034555906479602e-04,2.393308685348957785e-04,3.556441570144462162e-04,1.644958645113250113e-03,1.101337236027226602e-03,2.082940434363170137e-03,1.034723856924788486e-03
2.280668588210122663e-04,6.058527685694780653e-04,3.859054015303345071e-04,2.021349990358676987e-03,6.837014670292525026e-04,5.754189368549637905e-04,3.328337141301149498e-04
3.249890818905754042e-04,2.853051032684670403e-04,3.939204628925260907e-04,4.027347119490342015e-04,1.951491868948629057e-03,1.426557744095277970e-03,3.117811799153132404e-03
3.855511398652251777e-04,2.271987489158094290e-04,8.091572535311247153e-04,8.239084740964508317e-04,1.733074689818249589e-04,7.893228157309653548e-03,1.813756216679346693e-03
5.245191208759531105e-04,3.536675304621812342e-04,1.147849403027310792e-03,4.035964281246883054e-04,1.320599139297188576e-03,2.701966896669681737e-03,7.081484250636150809e-04
6.189547013298526013e-04,1.126780508178646702e-03,1.424072599088892395e-03,5.777716516550479922e-04,1.295231902937798519e-03,1.923700377245379225e-03,3.775524258419821937e-04
2.506100515920823462e-04,9.745634567042391104e-04,5.135332991822354545e-03,1.842783023442989701e-03,4.565403743567106863e-04,1.308275465866868062e-02,2.378028709973497440e-03
1.545872453245702039e-04,6.376458084713522000e-04,1.757215302551466153e-04,6.594676503184587583e-04,6.760463595232796621e-04,5.037559623383148751e-04,7.020885278534384939e-03
2.439711288957419793e-04,2.197212727120264426e-04,1.299348362138217933e-03,9.322097170265371355e-04,3.230501556434478561e-03,6.477283347512052467e-04,4.567278803518931216e-03
3.416964356865702661e-04,4.899051230782192805e-04,5.745067489248169290e-04,3.225858137893248970e-04,1.918581676386890873e-03,1.089041516464493708e-02,2.554473283360867569e-03
1.852864510368682827e-04,6.605019935221991597e-04,5.628497064586972373e-04,1.377204143701901218e-03,1.708396359450712948e-03,2.056761347941999697e-03,4.064135567617506786e-03
1.858996509695979996e-04,6.123486896326021901e-04,5.498594805742407568e-04,1.144587874877712455e-03,2.053731555037201142e-03,1.541242041977926736e-03,2.329219404081029482e-03
3.562655627108683308e-04,1.823091708404412867e-04,4.491533992947412471e-04,6.618580933373457509e-04,1.694369097755725863e-03,5.921278665194091954e-04,4.979637827620516039e-04
2.927901962784334685e-04,3.230442878811604036e-04,2.759129829182509902e-03,1.019438367283973098e-03,4.770837830334222381e-03,3.073656560231324570e-03,5.028242133565291897e-04
3.049601073142711380e-04,5.303480442731397723e-04,1.530135196802543188e-03,1.369847196047969300e-03,1.741996540006803158e-03,3.385939845649431259e-03,1.919343797469072552e-03
2.053128282184170546e-04,7.603316217583846277e-04,8.624183092322819204e-04,6.178984066066560855e-04,4.196030331732093516e-04,6.574919802008379879e-04,2.011237335252449854e-03
2.673562710775429603e-04,1.475701187471360374e-04,2.184657341756668109e-03,3.640199002890197517e-04,6.760268424705412164e-03,1.707270784201031684e-03,6.119924034056569741e-03
1.889846703521167305e-04,5.000488289382805460e-04,2.943392370867021200e-04,5.027499984767069482e-03,2.175485524474767875e-03,1.404464113828810326e-03,5.520692931647084786e-03
4.681935038458142403e-04,6.005280783705099724e-04,3.342902586862039134e-04,7.145124405030826246e-04,9.172431084582632985e-04,2.537422481746580676e-03,4.669794445171056817e-03
5.034111047825900976e-04,9.175869372430829141e-04,1.847356405191153935e-04,1.097522328830172807e-03,5.045360838362563868e-04,6.414150076011748951e-04,1.763248335250955281e-03
1.191863868149871120e-04,8.352196025682510471e-04,5.200438148796628600e-04,2.662152700768739139e-03,2.226138405151671662e-03,6.869690834258413564e-03,5.255822150714845173e-04
1.884866240757581096e-04,7.817405657148263900e-04,9.502187432947403886e-04,1.995954437146140598e-02,1.402828876816540659e-03,4.908632697516476448e-03,3.776308662263026025e-03
1.419560988980964663e-04,3.410454772624503701e-04,9.118762134982537392e-04,4.381798368639806948e-04,6.428091845399429641e-03,1.366149350943778474e-03,4.276585804144463106e-03
2.167556121185913634e-04,1.754192555228236664e-04,9.420351454149048648e-04,1.699484660913267711e-03,1.141826389047684992e-03,1.582099775825721814e-03,1.734413336476046160e-04
2.877417825985968702e-04,4.353492064913179363e-04,3.160067151228406336e-04,6.732904046552322819e-04,7.336691641351943127e-04,1.713862333559043258e-03,9.585790302500405216e-04
1.453231472952868253e-04,1.005217517043400155e-03,1.488778948513697119e-03,7.706130206407565356e-04,3.490909224587358198e-03,9.020034766124729753e-04,1.122220062742872691e-03
1.892090650683738362e-04,1.271627497752686074e-03,1.003493316739374145e-03,6.665058759187195711e-04,3.584787982449833162e-03,1.260794692119579724e-03,2.733694411346802161e-03
1.815995137572548991e-04,8.441326058555366800e-04,1.417487535864480870e-03,4.818797483759736577e-04,1.814358314591884951e-03,1.499154497332683003e-03,9.918060165138313424e-04
3.327582130636281025e-04,7.130735925884256442e-04,2.255562833080010756e-04,1.147321624783358921e-03,2.865282564292755997e-03,9.855601947193096818e-03,2.301407084271458840e-03
3.105840767101723733e-04,6.921231663604392051e-04,1.055264627968405125e-03,3.645327595901109020e-04,1.506858801263568758e-03,5.062143229416127439e-03,1.903854095590259412e-03
2.091211393122145885e-04,3.947721996376528657e-04,3.694692726103929550e-04,2.529215932726543159e-03,1.924034377071265301e-03,5.001942593867575448e-03,2.014567069891431278e-03
3.277309215992059476e-04,5.097620053817350722e-04,6.425065226550664066e-04,1.239199544211759063e-03,4.447923788778707609e-03,2.843675090083492250e-03,1.091371338589527777e-03
2.282502083666648968e-04,1.500302228279138880e-03,1.233435537213252355e-03,1.662647600406639723e-03,2.736643390045555291e-03,6.426497852983036182e-04,1.188373039400929731e-03
2.618979488018656097e-04,3.130757998742187331e-04,9.043973134579633968e-04,8.166966127815261526e-04,1.338565655301009530e-03,1.884533940366754385e-03,7.313778717268109219e-04
6.926387089976802046e-04,1.452218129811032711e-03,4.675121135129018833e-04,8.839985524161712805e-04,5.264951427565491178e-03,5.184431062235969612e-03,3.645680061964803615e-03
5.864063624621627512e-04,4.543024856446736879e-04,8.522623950498206622e-04,1.492592315971703280e-03,1.855512403389856645e-04,5.581692869671530180e-04,4.498219396502746784e-03
1.566465284855783559e-04,1.220772827425073512e-03,2.904491519996500325e-04,4.673030920578762092e-04,9.882955522270571100e-03,3.712571841882408418e-03,1.028178707819688963e-03
4.542504434933531082e-04,2.369599480110848820e-04,1.898255190831673331e-03,8.905384011533422784e-04,3.357402254032998195e-04,2.004101399881554751e-02,1.278372455824791122e-02
4.501049383456507996e-04,7.833053994183393140e-04,7.349514420914552044e-04,5.961711327668403225e-04,8.865321272083098465e-04,5.680210514208095147e-03,1.697925386898240310e-03
1.689581126871278081e-04,3.542199526129434072e-04,1.856574136830580878e-03,5.815887157755914288e-04,1.502484163092558450e-03,8.078456151995020221e-03,1.291866188256836877e-02
4.517691397253834214e-04,2.357612927309089249e-04,5.869449682191658088e-04,2.192796772140233428e-04,1.366309111418594850e-03,2.443692949141738208e-03,1.184272718061547824e-03
6.472602364891015016e-04,6.283520271884663125e-04,5.881606080896709630e-04,3.462270421548444086e-03,3.856328498734118686e-03,5.171193935621069479e-03,2.582655869107238324e-04
1.711448153558983308e-04,1.009957177049981142e-03,4.969912870466143551e-04,6.847046448955295111e-04,6.016331961651973309e-04,9.582164702544240667e-04,3.735517431093103320e-03
1.896217055749587627e-04,3.319602635538052037e-04,1.566853892406650309e-03,3.007665323057698292e-03,1.971186733974930518e-03,4.353740935764326310e-03,3.154620971577790783e-03
4.990035490635117039e-04,2.242071857039287461e-04,5.164102126306898809e-04,2.788481411232920319e-03,9.264036244932255916e-04,3.779379272330890289e-03,2.492539105982695923e-03
3.436178470333697138e-04,5.215855349833603202e-04,1.332377271937730621e-03,4.238666102439559639e-04,2.033121933713175067e-03,2.625005056834247077e-03,1.184135545688898804e-03
3.952508443285690683e-04,5.229673007020788468e-04,6.492296895603457546e-04,4.964533810591941800e-04,1.470570756054105860e-03,7.324164362096455445e-03,2.310443019131567556e-03
3.556962309879242268e-04,7.658389605360668316e-04,2.127949307610165007e-04,9.196892552529908893e-03,1.694838940715577861e-03,1.146125141181748375e-03,1.367635496401599154e-03
3.647201820737720388e-04,9.743171626462160916e-04,5.692293326733529300e-04,4.812439109810797561e-03,9.502912898022102504e-04,1.629240787779113325e-03,1.720963338202124776e-03
1.545544421279651775e-04,5.318337965629015788e-04,3.717150237258495739e-04,1.156326861935769992e-03,9.850016857302474303e-04,2.161135309309649300e-03,6.057300378297665600e-03
5.064579644113132665e-04,1.677872877300213552e-03,8.689061763617776310e-04,1.456974140528184561e-03,2.018774998966051896e-03,7.015666854916897087e-04,2.939112572910144473e-03
5.383869130223609134e-04,6.305049356582145825e-04,3.687864796125968868e-04,7.159006856231588329e-04,3.644756589181361982e-03,2.464782558932433754e-03,4.694611038925581951e-03
2.674913160974954729e-04,4.477003885891685329e-04,1.622438942284762072e-03,1.675891839119033905e-03,9.098224830228502508e-04,3.521286227682690834e-04,1.859696644493658187e-03
2.935488308628589034e-04,2.095662086876856818e-04,7.961201711642098547e-04,6.681235101565030469e-04,7.132343995737079785e-04,5.596414824705999748e-03,1.647484628195077828e-03
1.395228969142038469e-04,4.707769545474788813e-04,7.493349270317954496e-04,2.333024221334862713e-04,2.707592267453546708e-03,2.058153074734170307e-03,6.747843999425197446e-04
3.879629528290248785e-04,4.504053565247787428e-04,1.342955071256225590e-03,4.119796451933653483e-04,1.513904575449642525e-03,1.166816085034513492e-03,1.597481718728882387e-03
3.993392057752364428e-04,9.805984166952931309e-04,1.666095425585777156e-03,1.206034242999828301e-03,3.291666426850684522e-03,8.528241019119863018e-04,6.217779890161673369e-05
2.908148953020495901e-04,7.273954746445822480e-04,8.366736744483819262e-04,4.797978090749596041e-04,6.898563693939586483e-04,1.553627654703661860e-03,1.253857217916838152e-03
5.263461912894495769e-04,2.716076777392349489e-04,4.945573083288220704e-04,1.123716304581369972e-03,3.142553508767553772e-04,3.909585504073457597e-03,2.193299744390056656e-03
2.538500806666452560e-04,6.111440965895172973e-04,2.451142710402931264e-04,5.019445929151051871e-04,9.648737212950881000e-04,3.397060935851780542e-03,4.461610310581520973e-03
3.978541327995225208e-04,8.246003459882808714e-04,5.249318347400547128e-04,6.341816543570707445e-04,7.821007427703307929e-04,9.700901255513182065e-04,1.785901039806878175e-03
1.801789106506615360e-04,1.378565786329201837e-03,5.508456665112028937e-04,2.346665862027677921e-03,1.452136715432294275e-03,8.429328128544615962e-04,3.518059762560866045e-03
2.964878973486682000e-04,9.386874007817538196e-04,9.145603541993511899e-04,1.445489085248672593e-03,8.787849500677176072e-04,3.788879597724472553e-03,2.182096916572087990e-04
2.749544219879353690e-04,8.699955784595691253e-04,6.664068891767614385e-04,1.176720999513063051e-03,3.036971752433800451e-03,9.539197255520246149e-04,2.254545047721080719e-03
3.357733691050076652e-04,5.713669990551187077e-04,1.373415972385405278e-03,2.395601797979079756e-03,1.202749748503241945e-03,2.085651804568679473e-03,3.783315562619154158e-04
2.493902678520903298e-04,6.957339559579709060e-04,5.524787414326313463e-04,1.741854182817930211e-03,1.784918360145950744e-03,2.223152627436929610e-03,6.352954390949327448e-04
2.809133269734180528e-04,1.166406667147165893e-03,8.153149079214129990e-04,3.772409517018191719e-03,1.796457609750126477e-03,2.683800213252430112e-03,1.953429673684872227e-03
4.534142017548331289e-04,2.477236222529276646e-04,1.943594661331114748e-03,8.208424267700609265e-04,1.857822702224180139e-03,4.634100339182808947e-03,9.770416777159724245e-03
2.411454687188297364e-04,4.468918148998464283e-04,1.077911762623151451e-03,8.409318226181730725e-04,1.525358446410495688e-03,5.555529869236670946e-04,3.610319155529726539e-03
1.343561250520444565e-04,3.466927314669139559e-04,8.136066077441365127e-04,4.187739013471581491e-04,2.468192866933444432e-03,2.905476534165843438e-04,2.448615674878279469e-03
7.195128794757303659e-04,6.919211527783349774e-04,5.567643810404671479e-04,8.413720890483047075e-04,7.617445682462103572e-04,1.113740719589691435e-03,2.348989672088222427e-03
5.985496709795890338e-04,1.152989533044169882e-03,5.447033136413305778e-04,2.565822805173319232e-03,5.492710022869448996e-03,1.190192386346660552e-02,1.094696279887980017e-03
1.572207906201418266e-04,3.852126674570608778e-04,4.678154911165196368e-04,3.355004767026796651e-03,1.259937332536729526e-03,1.484028954258104910e-02,1.319281120604256239e-03
4.235350940135440231e-04,1.313410685306301876e-04,5.810277042488796095e-04,2.556674595525036935e-03,4.788113524182946272e-04,1.226008402389066644e-02,3.840422503006650674e-03
2.332929801910011076e-04,4.303710268587776023e-04,1.440102157291291932e-03,2.822702877860129491e-04,1.846351722140461777e-03,1.619617937947644961e-03,5.228671654485738882e-04
3.422447356034115287e-04,9.534284434526140188e-04,7.264585707615493814e-04,2.820684154809415239e-03,7.246135465197501733e-04,3.305678209712694629e-04,4.608157915509493614e-03
3.475451342007598735e-04,7.609427146292385095e-04,3.298579465979566182e-04,2.724359863009073908e-04,2.836998734435863985e-03,1.886489396649223703e-04,1.565352383032272672e-03
2.668211475278835579e-04,7.125797854872575627e-04,2.925503116857668378e-03,2.432591506788907287e-03,1.138834708532054582e-02,1.063040806704119642e-03,5.951132393653579822e-03
2.027349866887648592e-04,4.659061205084052645e-04,1.061543095815718285e-03,8.835880535124248899e-04,7.679971523447057247e-04,1.611391382105657006e-03,6.907940453467682242e-03
2.124086361748416505e-04,2.558424166762922054e-04,3.169179365532294478e-04,2.080253881404754961e-03,2.102402479297995133e-03,7.212365975965500352e-03,3.810122788574583008e-04
1.897460343878493345e-04,7.508130828646304364e-04,6.227897590522815359e-04,4.084052307640402319e-04,3.210978411648531634e-04,4.678497951873528994e-03,1.265832359887973310e-03
1.979216747857007771e-04,3.340902114928164185e-04,9.170148933192664997e-04,3.026471439964050630e-03,2.345410254412865804e-03,2.465949010222962933e-03,9.364944163388104958e-04
2.900906120819627060e-04,2.043538569060895319e-03,2.798161045144117575e-03,3.673219735562297623e-04,7.024389460113393590e-04,8.068051235012826169e-04,3.267591171877895083e-04
2.097470917847104026e-04,7.761023934736337518e-04,3.906548856057685056e-04,6.946823173910298679e-04,8.883357346219443017e-04,7.515572363904750395e-04,7.708065333018752820e-04
4.219169558191691372e-04,3.890045947658441914e-04,1.680306924801744850e-03,5.336514285254514555e-04,5.785604680776557270e-04,2.532733958972134894e-03,3.519310445136297066e-02
6.310629073886026745e-04,3.818962551656969527e-04,2.260053454401716923e-03,2.914273335669191763e-04,3.012835711546886248e-03,3.944107240854851336e-03,4.692331700447907247e-03
2.244730945664851667e-04,5.212415765311221921e-04,5.464513223129149541e-04,1.279008729152816565e-03,3.859430178395432606e-03,2.906800264234982601e-03,1.977632475513938989e-02
3.381483569003215003e-04,4.773638477240278732e-04,6.987155439670297667e-04,5.029570474665598194e-03,1.592001965240349677e-03,6.980766900037952598e-04,5.974360252501609639e-03
3.851469808243320738e-04,1.077156957239511952e-03,4.107919049700149185e-04,1.001403362139601308e-02,7.160262819035766862e-04,3.765344196811704416e-03,1.061243421969614324e-03
3.798527243572557850e-04,6.163591557422218791e-04,7.358898496595334734e-04,1.281700770815449864e-03,6.517666161506301473e-03,3.007420141865634056e-03,1.576993870262669495e-03
3.116124002495901011e-04,3.553137114501518884e-04,8.270707681212900514e-04,2.897384152464575063e-03,7.934033994080853065e-04,6.733468132527651662e-04,4.584809405098029360e-03
4.349032896971431121e-04,1.713416394544108263e-03,1.346492367927840670e-03,1.427806004970916904e-03,2.227103031109464314e-04,8.965965260203384449e-04,3.883456319789787940e-03
3.818038331785660196e-04,5.676841191290796966e-04,1.820072610602450382e-03,1.767506593690979042e-03,2.354894051331809634e-03,3.910509306684920895e-03,1.271748239077662894e-03
1.615720645875810151e-04,8.741779354447296686e-04,5.026207955813380684e-04,9.018963945663372979e-04,5.767470034034607399e-04,1.553738734465280732e-03,4.558808715118141917e-04
4.632933815418756600e-04,3.826207280486349080e-04,2.140855497958075754e-04,1.386142672557889735e-03,3.795034656014339720e-03,9.624567557307278989e-03,8.930040681592264773e-02
4.675133447726476273e-04,6.852950760504196957e-04,8.360027478680038225e-04,1.822932115430913073e-03,1.106190025541019771e-03,3.242358264581291210e-03,2.054852558687337953e-03
2.048216135618519834e-04,6.642417280562116578e-04,1.042085754044090509e-03,7.465411873231785414e-04,2.683944511709414164e-03,1.207485937154421018e-03,1.677250683298635693e-03
