N2vsN3,N2vsN4
8.095689594607899026e-06,1.089294465863295250e-05
8.845815730356173295e-06,2.100579543916624456e-04
3.829568163046349687e-05,2.395359526041242610e-05
3.626940008478490421e-06,3.329252011609976509e-05
1.115071008199155991e-05,2.849835091431764502e-04
4.183921822534389184e-04,1.300641024429050265e-05
7.596740767765208518e-06,2.089749331231008914e-05
6.302522640131756160e-05,1.987579800949171725e-05
1.113152869419452722e-05,3.485233337715652334e-04
3.327403683811776833e-05,5.468000553784024484e-04
3.847805058919259106e-05,1.232110669137905044e-04
6.184857189370625502e-05,1.280069647326585942e-04
1.637045927265575498e-05,2.491816366515594590e-05
1.461475769629309992e-04,5.174004759882252884e-04
1.109390334212408720e-05,6.894151321995071178e-05
2.527846094672822969e-05,1.391782273244993680e-04
2.555950353408508461e-05,4.405298345427022065e-05
6.512765367151012396e-06,3.624798888165905417e-05
1.502717184271112229e-05,3.678494373978441348e-04
2.350576647097135031e-05,9.555398933665716513e-05
1.298261598212556392e-05,2.853377478276689669e-04
2.296729266993695773e-04,6.792585967849005439e-05
8.646102141931529713e-06,1.806512279040520101e-05
6.505003491468000227e-05,2.482897917163505336e-05
4.709618908972778038e-05,5.657579798842614436e-05
1.972467004922789029e-05,2.357584677396212336e-05
8.419270787566493120e-06,1.323770656151271824e-05
9.276431657283890490e-06,2.113939477334815509e-04
1.191460518856074513e-05,2.600214203111133500e-05
3.353454443179862548e-06,5.901869763554808834e-05
7.332135773599840492e-06,7.133473054853212831e-05
4.541492752817309312e-06,2.468607340940370888e-05
7.683092871529487503e-05,2.851405923141868718e-04
3.712143872573957476e-05,1.308482146948451250e-05
4.389087204675368463e-05,6.844108633628336871e-05
3.603764999312314155e-05,6.717923878073928285e-05
