phase,annotated_age,state,batch,pseudotime
G1,2.933333333,cycling,2,0.20032147395174782
S,5.6,cycling,2,0.19847533574933307
G1,3.2,cycling,2,0.17243861436192967
G1,2.4,unannotated,2,0.15766819115248332
G1,5.066666667,cycling,2,0.16558171530350654
G1,0.26666666699999997,cycling,2,0.1538798233162282
S,7.466666667,cycling,2,0.2115101565659342
G2,12.8,cycling,2,0.38291900535526346
G0,2.4,arrested,2,0.16567794660774232
G1,4.0,cycling,2,0.19862481501900878
S,8.0,cycling,2,0.23859371861683387
G1,3.2,cycling,2,0.1987233558286572
G2,18.13333333,cycling,2,0.45779771969176847
S,9.066666667,cycling,2,0.2638766093318249
G1,0.26666666699999997,cycling,2,0.15632454930106124
G1,1.333333333,cycling,2,0.17503093707331566
G0,20.53333333,arrested,2,0.18243642176852143
G1,0.26666666699999997,cycling,2,0.16824574853776814
S,5.333333333,cycling,2,0.2158380819054966
G0,4.8,arrested,2,0.17885824510551562
S,11.46666667,cycling,2,0.4111508491799708
G1,0.26666666699999997,cycling,2,0.16284331311557015
G1,3.733333333,unannotated,2,0.15969419751633687
S,8.8,cycling,2,0.26932220065670803
G0,1.333333333,arrested,2,0.1707979213646479
S,5.066666667,cycling,2,0.17704571299729235
G1,3.733333333,cycling,2,0.16402487296230975
S,6.933333332999999,cycling,2,0.3194007445899187
G2,15.46666667,cycling,2,0.3294450007961765
S,6.933333332999999,cycling,2,0.29303146547919506
G2,18.93333333,cycling,2,0.3388423983098868
G1,3.733333333,unannotated,2,0.19716017737427138
G1,2.133333333,cycling,2,0.17960996005004212
G1,1.8666666669999998,cycling,2,0.16895573539783343
S,9.066666667,cycling,2,0.23222532563601986
G2,17.6,cycling,2,0.3796649109095098
S,5.066666667,cycling,2,0.22973817774438762
G1,3.2,cycling,2,0.17611839275695862
G2,18.4,cycling,2,0.38876466801768056
G1,1.066666667,cycling,2,0.1669652148281993
G0,0.8,arrested,2,0.12822705673833623
G1,2.666666667,cycling,2,0.1972758762607275
S,9.866666667,cycling,2,0.26327980217942626
S,11.2,cycling,2,0.2285158516272038
G0,3.4666666669999997,arrested,2,0.15000426013240908
S,5.8666666670000005,cycling,2,0.24043466725332538
G0,2.666666667,arrested,2,0.1571336206763838
G1,5.8666666670000005,cycling,2,0.2052597959167146
S,10.93333333,cycling,2,0.25329603384291943
G1,5.066666667,cycling,2,0.18300125071634973
G0,4.0,arrested,2,0.1473780716175606
G1,1.8666666669999998,cycling,2,0.1576949441370532
G1,3.733333333,cycling,2,0.13873906360159793
G1,5.066666667,cycling,2,0.15878515326355264
G0,5.333333333,arrested,2,0.3266643824102996
S,10.66666667,cycling,2,0.26412051178458257
G1,2.933333333,cycling,2,0.2024740622142757
S,12.53333333,cycling,2,0.25943076706393914
S,4.533333333,cycling,2,0.19688756401101537
S,8.0,cycling,2,0.32576863918346083
G1,1.066666667,unannotated,2,1.0
G1,4.0,cycling,2,0.16469652186681055
S,10.13333333,cycling,2,0.28089275143060943
G1,1.6,cycling,2,0.15808932440456674
G1,4.0,cycling,2,0.2017717008896424
G1,3.4666666669999997,cycling,2,0.18512825566906385
G2,14.13333333,cycling,2,0.30534968063921414
G1,4.533333333,cycling,2,0.18263814349757243
G1,2.133333333,cycling,2,0.10470073503025654
S,5.066666667,cycling,2,0.20854602250791918
G1,4.0,cycling,2,0.13902987587312304
G1,2.666666667,unannotated,2,0.1674615307582401
G1,3.733333333,cycling,2,0.14434177943564203
G0,0.8,arrested,2,0.10060233276618062
G0,2.933333333,arrested,2,0.16870047695275206
S,8.0,cycling,2,0.2356961889586908
S,12.8,cycling,2,0.3011853457976625
G1,2.666666667,cycling,2,0.15888828374629554
S,5.066666667,cycling,2,0.24507903551622248
S,14.93333333,cycling,2,0.2952940226359261
G1,1.066666667,cycling,2,0.161802301690562
G0,1.333333333,arrested,2,0.14365326359693192
S,4.533333333,cycling,2,0.22504402126878442
G2,17.33333333,cycling,2,0.34728585852936417
G1,5.066666667,cycling,2,0.1945035339262722
S,8.8,cycling,2,0.26629136417106636
G1,2.933333333,cycling,2,0.20873313271321822
G0,1.333333333,arrested,2,0.16534321464246374
S,9.066666667,cycling,2,0.3275719154140676
G1,3.733333333,cycling,2,0.1448442760176126
G1,1.6,unannotated,2,0.14504812709641382
G1,0.0,cycling,2,0.027349107079554312
S,9.866666667,cycling,2,0.24627280924161185
G2,13.06666667,cycling,2,0.31802263096985167
G1,6.1333333329999995,cycling,2,0.18930359370172278
G0,1.066666667,arrested,2,1.0
G1,0.0,cycling,2,0.16100782485494333
G1,1.6,cycling,2,0.16161023365203026
G2,12.0,cycling,2,0.3829555593738844
G1,3.4666666669999997,cycling,2,0.15626221904874898
G2,12.0,cycling,2,0.31461096178265396
G1,2.666666667,cycling,2,0.14299714854988926
S,10.66666667,cycling,2,0.3417425610788143
G0,18.13333333,arrested,2,0.2600418014863316
S,12.26666667,cycling,2,0.2095917060224237
G2,14.4,cycling,2,0.4187205436906181
G0,7.733333332999999,arrested,2,0.19972666357893115
S,16.26666667,cycling,2,0.33077573287269385
G0,1.066666667,arrested,2,0.10947578044648738
G1,0.533333333,cycling,2,0.15867966668761704
G1,0.533333333,cycling,2,0.14888010581282576
S,8.266666667,cycling,2,0.22513438330171562
G2,19.2,cycling,2,0.4295868083634757
S,15.2,cycling,2,0.23665197653818373
G1,2.666666667,cycling,2,0.15465578537103358
G1,0.533333333,cycling,2,0.1395062301487075
G1,1.6,cycling,2,0.1496016342251828
S,14.66666667,cycling,2,0.23785589547953498
G1,1.333333333,unannotated,2,0.15795352195212758
G0,9.066666667,arrested,2,0.17811790421144638
G1,1.066666667,cycling,2,0.14825876836813268
G0,1.066666667,arrested,2,0.11296990213979699
G1,0.26666666699999997,cycling,2,0.1826047346372558
S,10.66666667,cycling,2,0.2671660725610188
G1,4.533333333,cycling,2,0.15430114919640012
S,9.066666667,cycling,2,0.26909871342716096
G1,5.066666667,cycling,2,0.19456049735916298
G1,5.066666667,cycling,2,0.20906660551365444
G0,2.933333333,arrested,2,0.1945372167578669
G1,4.266666667,cycling,2,0.14711924759542022
G2,16.26666667,cycling,2,0.32593485625241375
G1,3.733333333,cycling,2,0.17727109105377414
S,8.8,cycling,2,0.2453697917649069
G1,2.4,cycling,2,0.17016598930633436
G1,1.6,cycling,2,0.15998202478352758
G1,3.2,cycling,2,0.14557094898162828
G1,5.066666667,cycling,2,0.1895314207793099
S,10.4,cycling,2,0.30281263962644805
G2,16.0,cycling,2,0.342250626115471
S,5.8666666670000005,cycling,2,0.22582717849918776
G1,2.133333333,cycling,2,0.13056886138546125
S,20.26666667,cycling,2,0.28611126345817783
G2,14.13333333,cycling,2,0.3300403973841868
G1,0.533333333,cycling,2,0.15416899706941842
G1,5.333333333,cycling,2,0.15352783078221627
G1,1.066666667,cycling,2,0.1733029023209102
S,9.333333332999999,cycling,2,0.26622281723574226
S,13.6,cycling,2,0.4287100993106633
G1,1.066666667,cycling,2,0.14663932496011173
S,9.066666667,cycling,2,0.26322812951920255
G1,5.066666667,cycling,2,0.15962120888324544
S,10.93333333,cycling,2,0.25367018198664254
S,14.4,cycling,2,0.30110938171480484
S,14.93333333,cycling,2,0.2774369974533589
G1,4.0,cycling,2,0.19794751808720526
S,13.06666667,cycling,2,0.27987925444823514
G2,16.53333333,cycling,2,0.40499739370787957
G1,1.8666666669999998,cycling,2,0.15647345059165965
G1,1.333333333,unannotated,2,0.1288961742321514
S,10.4,cycling,2,0.2818396447079145
S,11.73333333,cycling,2,0.3001115413062889
G2,12.8,cycling,2,0.4182553227229979
G1,1.066666667,cycling,2,0.1467601728072122
G1,5.333333333,cycling,2,0.17174617290759495
G2,14.13333333,cycling,2,0.30765760093495104
G2,13.33333333,cycling,2,0.6357911696519437
S,15.2,cycling,2,0.2703574014748235
G1,1.8666666669999998,cycling,2,0.15167044200285984
G1,1.8666666669999998,unannotated,2,0.12808952806037877
G2,17.6,cycling,2,0.36270714052209513
G2,14.93333333,cycling,2,0.3222626153716755
S,17.06666667,cycling,2,1.0
G1,0.533333333,cycling,2,0.10210653037532133
G1,0.26666666699999997,cycling,2,0.1649691676546086
S,19.46666667,cycling,2,0.21157445962912813
S,6.666666667,cycling,2,0.22233329011832964
G1,2.666666667,unannotated,2,0.17987074496613226
G1,0.26666666699999997,cycling,2,0.1909574432009517
S,5.8666666670000005,cycling,2,0.19166789192807476
G1,1.8666666669999998,cycling,2,0.17032302563248813
S,10.93333333,cycling,2,0.2595086951322934
G1,4.533333333,cycling,2,0.2036418607268888
S,8.8,cycling,2,0.23154818984043196
S,9.333333332999999,cycling,2,0.2623253600035005
S,9.333333332999999,cycling,2,0.2430794169785888
G1,4.8,cycling,2,0.17123752144845122
S,11.73333333,cycling,2,0.2431917408377202
G1,3.4666666669999997,cycling,2,1.0
G1,0.26666666699999997,cycling,2,0.1534615755343496
G1,0.533333333,cycling,2,0.15219957228811368
G1,3.2,cycling,2,0.2338270898287279
S,8.8,cycling,2,0.2213298097930083
S,10.93333333,cycling,2,0.28189865952714555
S,9.866666667,cycling,2,0.2421616521871864
G0,9.066666667,arrested,2,0.15337576224389363
G1,2.666666667,cycling,2,0.20167044195019915
G1,3.2,cycling,2,0.1523999503786651
S,13.86666667,cycling,2,0.23555771508007833
G1,1.066666667,cycling,2,0.13874497424688573
G2,16.26666667,cycling,2,0.34056779056046077
G1,3.4666666669999997,cycling,2,0.1858189887671096
S,10.4,cycling,2,0.2906093232046987
G1,0.26666666699999997,cycling,2,0.13563368130504963
S,10.66666667,cycling,2,0.2621288414128091
S,12.26666667,cycling,2,0.24399825385056692
G1,5.333333333,cycling,2,0.18766617456132087
S,11.73333333,cycling,2,0.29335592624986456
G1,6.933333332999999,cycling,2,0.1445009666158976
G0,0.26666666699999997,arrested,2,0.0857587184479447
G0,22.4,arrested,2,1.0
S,12.53333333,cycling,2,0.24685464326902537
G1,5.6,cycling,2,0.2096276092588598
G1,5.066666667,cycling,2,0.16474580861431012
G1,2.4,cycling,2,0.21048612974995
G1,8.0,unannotated,2,0.196944733161416
G2,16.0,cycling,2,0.3408324393884895
G1,2.666666667,cycling,2,0.16415496711939526
S,11.73333333,cycling,2,0.2473675149673283
S,5.333333333,cycling,2,0.23703487598171555
G1,1.8666666669999998,cycling,2,0.18752089945811465
S,7.466666667,cycling,2,0.20373277627552328
S,16.53333333,cycling,2,0.26286547345965106
G1,2.4,cycling,2,0.1988525604972847
G1,1.6,cycling,2,0.1458906187831237
G0,0.8,arrested,2,0.18005557243580342
S,14.4,cycling,2,0.3465834002132465
S,7.466666667,cycling,2,0.21840490349463196
S,8.266666667,cycling,2,0.22757014396605946
G2,12.8,cycling,2,0.3231367290322654
G2,11.46666667,cycling,2,0.2546437186966373
G1,25.06666667,cycling,2,0.26138394765861733
S,12.0,cycling,2,0.2549960337658117
G1,5.333333333,cycling,2,0.16333383810865776
G0,2.666666667,arrested,2,1.0
G2,12.0,cycling,2,0.23479310551140845
S,12.53333333,cycling,2,0.2739411222936239
G0,2.133333333,arrested,2,0.18200742286574226
S,10.13333333,cycling,2,0.24158745903047008
G0,1.8666666669999998,arrested,2,0.16048723286283237
G0,4.266666667,arrested,2,0.1708390033777433
S,7.466666667,cycling,2,0.2557700985748105
S,10.66666667,cycling,2,0.2565670943690403
S,10.93333333,cycling,2,0.26104210375638964
G0,2.133333333,arrested,2,0.13447315564425555
G0,2.133333333,arrested,2,0.1906738424504124
G1,5.333333333,cycling,2,0.2830457124179882
S,10.93333333,cycling,2,1.0
S,7.466666667,cycling,2,0.2299929195272686
S,13.06666667,cycling,2,0.2462936229737959
S,9.6,cycling,2,0.2481301789879574
S,9.6,cycling,2,0.2627072092273933
S,14.66666667,cycling,2,0.2723654802155897
S,9.866666667,cycling,2,0.2686733715494545
S,4.0,cycling,2,0.25777584337058795
G1,3.2,cycling,2,0.20047894894557522
G2,18.13333333,cycling,2,0.33299660100091044
S,8.0,cycling,2,0.2346671166447129
S,10.93333333,cycling,2,0.24509681619737442
G0,2.133333333,arrested,2,0.18988891191233562
G2,17.33333333,cycling,2,0.3111123693255075
S,12.26666667,cycling,2,0.25330583948662794
S,6.4,cycling,2,0.22905545808277025
S,11.2,cycling,2,0.26853810636866093
G2,16.53333333,cycling,2,0.3419881726949462
G1,3.2,cycling,2,0.22680961960656817
G2,18.13333333,cycling,2,0.2628931174771574
G2,12.26666667,cycling,2,0.2681966915129856
G1,4.266666667,cycling,2,0.16988588905216728
S,10.4,cycling,2,0.2795034500714146
S,6.1333333329999995,cycling,2,0.2646828337139997
G1,1.6,cycling,2,0.19253424919859813
G1,1.066666667,cycling,2,0.16265752371023143
G0,16.26666667,arrested,2,0.18306846758302323
G1,4.266666667,cycling,2,0.14835808912981557
G1,1.066666667,cycling,2,0.15705795455291158
G1,0.26666666699999997,cycling,2,0.0802079207640941
G0,1.8666666669999998,arrested,2,0.15163524082759555
G1,0.0,cycling,2,0.13457704278427945
G1,5.6,cycling,2,0.1842140956608132
S,11.2,cycling,2,0.307683529284377
S,10.93333333,cycling,2,0.37761553433852174
G1,0.533333333,unannotated,2,0.16356170360388864
G1,0.26666666699999997,cycling,2,0.04793740928069577
G1,5.066666667,cycling,2,0.17374889859264922
S,8.533333333,cycling,2,0.2861953041158651
S,10.13333333,cycling,2,0.26549108890047296
S,6.933333332999999,cycling,2,0.25641660207560946
S,8.533333333,cycling,2,0.3134068817715861
S,9.333333332999999,cycling,2,0.317365044296391
G2,16.26666667,cycling,2,0.3344925922046433
G1,0.533333333,cycling,2,0.16407357225085634
G1,0.0,cycling,2,0.10777612047700708
G1,2.933333333,cycling,2,0.16345985772231295
S,7.466666667,cycling,2,0.21793600322812393
G1,2.933333333,cycling,2,0.16146868930629807
S,6.1333333329999995,cycling,2,0.2713436473522896
G0,0.26666666699999997,arrested,2,0.1586898456963738
S,8.266666667,cycling,2,0.25953172034972594
S,12.53333333,cycling,2,0.2933597012966217
G0,0.26666666699999997,arrested,2,0.06199852292647472
S,12.26666667,cycling,2,0.27698097866304194
G1,0.8,cycling,2,0.16230126581380738
G2,12.8,cycling,2,0.3333798557163659
S,11.2,cycling,2,0.30212795685954913
S,9.866666667,cycling,2,0.23528265130919562
S,8.533333333,cycling,2,0.26101502709000046
G1,0.533333333,cycling,2,0.12881339848040874
S,10.4,cycling,2,0.2773462486183082
G1,0.8,cycling,2,0.15864875999352687
G0,0.8,arrested,2,0.15079828065414935
G1,3.733333333,cycling,2,0.1886433560043428
S,7.2,cycling,2,0.23950300362112992
G1,2.4,cycling,2,0.18164310270423423
S,11.73333333,cycling,2,0.31422800915108
S,11.73333333,cycling,2,0.28277093931459196
G0,0.8,arrested,2,0.15715520448653233
G2,18.93333333,cycling,2,0.35278188255492277
G2,12.53333333,cycling,2,0.3716153849462018
S,20.26666667,cycling,2,0.24616163486447606
G1,8.8,cycling,2,0.22951058819695616
S,6.933333332999999,cycling,2,0.22049690534671582
G1,4.266666667,cycling,2,0.17279659528550698
G2,19.46666667,cycling,2,0.3511367690159802
G2,14.93333333,cycling,2,0.35761171568980177
G2,13.33333333,cycling,2,0.30760607383739436
G0,1.8666666669999998,arrested,2,0.15515678540154143
S,11.2,cycling,2,0.2605527360428864
S,7.466666667,cycling,2,0.2437532190641438
G0,0.533333333,arrested,2,0.10761874692113785
G1,3.4666666669999997,cycling,2,0.1657779568604824
G1,13.86666667,unannotated,2,0.17290903883527683
G0,1.8666666669999998,arrested,2,0.1460503318865531
G1,4.0,cycling,2,0.2009906533019424
G2,16.53333333,cycling,2,0.35300239660313926
G0,2.133333333,arrested,2,0.15865069102984403
S,5.333333333,cycling,2,0.20352125729745343
G1,0.533333333,unannotated,2,0.08047582717255387
S,9.066666667,cycling,2,0.23726458251067523
G1,4.8,unannotated,2,0.19980284044553637
G1,20.8,cycling,2,0.22689685614028993
G1,4.266666667,cycling,2,0.2625970357153672
G1,0.533333333,unannotated,2,0.12385181756987988
G2,14.4,cycling,2,0.29271116748096937
G1,1.066666667,cycling,2,0.13324951545851887
S,5.333333333,cycling,2,0.22157844065298454
G2,11.73333333,cycling,2,0.3881730146166267
S,7.2,cycling,2,0.5069583427398169
S,10.93333333,cycling,2,0.2790092742422225
G1,3.2,cycling,2,0.16073224498310187
G2,16.26666667,cycling,2,0.3431743092629834
S,8.8,cycling,2,0.2729338941133708
S,7.733333332999999,cycling,2,0.22095127737890574
G1,3.2,cycling,2,0.18480499578421117
S,7.466666667,cycling,2,0.22436583374776659
G2,16.0,cycling,2,0.34160879477343636
S,6.933333332999999,cycling,2,0.26120549056127035
G1,3.733333333,unannotated,2,0.2032490105163984
G1,6.1333333329999995,cycling,2,0.21755262100355718
G0,17.33333333,arrested,2,0.251781455215497
S,5.6,cycling,2,0.3450287817306787
G1,4.8,cycling,2,0.1660406076640853
G2,18.4,cycling,2,0.5309915154442192
S,8.266666667,cycling,2,0.2729437747378888
S,5.333333333,cycling,2,0.19790990589726845
S,7.2,cycling,2,0.23584780569428168
G1,3.733333333,cycling,2,0.19713194975283543
G0,25.06666667,arrested,2,0.23526290764908867
S,4.8,cycling,2,0.19724180208214107
S,12.53333333,cycling,2,0.3057768173544339
G2,19.2,cycling,2,0.3191011791899959
S,12.53333333,cycling,2,0.2664776393145717
G1,1.066666667,cycling,2,0.13699290687105933
S,7.466666667,cycling,2,0.25827131662549624
S,9.866666667,cycling,2,0.23780486354107705
S,6.4,cycling,2,0.2227397597237905
G1,5.066666667,cycling,2,0.23644442710955313
G1,3.2,cycling,2,0.10370569647464056
G1,3.4666666669999997,cycling,2,0.17657648323375325
G1,3.2,cycling,2,0.17929258687796007
G1,4.0,cycling,2,0.22594043238438632
G1,4.0,cycling,2,0.18885973904564538
G2,14.93333333,cycling,2,0.31595581948181484
G1,2.666666667,cycling,2,0.15921956601724632
S,15.73333333,cycling,2,0.3896831768707723
G1,3.4666666669999997,cycling,2,0.13540515419976337
G1,5.8666666670000005,cycling,2,0.15909217393584765
G2,18.13333333,cycling,2,0.34541759078423123
G1,1.066666667,cycling,2,0.16522162356764916
G1,1.066666667,cycling,2,0.16764082363141605
S,6.4,cycling,2,0.18283184418263085
S,4.0,cycling,2,0.2596060266809079
G1,0.8,cycling,2,0.14007811901374465
G1,4.266666667,cycling,2,0.18541925130256404
G1,4.266666667,cycling,2,0.1666103783463283
G1,3.733333333,cycling,2,0.21161076198963716
G2,12.53333333,cycling,2,0.2931971053496009
S,5.066666667,cycling,2,0.22667278097293436
G2,18.93333333,cycling,2,1.0
G1,2.133333333,cycling,2,0.20612186843949526
S,12.0,cycling,2,0.26627921138824856
S,4.8,cycling,2,0.21898231071222987
G1,2.666666667,cycling,2,0.14475478992698054
S,9.866666667,cycling,2,0.2557181742313428
G2,17.06666667,cycling,2,0.33313447705584065
G0,1.8666666669999998,arrested,2,0.1595896108294269
S,11.46666667,cycling,2,0.27658279338066044
G1,3.2,cycling,2,0.15148874423592532
G1,0.8,cycling,2,0.139064269613069
G0,6.666666667,arrested,2,0.1648392329915942
G2,17.6,cycling,2,0.3229784352865316
S,12.0,cycling,2,0.26796638072786216
G2,11.46666667,cycling,2,0.34465770310586424
G1,9.333333332999999,cycling,2,0.15454920299300817
S,11.73333333,cycling,2,0.23354204986140392
G1,1.8666666669999998,cycling,2,0.17528021795382012
G2,14.13333333,cycling,2,0.361781282119423
G1,1.8666666669999998,cycling,2,0.21189055796830264
G1,1.8666666669999998,cycling,2,0.16738700130690481
G1,2.666666667,cycling,2,0.16214935747706855
G1,3.733333333,cycling,2,0.15277108100250966
G2,17.33333333,cycling,2,0.3162425488988936
G1,4.8,cycling,2,0.2183979919901126
G1,2.4,cycling,2,0.13528978556569743
G1,0.0,cycling,2,0.07097503227205644
G1,8.8,cycling,2,0.21248866376184644
G1,1.8666666669999998,cycling,2,0.13860788634786497
G1,5.066666667,cycling,2,0.18737449054881405
S,10.93333333,cycling,2,0.32686901153197384
G1,2.133333333,cycling,2,0.15471401069279606
G1,5.066666667,cycling,2,0.21495399918585043
S,10.66666667,cycling,2,0.2616590965307701
G1,5.333333333,cycling,2,0.17389141129409608
S,7.2,cycling,2,0.21647074008512066
G2,14.93333333,cycling,2,0.4079607688076303
S,10.13333333,cycling,2,0.2832406323506127
G1,4.8,cycling,2,0.21113130207064532
G2,18.66666667,cycling,2,0.8738700447552393
G1,2.4,cycling,2,0.2013420803703041
G1,0.0,cycling,2,0.1131252356631849
G1,0.26666666699999997,cycling,2,0.09915763714370383
G0,2.666666667,arrested,2,0.1886654871240964
G1,2.933333333,cycling,2,0.1817150222003436
G1,4.533333333,cycling,2,0.20241188229606613
S,6.1333333329999995,cycling,2,0.23735869331585743
G1,3.4666666669999997,cycling,2,0.18433325097861464
S,8.266666667,cycling,2,0.23301454526921658
G1,1.6,cycling,2,0.18405976453044173
S,4.533333333,cycling,2,0.19724591218512905
G1,0.8,cycling,2,0.24782624139570686
S,9.066666667,cycling,2,0.26889215265934835
G0,5.333333333,arrested,2,0.32912414999862877
S,11.2,cycling,2,0.25842892202078727
G2,16.0,cycling,2,0.3174796852205599
G1,3.2,cycling,2,0.15878527719267063
G1,2.4,cycling,2,0.13054222093737683
S,6.666666667,cycling,2,0.27980971506079827
S,10.66666667,cycling,2,0.27052257188729273
G2,13.33333333,cycling,2,0.3523252910397974
G1,1.6,cycling,2,0.16662097207196094
G2,15.2,cycling,2,0.3999409339799924
G1,2.133333333,cycling,2,0.16161795793153225
S,9.333333332999999,cycling,2,0.26796493898787477
S,9.333333332999999,cycling,2,0.26277083467922063
G0,0.8,arrested,2,0.1658212462626242
S,10.66666667,cycling,2,0.25697721224418957
S,12.26666667,cycling,2,0.27783836824777275
S,20.0,cycling,2,0.4165458785023094
G2,12.8,cycling,2,0.32643888366744755
S,10.13333333,cycling,2,0.25351232186311606
G1,0.8,cycling,2,0.1481749558090218
G1,0.8,cycling,2,0.17308068153717165
G1,2.933333333,cycling,2,0.2154203493059456
S,5.8666666670000005,cycling,2,0.21563444390435077
S,11.2,cycling,2,0.18910083319597712
G1,1.333333333,cycling,2,0.16249039614442767
S,6.666666667,cycling,2,0.24266454244900917
S,7.466666667,cycling,2,0.20243234367440927
S,6.1333333329999995,cycling,2,0.20402368933127657
G1,4.533333333,cycling,2,0.14186738074663516
G0,2.4,arrested,2,0.1999226373371533
G1,4.8,cycling,2,0.1906887750673181
G1,3.2,cycling,2,0.2541361981705013
G1,0.0,cycling,2,0.07001141076596716
S,8.0,cycling,2,0.2563581328827298
S,14.13333333,cycling,2,0.28977131475110496
G1,0.533333333,cycling,2,0.15280713036052795
G1,1.6,cycling,2,0.12530650553038458
G1,0.533333333,cycling,2,0.13009926861414747
G2,14.93333333,cycling,2,0.32133495933682243
G2,14.93333333,cycling,2,0.3607618014133034
G2,17.33333333,cycling,2,1.0
S,14.4,cycling,2,0.2666470289137513
G2,15.73333333,cycling,2,0.32189656562169167
G1,1.8666666669999998,cycling,2,0.15122321957721113
G1,4.8,cycling,2,0.20464846461632133
G1,0.26666666699999997,cycling,2,0.07658899490519197
G1,2.133333333,cycling,2,0.222956583786142
G1,0.26666666699999997,cycling,2,0.08452183647561513
G1,0.0,cycling,2,0.12811424426035029
S,10.4,cycling,2,0.27205580120434397
S,7.2,cycling,2,0.25020686432270756
G1,4.0,cycling,2,0.19512243326463538
G1,0.0,cycling,2,0.08398191300258707
G2,14.66666667,cycling,2,0.30388393549076514
S,14.66666667,cycling,2,0.27821018658132624
G1,3.4666666669999997,cycling,2,1.0
G1,0.0,cycling,2,0.10245652863061007
G1,3.4666666669999997,cycling,2,0.1678334502872576
G1,0.533333333,cycling,2,0.14315783112585811
S,6.1333333329999995,cycling,2,0.2373275468480331
S,5.8666666670000005,cycling,2,0.21900693948067584
S,9.6,cycling,2,0.2908972554535938
G1,3.2,cycling,2,0.16920244039929835
G2,17.33333333,cycling,2,0.2915312369452438
S,5.066666667,cycling,2,0.2259555696470999
S,7.2,cycling,2,0.21984992364896622
G1,1.066666667,unannotated,2,0.17503405076544104
S,8.8,cycling,2,0.2649813800594382
G0,17.6,arrested,2,0.24187269652645174
G1,4.8,cycling,2,0.19233511531305844
G1,1.8666666669999998,cycling,2,0.1735232831984242
G1,4.533333333,cycling,2,0.1622350870943292
G0,0.533333333,arrested,2,0.11435978318425974
G1,2.666666667,cycling,2,0.1941905980572941
G2,16.8,cycling,2,1.0
G2,13.86666667,cycling,2,0.4170082606510848
G0,0.533333333,arrested,2,0.10812781274884226
S,12.53333333,cycling,2,0.3275186710467372
G2,18.13333333,cycling,2,0.30364352922762694
G1,1.8666666669999998,cycling,2,0.1682452482913701
S,9.066666667,cycling,2,0.21828716432567932
G1,2.133333333,cycling,2,0.18048214813254426
S,6.1333333329999995,cycling,2,0.23827039854585655
G0,1.066666667,arrested,2,0.1256496265442264
G1,4.533333333,cycling,2,0.14787386745880995
G1,2.133333333,cycling,2,0.16350300362052927
S,7.2,cycling,2,0.305500878557892
S,4.0,cycling,2,0.24507343760109623
S,7.466666667,cycling,2,0.19751848730599536
G2,14.13333333,cycling,2,0.37207565559576794
S,6.666666667,cycling,2,0.2329920715067826
S,9.6,cycling,2,0.2655756752408878
S,5.6,cycling,2,0.2148217820964385
G0,6.1333333329999995,arrested,2,0.1609742482005074
S,7.466666667,cycling,2,0.20172578978895644
G1,0.533333333,unannotated,2,0.13276393556051466
S,10.93333333,cycling,2,0.2644538509886547
G1,3.4666666669999997,cycling,2,0.15010380459457
G1,3.733333333,cycling,2,0.12136936898307293
S,10.66666667,cycling,2,0.2582348912015205
G0,1.6,arrested,2,0.1457080295316974
G0,2.4,arrested,2,0.15813602670057159
G1,1.6,cycling,2,0.17683099339279026
G1,3.4666666669999997,cycling,2,0.1672222165143544
S,7.2,cycling,2,0.21677947665873631
G0,0.8,arrested,2,0.1294414601270963
G0,0.8,arrested,2,0.137342208870749
S,15.73333333,cycling,2,0.27036362517402956
G2,11.46666667,cycling,2,0.3045669205907224
S,11.2,cycling,2,0.2569692661434015
G2,12.26666667,cycling,2,0.3238903531772057
G2,13.86666667,cycling,2,0.286350299979178
G1,0.533333333,cycling,2,0.14756491421013818
G1,8.8,cycling,2,0.18509640224699117
G1,1.333333333,cycling,2,0.1442379636695164
G1,6.4,cycling,2,0.19302163069689035
G1,1.6,cycling,2,0.1565281952736791
G1,6.666666667,cycling,2,0.1926064034956165
G1,2.933333333,cycling,2,0.20342340967352698
G1,3.2,cycling,2,0.16158251976878588
S,11.2,cycling,2,0.2742125696135668
G2,17.86666667,cycling,2,0.3710261434973638
G1,4.266666667,cycling,2,0.18260974430865085
S,5.333333333,cycling,2,0.20093015360232575
S,6.4,cycling,2,0.2226136003447904
G1,6.666666667,unannotated,2,0.21475457300197817
S,8.0,cycling,2,0.2597535167694722
G1,7.2,cycling,2,0.21018946820196763
G0,1.333333333,arrested,2,0.16462842636273123
G1,2.133333333,unannotated,2,0.1574424329979242
G0,0.26666666699999997,arrested,2,0.03927746258874711
G1,4.0,cycling,2,0.15906219485300613
G1,0.26666666699999997,cycling,2,0.10023719025031164
G1,1.066666667,cycling,2,0.16184040355109844
G1,2.666666667,unannotated,2,0.21005675338166838
G0,1.6,arrested,2,0.1386161473937561
G1,2.4,cycling,2,0.1746361063827449
G1,0.26666666699999997,cycling,2,0.07468692852967726
S,8.8,cycling,2,0.25505893131767243
G1,5.8666666670000005,cycling,2,1.0
G2,20.8,cycling,2,1.0
S,5.6,cycling,2,0.19349708373325078
G1,0.533333333,cycling,2,0.15868428628613943
S,9.066666667,cycling,2,0.30909421650094027
S,8.533333333,cycling,2,0.28927734474665506
G1,4.8,cycling,2,0.16314408334294067
S,9.6,cycling,2,0.26758006955767644
G1,4.266666667,cycling,2,0.16591360495491225
S,6.1333333329999995,cycling,2,0.23246913366669147
