dataset,mu_ev,exclusion_prob,survival_prob,alpha_peak,tau_years
IRAS 09149-6206,1.934519653744048e-21,1.857931138145711e-05,0.9999814206886185,0.0015375384411566483,45000000.0
IRAS 09149-6206,2.0352475211835716e-21,1.9090738221809473e-05,0.9999809092617782,0.0016175960244354014,45000000.0
IRAS 09149-6206,2.1412201548157315e-21,1.9703139041526835e-05,0.9999802968609585,0.0017018220996808551,45000000.0
IRAS 09149-6206,2.2527106426459734e-21,2.0438723009808958e-05,0.9999795612769902,0.0017904337147298614,45000000.0
IRAS 09149-6206,2.3700062920093305e-21,2.1314311559179775e-05,0.9999786856884408,0.0018836592188117415,45000000.0
IRAS 09149-6206,2.4934093699518704e-21,2.2348573887063898e-05,0.999977651426113,0.001981738850996656,45000000.0
IRAS 09149-6206,2.6232378821631235e-21,2.356528932994541e-05,0.9999764347106701,0.002084925359283942,45000000.0
IRAS 09149-6206,2.759826392466169e-21,2.5000942578884927e-05,0.9999749990574212,0.0021934846519252975,45000000.0
IRAS 09149-6206,2.903526884977814e-21,2.6679623200276337e-05,0.9999733203767998,0.002307696482661771,45000000.0
IRAS 09149-6206,3.0547096711599806e-21,2.863774367973005e-05,0.9999713622563202,0.002427855171639868,45000000.0
IRAS 09149-6206,3.2137643441002756e-21,3.0920566853066624e-05,0.999969079433147,0.0025542703638649755,45000000.0
IRAS 09149-6206,3.3811007824806957e-21,3.355240668777658e-05,0.9999664475933122,0.0026872678271464613,45000000.0
IRAS 09149-6206,3.557150206821382e-21,3.658005626188435e-05,0.9999634199437382,0.0028271902915905046,45000000.0
IRAS 09149-6206,3.742366290721992e-21,4.003413309163206e-05,0.9999599658669084,0.002974398332804523,45000000.0
IRAS 09149-6206,3.937226329963475e-21,4.395753637520789e-05,0.9999560424636248,0.003129271301088521,45000000.0
IRAS 09149-6206,4.142232472483907e-21,4.8391566243776577e-05,0.9999516084337562,0.003292208299008578,45000000.0
IRAS 09149-6206,4.357913012397021e-21,5.3383723942512464e-05,0.9999466162760575,0.0034636292098708813,45000000.0
IRAS 09149-6206,4.5848237513891054e-21,5.897977432034998e-05,0.9999410202256797,0.003643975779747474,45000000.0
IRAS 09149-6206,4.823549431001458e-21,6.522014680976784e-05,0.9999347798531902,0.0038337127558411795,45000000.0
IRAS 09149-6206,5.074705239490476e-21,7.213473092544796e-05,0.9999278652690745,0.004033329084124157,45000000.0
IRAS 09149-6206,5.338938397147339e-21,7.97599138366158e-05,0.9999202400861634,0.004243339169335411,45000000.0
IRAS 09149-6206,5.616929824163815e-21,8.812678121909572e-05,0.9999118732187809,0.004464284200585207,45000000.0
IRAS 09149-6206,5.909395895340953e-21,9.728046554480394e-05,0.9999027195344552,0.004696733545981416,45000000.0
IRAS 09149-6206,6.217090286163833e-21,0.00010726440789593734,0.999892735592104,0.004941286219872756,45000000.0
IRAS 09149-6206,6.540805914998232e-21,0.00011812138663594286,0.9998818786133641,0.00519857242648885,45000000.0
IRAS 09149-6206,6.88137698641567e-21,0.0001299190736012268,0.9998700809263987,0.0054692551839561985,45000000.0
IRAS 09149-6206,7.239681140910847e-21,0.00014272766278308776,0.9998572723372169,0.005754032032873833,45000000.0
IRAS 09149-6206,7.616641716552892e-21,0.0001566515922865934,0.9998433484077134,0.006053636833852953,45000000.0
IRAS 09149-6206,8.013230128396918e-21,0.00017181873041277907,0.9998281812695872,0.006368841658651354,45000000.0
IRAS 09149-6206,8.430468371788967e-21,0.00018841142383495114,0.999811588576165,0.00670045877977719,45000000.0
IRAS 09149-6206,8.86943165601474e-21,0.00020663829175639368,0.9997933617082436,0.007049342763688782,45000000.0
IRAS 09149-6206,9.33125117507824e-21,0.00022674948942851114,0.9997732505105715,0.007416392672984018,45000000.0
IRAS 09149-6206,9.817117022752223e-21,0.0002490946324163744,0.9997509053675836,0.007802554383255663,45000000.0
IRAS 09149-6206,1.0328281259410275e-20,0.0002740977255016274,0.9997259022744984,0.008208823020581294,45000000.0
IRAS 09149-6206,1.0866061138546001e-20,0.0003022786303528697,0.9996977213696472,0.008636245525931119,45000000.0
IRAS 09149-6206,1.1431842501291479e-20,0.0003342679215983834,0.9996657320784016,0.009085923353100024,45000000.0
IRAS 09149-6206,1.2027083347685145e-20,0.00037084938600401063,0.999629150613996,0.00955901530711848,45000000.0
IRAS 09149-6206,1.2653317593889404e-20,0.00041297940140947646,0.9995870205985905,0.010056740530454567,45000000.0
IRAS 09149-6206,1.3312159025043105e-20,0.00046182051853996454,0.9995381794814601,0.010580381644704786,45000000.0
IRAS 09149-6206,1.400530545393217e-20,0.0005188059293443951,0.9994811940706556,0.011131288055867251,45000000.0
IRAS 09149-6206,1.4734543096198373e-20,0.000585712894628453,0.9994142871053715,0.011710879431717431,45000000.0
IRAS 09149-6206,1.5501751173357655e-20,0.000664735112729875,0.9993352648872701,0.012320649360244787,45000000.0
IRAS 09149-6206,1.6308906755493344e-20,0.0007585787973361422,0.9992414212026639,0.012962169198580837,45000000.0
IRAS 09149-6206,1.7158089856099995e-20,0.0008705820093466056,0.9991294179906534,0.01363709212233422,45000000.0
IRAS 09149-6206,1.80514887922111e-20,0.0010048388940952985,0.9989951611059047,0.014347157385770939,45000000.0
IRAS 09149-6206,1.8991405823619278e-20,0.0011663432827511049,0.9988336567172489,0.015094194803814727,45000000.0
IRAS 09149-6206,1.9980263085725508e-20,0.0013611475827522608,0.9986388524172477,0.0158801294674211,45000000.0
IRAS 09149-6206,2.102060883130167e-20,0.0015965233782046972,0.9984034766217953,0.016706986704472855,45000000.0
IRAS 09149-6206,2.2115123997254888e-20,0.0018811431458608141,0.9981188568541391,0.017576897298984023,45000000.0
IRAS 09149-6206,2.3266629113314675e-20,0.0022252722352723957,0.9977747277647276,0.0184921029820609,45000000.0
IRAS 09149-6206,2.4478091570444402e-20,0.0026410051459593922,0.9973589948540406,0.019454962208768706,45000000.0
IRAS 09149-6206,2.575263326771209e-20,0.003142533399954409,0.9968574666000456,0.020467956235794182,45000000.0
IRAS 09149-6206,2.7093538657320487e-20,0.003746464543132671,0.9962535354568673,0.02153369551556157,45000000.0
IRAS 09149-6206,2.8504263208534436e-20,0.004472187923810291,0.9955278120761897,0.022654926423284302,45000000.0
IRAS 09149-6206,2.998844231231025e-20,0.005342223216347398,0.9946577767836526,0.023834538334282576,45000000.0
IRAS 09149-6206,3.154990064958095e-20,0.006382545667446298,0.9936174543325537,0.025075571069810367,45000000.0
IRAS 09149-6206,3.319266204733183e-20,0.007622816171026677,0.9923771838289733,0.026381222730573688,45000000.0
IRAS 09149-6206,3.4920959847872786e-20,0.00909649251367153,0.9909035074863285,0.027754857938132968,45000000.0
IRAS 09149-6206,3.6739247818020665e-20,0.010840826082768294,0.9891591739172317,0.029200016505420874,45000000.0
IRAS 09149-6206,3.8652211626312696e-20,0.012896733568854415,0.9871032664311455,0.030720422558726118,45000000.0
IRAS 09149-6206,4.066478091781846e-20,0.015308569464557234,0.9846914305354427,0.03231999413464298,45000000.0
IRAS 09149-6206,4.2782142017676215e-20,0.01812382557153268,0.9818761744284673,0.03400285327672526,45000000.0
IRAS 09149-6206,4.500975129608033e-20,0.021392776519017866,0.9786072234809822,0.035773336657855447,45000000.0
IRAS 09149-6206,4.735334922917121e-20,0.02516809683738388,0.9748319031626161,0.037636006755710785,45000000.0
IRAS 09149-6206,4.9818975192051443e-20,0.029504509846445093,0.970495490153555,0.03959566361011657,45000000.0
IRAS 09149-6206,5.2412983022060616e-20,0.0344585167261174,0.9655414832738826,0.04165735719259393,45000000.0
IRAS 09149-6206,5.514205739240325e-20,0.040087609641458626,0.9599123903585414,0.04382640041996884,45000000.0
IRAS 09149-6206,5.801323103833379e-20,0.04644745910229453,0.9535525408977055,0.04610838284558558,45000000.0
IRAS 09149-6206,6.103390288028647e-20,0.05358855868137127,0.9464114413186288,0.04850918506340383,45000000.0
IRAS 09149-6206,6.421185709064758e-20,0.0615556847492834,0.9384443152507166,0.05103499386209403,45000000.0
IRAS 09149-6206,6.755528315331668e-20,0.0703877568632136,0.9296122431367864,0.053692318168192234,45000000.0
IRAS 09149-6206,7.107279696773412e-20,0.08011441273280136,0.9198855872671986,0.05648800581938729,45000000.0
IRAS 09149-6206,7.477346305177611e-20,0.09075189825245653,0.9092481017475434,0.059429261211177704,45000000.0
IRAS 09149-6206,7.866681790071574e-20,0.10230030642929605,0.897699693570704,0.06252366386235922,45000000.0
IRAS 09149-6206,8.276289456246369e-20,0.11474465426950824,0.8852553457304918,0.06577918794720024,45000000.0
IRAS 09149-6206,8.707224849239904e-20,0.12805622971780822,0.8719437702821917,0.06920422284462378,45000000.0
IRAS 09149-6206,9.160598475443728e-20,0.1421883763532843,0.8578116236467157,0.07280759475736628,45000000.0
IRAS 09149-6206,9.637578663841069e-20,0.15707298692641056,0.8429270130735894,0.07659858945680852,45000000.0
IRAS 09149-6206,1.0139394576752938e-19,0.17262069130245342,0.8273793086975466,0.08058697621210897,45000000.0
IRAS 09149-6206,1.066733937734855e-19,0.1887166525714801,0.8112833474285199,0.08478303296528544,45000000.0
IRAS 09149-6206,1.1222773562085094e-19,0.20521523233314257,0.7947847676668575,0.08919757281714022,45000000.0
IRAS 09149-6206,1.1807128466661867e-19,0.22194492509194125,0.7780550749080588,0.09384197189226115,45000000.0
IRAS 09149-6206,1.2421909954526187e-19,0.23871481396505492,0.7612851860349451,0.09872819865492777,45000000.0
IRAS 09149-6206,1.3068702297433424e-19,0.2553283844711193,0.7446716155288807,0.10386884475144567,45000000.0
IRAS 09149-6206,1.3749172258064205e-19,0.2715815547903819,0.7284184452096181,0.1092771574584129,45000000.0
IRAS 09149-6206,1.446507338521653e-19,0.28726116649060185,0.7127388335093982,0.11496707382051208,45000000.0
IRAS 09149-6206,1.521825053264387e-19,0.30215073121742375,0.6978492687825762,0.1209532565658204,45000000.0
IRAS 09149-6206,1.6010644613183113e-19,0.31604179769894236,0.6839582023010576,0.12725113189118142,45000000.0
IRAS 09149-6206,1.684429760042315e-19,0.32873011897395615,0.6712698810260438,0.13387692921500755,45000000.0
IRAS 09149-6206,1.7721357790803658e-19,0.34001694063237936,0.6599830593676206,0.1408477229999572,45000000.0
IRAS 09149-6206,1.8644085339704852e-19,0.34971095953055736,0.6502890404694426,0.1481814767532677,45000000.0
IRAS 09149-6206,1.9614858085794373e-19,0.3576170667788413,0.6423829332211587,0.15589708931812887,45000000.0
IRAS 09149-6206,2.0636177678638564e-19,0.3635232009371306,0.6364767990628695,0.1640144435753742,45000000.0
IRAS 09149-6206,2.1710676025372716e-19,0.36725240507395174,0.6327475949260483,0.17255445768102362,45000000.0
IRAS 09149-6206,2.284112207303821e-19,0.3687016565803683,0.6312983434196318,0.18153913897167573,45000000.0
IRAS 09149-6206,2.4030428944069744e-19,0.3678589832279156,0.6321410167720845,0.19099164067670443,45000000.0
IRAS 09149-6206,2.528166144331495e-19,0.3648192865302688,0.6351807134697312,0.20093632158336094,45000000.0
IRAS 09149-6206,2.6598043955937637e-19,0.359728343585196,0.640271656414804,0.2113988088085827,45000000.0
IRAS 09149-6206,2.7982968756551103e-19,0.3527285739330118,0.6472714260669882,0.22240606383922168,45000000.0
IRAS 09149-6206,2.94400047510004e-19,0.3439650934960954,0.6560349065039046,0.23398645201092594,45000000.0
IRAS 09149-6206,3.0972906673314004e-19,0.33360136100138826,0.6663986389986117,0.24616981560466653,45000000.0
IRAS 09149-6206,3.25856247615323e-19,0.3218517178699523,0.6781482821300477,0.2589875507493329,45000000.0
IRAS 09149-6206,3.42823149373396e-19,0.30899317916319285,0.6910068208368072,0.27247268832851257,45000000.0
IRAS 09149-6206,3.6067349515740315e-19,0.2953572269863158,0.7046427730136842,0.2866599791000132,45000000.0
IRAS 09149-6206,3.7945328472369576e-19,0.28124248278109465,0.7187575172189054,0.3015859832474116,45000000.0
IRAS 09149-6206,3.9921091297480534e-19,0.26689596733723936,0.7331040326627607,0.31728916459445566,45000000.0
IRAS 09149-6206,4.199972946715289e-19,0.2524919012843464,0.7475080987156536,0.3338099897250831,45000000.0
IRAS 09149-6206,4.418659956385941e-19,0.23814826689742444,0.7618517331025756,0.3511910322644788,45000000.0
IRAS 09149-6206,4.648733708020276e-19,0.22391224937358312,0.7760877506264169,0.36947708258990597,45000000.0
IRAS 09149-6206,4.89078709413959e-19,0.20982497600747843,0.7901750239925216,0.38871526325404615,45000000.0
IRAS 09149-6206,5.145443878390945e-19,0.1959115112156956,0.8040884887843044,0.4089551504182837,45000000.0
IRAS 09149-6206,5.413360302965375e-19,0.18217237825830093,0.8178276217416991,0.4302489016088277,45000000.0
IRAS 09149-6206,5.695226779712843e-19,0.16858776466363967,0.8314122353363603,0.4526513901249747,45000000.0
IRAS 09149-6206,5.991769669310613e-19,0.15517927277537327,0.8448207272246268,0.4762203464457757,45000000.0
IRAS 09149-6206,6.303753153071294e-19,0.1419936761352963,0.8580063238647038,0.5010165069996185,45000000.0
IRAS 09149-6206,6.631981202212662e-19,0.12911302748719605,0.8708869725128039,0.5271037706799842,45000000.0
IRAS 09149-6206,6.977299649665552e-19,0.11662997627666968,0.8833700237233303,0.5545493635108336,45000000.0
IRAS 09149-6206,7.340598369757197e-19,0.10462516532831447,0.8953748346716855,0.5834240118858363,45000000.0
IRAS 09149-6206,7.722813571388658e-19,0.09316409560479133,0.9068359043952087,0.6138021248280046,45000000.0
IRAS 09149-6206,8.12493021061403e-19,0.08236060406992535,0.9176393959300746,0.645761985739272,45000000.0
IRAS 09149-6206,8.547984528840423e-19,0.07234540101777197,0.927654598982228,0.6793859541342944,45000000.0
IRAS 09149-6206,8.993066723187596e-19,0.06319832978892233,0.9368016702110776,0.7147606778781803,45000000.0
IRAS 09149-6206,9.46132375589078e-19,0.054924556362482224,0.9450754436375177,0.7519773164752439,45000000.0
IRAS 09149-6206,9.953962309984285e-19,0.04749373965462856,0.9525062603453714,0.7911317759840235,45000000.0
IRAS 09149-6206,1.0472251898884355e-18,0.040848473681125534,0.9591515263188745,0.8323249561640667,45000000.0
IRAS 09149-6206,1.1017528137883828e-18,0.03487556831108462,0.9651244316889154,0.875663010491321,45000000.0
IRAS 09149-6206,1.1591196185988857e-18,0.029475206073901482,0.9705247939260985,0.9212576197121527,45000000.0
IRAS 09149-6206,1.2194734366967433e-18,0.024610208852267203,0.9753897911477328,0.9692262796409545,45000000.0
IRAS 09149-6206,1.2829697978941475e-18,0.020290495454822265,0.9797095045451777,1.019692603943025,45000000.0
IRAS 09149-6206,1.3497723302339474e-18,0.016514841297764035,0.983485158702236,1.0727866426829602,45000000.0
IRAS 09149-6206,1.4200531816536816e-18,0.013269932350399983,0.9867300676496,1.1286452174593515,45000000.0
IRAS 09149-6206,1.4939934636052623e-18,0.010534992063587632,0.9894650079364123,1.1874122739896324,45000000.0
IRAS 09149-6206,1.5717837177731612e-18,0.008277791713898915,0.9917222082861011,1.2492392530534056,45000000.0
IRAS 09149-6206,1.6536244070941854e-18,0.0064483840971095345,0.9935516159028904,1.3142854807504452,45000000.0
IRAS 09149-6206,1.739726432343799e-18,0.004976342800550801,0.9950236571994492,1.3827185790787582,45000000.0
IRAS 09149-6206,1.8303116756206166e-18,0.0037879986274841856,0.9962120013725159,1.4547148978910673,45000000.0
IRAS 09149-6206,1.925613572129195e-18,0.0028343369464729562,0.997165663053527,1.5304599693425143,45000000.0
IRAS 09149-6206,2.0258777117350213e-18,0.002085718798046044,0.9979142812019539,1.61014898600104,45000000.0
IRAS 09149-6206,2.131362471841433e-18,0.0015224343614533406,0.9984775656385466,1.6939873038521411,45000000.0
IRAS 09149-6206,2.2423396832198497e-18,0.0011085793389021454,0.9988914206610978,1.7821909714946198,45000000.0
IRAS 09149-6206,2.359095330508629e-18,0.0007992072647657878,0.9992007927352342,1.874987286890636,45000000.0
IRAS 09149-6206,2.4819302891862577e-18,0.0005601135052485553,0.9994398864947515,1.9726153831052278,45000000.0
IRAS 09149-6206,2.6111611009174516e-18,0.0003728515660469701,0.9996271484339531,2.0753268445442634,45000000.0
IRAS 09149-6206,2.7471207892708144e-18,0.0002297410341852645,0.9997702589658147,2.1833863552793407,45000000.0
IRAS 09149-6206,2.8901597179095e-18,0.00012877247173667517,0.9998712275282633,2.2970723811298384,45000000.0
IRAS 09149-6206,3.0406464934670687e-18,6.303557704836322e-05,0.9999369644229517,2.416677887260348,45000000.0
IRAS 09149-6206,3.1989689154345506e-18,2.536232311999111e-05,0.99997463767688,2.542511093142181,45000000.0
IRAS 09149-6206,3.3655349755070943e-18,8.334845748940642e-06,0.9999916651542511,2.674896266824902,45000000.0
IRAS 09149-6206,3.5407739089652844e-18,2.021019120362422e-06,0.9999979789808796,2.8141745605645365,45000000.0
IRAS 09149-6206,3.72513730080021e-18,3.2864539454120947e-07,0.9999996713546054,2.9607048899616073,45000000.0
IRAS 09149-6206,3.919100249433418e-18,1.0267792240839645e-08,0.9999999897322077,3.1148648588750625,45000000.0
IRAS 09149-6206,4.123162591029748e-18,1.5425396479774293e-09,0.9999999984574603,3.277051732494858,45000000.0
IRAS 09149-6206,4.337850187559002e-18,1.9526010592683505e-10,0.9999999998047399,3.4476834610815406,45000000.0
IRAS 09149-6206,4.563716281924754e-18,2.0560833502434584e-11,0.9999999999794391,3.6271997570101657,45000000.0
IRAS 09149-6206,4.801342923653465e-18,1.7715949130277725e-12,0.9999999999982284,3.8160632278949085,45000000.0
IRAS 09149-6206,5.051342468816756e-18,1.2253183003888061e-13,0.9999999999998774,4.014760568713497,45000000.0
IRAS 09149-6206,5.314359158053252e-18,6.65689211284296e-15,0.9999999999999933,4.2238038160044695,45000000.0
IRAS 09149-6206,5.591070776755282e-18,2.7725934773861195e-16,0.9999999999999998,4.443731667368311,45000000.0
IRAS 09149-6206,5.882190401699968e-18,8.616615729304871e-18,1.0,4.6751108696737855,45000000.0
IRAS 09149-6206,6.18846823862437e-18,1.9388741267655286e-19,1.0,4.918537679545773,45000000.0
IRAS 09149-6206,6.510693555481468e-18,3.055014796440442e-21,1.0,5.174639399899356,45000000.0
IRAS 09149-6206,6.849696716357426e-18,3.248185767898067e-23,1.0,5.444075996478571,45000000.0
IRAS 09149-6206,7.20635132129306e-18,2.2367219191149844e-25,1.0,5.727541798566839,45000000.0
IRAS 09149-6206,7.581576457522086e-18,9.53221448367032e-28,1.0,6.02576728825044,45000000.0
IRAS 09149-6206,7.976339067929282e-18,2.390793478392198e-30,1.0,6.3395209828472865,45000000.0
IRAS 09149-6206,8.391656442830195e-18,3.338005035418969e-33,1.0,6.669611415350543,45000000.0
IRAS 09149-6206,8.82859884149515e-18,2.4395257848743198e-36,1.0,7.016889217991801,45000000.0
IRAS 09149-6206,9.288292250172537e-18,8.71921302635245e-40,1.0,7.382249314292652,45000000.0
IRAS 09149-6206,9.771921283717997e-18,1.4139050883561243e-43,1.0,7.766633225252891,45000000.0
IRAS 09149-6206,1.028073223830869e-17,9.576203182607067e-48,1.0,8.171031495619758,45000000.0
IRAS 09149-6206,1.0816036303107094e-17,2.4726386583605055e-52,1.0,8.596486246488807,45000000.0
IRAS 09149-6206,1.1379212939153186e-17,2.200936609616359e-57,1.0,9.044093860816368,45000000.0
IRAS 09149-6206,1.1971713434189656e-17,6.043723793812609e-63,1.0,9.515007808761943,45000000.0
IRAS 09149-6206,1.2595064642583615e-17,4.529150092220528e-69,1.0,10.010441620143613,45000000.0
IRAS 09149-6206,1.325087291997951e-17,8.090123423236843e-76,1.0,10.53167201166401,45000000.0
IRAS 09149-6206,1.3940828262825815e-17,2.9659999876810455e-83,1.0,11.080042176968085,45000000.0
IRAS 09149-6206,1.4666708663439656e-17,1.8918521520395443e-91,1.0,11.656965248008454,45000000.0
IRAS 09149-6206,1.543038469183568e-17,1.7488837301413898e-100,1.0,12.263927936640862,45000000.0
IRAS 09149-6206,1.623382431612275e-17,1.9145843913918867e-110,1.0,12.902494365831178,45000000.0
IRAS 09149-6206,1.7079097973894304e-17,1.9853659797425092e-121,1.0,13.574310100349846,45000000.0
IRAS 09149-6206,1.7968383907677302e-17,1.5234039627884903e-133,1.0,14.281106387337662,45000000.0
IRAS 09149-6206,1.8903973778192233e-17,6.582729395843974e-147,1.0,15.024704617673242,45000000.0
IRAS 09149-6206,1.9888278569888036e-17,1.1843123364149334e-161,1.0,15.807021019637913,45000000.0
IRAS 09149-6206,2.092383480396979e-17,6.352697143947541e-178,1.0,16.630071596972996,45000000.0
IRAS 09149-6206,2.2013311074930414e-17,7.02223843391664e-196,1.0,17.495977324055154,45000000.0
IRAS 09149-6206,2.3159514927431543e-17,1.0631842621816649e-215,1.0,18.40696961157807,45000000.0
IRAS 09149-6206,2.4365400091254562e-17,1.4032448004936752e-237,1.0,19.365396056825073,45000000.0
IRAS 09149-6206,2.563407409296515e-17,9.795130548084737e-262,1.0,20.37372649335014,45000000.0
IRAS 09149-6206,2.6968806263907035e-17,2.080491790514729e-288,1.0,21.434559355657747,45000000.0
IRAS 09149-6206,2.8373036165162115e-17,7.295284e-318,1.0,22.55062837528372,45000000.0
IRAS 09149-6206,2.985038245118742e-17,0.0,1.0,23.724809625532437,45000000.0
IRAS 09149-6206,3.140465219496749e-17,0.0,1.0,24.96012893302226,45000000.0
IRAS 09149-6206,3.303985069871868e-17,0.0,1.0,26.25976967514312,45000000.0
IRAS 09149-6206,3.476019181541974e-17,0.0,1.0,27.62708098351414,45000000.0
IRAS 09149-6206,3.657010880777501e-17,0.0,1.0,29.065586374587845,45000000.0
IRAS 09149-6206,3.847426577258498e-17,0.0,1.0,30.578992829634828,45000000.0
IRAS 09149-6206,4.04775696599733e-17,0.0,1.0,32.17120034751493,45000000.0
IRAS 09149-6206,4.258518291843406e-17,0.0,1.0,33.84631199484461,45000000.0
IRAS 09149-6206,4.480253679829499e-17,0.0,1.0,35.60864447946723,45000000.0
IRAS 09149-6206,4.713534534786936e-17,0.0,1.0,37.4627392744659,45000000.0
IRAS 09149-6206,4.958962013837222e-17,0.0,1.0,39.41337432139166,45000000.0
IRAS 09149-6206,5.217168575554333e-17,0.0,1.0,41.465576342862946,45000000.0
IRAS 09149-6206,5.488819609789677e-17,0.0,1.0,43.62463379626457,45000000.0
IRAS 09149-6206,5.77461515235985e-17,0.0,1.0,45.896110501928476,45000000.0
IRAS 09149-6206,6.075291689016078e-17,0.0,1.0,48.28585998091704,45000000.0
IRAS 09149-6206,6.39162405334398e-17,0.0,1.0,50.800040539355905,45000000.0
IRAS 09149-6206,6.72442742348425e-17,0.0,1.0,53.445131138186554,45000000.0
IRAS 09149-6206,7.074559422819907e-17,0.0,1.0,56.2279480892354,45000000.0
IRAS 09149-6206,7.442922330043758e-17,0.0,1.0,59.1556626206269,45000000.0
IRAS 09149-6206,7.830465404301215e-17,0.0,1.0,62.235819356805,45000000.0
IRAS 09149-6206,8.238187331399601e-17,0.0,1.0,65.47635576077982,45000000.0
IRAS 09149-6206,8.66713879738926e-17,0.0,1.0,68.88562258871386,45000000.0
IRAS 09149-6206,9.118425196146562e-17,0.0,1.0,72.47240540954274,45000000.0
IRAS 09149-6206,9.59320947793827e-17,0.0,1.0,76.24594724510315,45000000.0
IRAS 09149-6206,1.0092715146305697e-16,0.0,1.0,80.2159723890926,45000000.0
IRAS 09149-6206,1.0618229410993868e-16,0.0,1.0,84.39271146626064,45000000.0
IRAS 09149-6206,1.117110650504822e-16,0.0,1.0,88.78692779638853,45000000.0
IRAS 09149-6206,1.1752771174629476e-16,0.0,1.0,93.40994513101722,45000000.0
IRAS 09149-6206,1.2364722350537125e-16,0.0,1.0,98.27367683437842,45000000.0
IRAS 09149-6206,1.3008537010905731e-16,0.0,1.0,103.39065658374989,45000000.0
IRAS 09149-6206,1.3685874245025204e-16,0.0,1.0,108.77407066832552,45000000.0
IRAS 09149-6206,1.4398479528760096e-16,0.0,1.0,114.4377919698549,45000000.0
IRAS 09149-6206,1.5148189222583472e-16,0.0,1.0,120.39641571260304,45000000.0
IRAS 09149-6206,1.593693530381776e-16,0.0,1.0,126.66529707476592,45000000.0
IRAS 09149-6206,1.6766750345277008e-16,0.0,1.0,133.26059075826134,45000000.0
IRAS 09149-6206,1.7639772753140453e-16,0.0,1.0,140.1992926188669,45000000.0
IRAS 09149-6206,1.855825227755519e-16,0.0,1.0,147.49928346398332,45000000.0
IRAS 09149-6206,1.9524555810168608e-16,0.0,1.0,155.17937513088955,45000000.0
IRAS 09149-6206,2.0541173483530643e-16,0.0,1.0,163.25935896423124,45000000.0
IRAS 09149-6206,2.1610725088083765e-16,0.0,1.0,171.76005681766733,45000000.0
IRAS 09149-6206,2.273596682327724e-16,0.0,1.0,180.70337471110594,45000000.0
IRAS 09149-6206,2.3919798400202374e-16,0.0,1.0,190.11235928179622,45000000.0
IRAS 09149-6206,2.516527051405399e-16,0.0,1.0,200.01125717476566,45000000.0
IRAS 09149-6206,2.647559270567064e-16,0.0,1.0,210.4255775256189,45000000.0
IRAS 09149-6206,2.7854141632417746e-16,0.0,1.0,221.38215769675708,45000000.0
IRAS 09149-6206,2.930446976972138e-16,0.0,1.0,232.90923243636837,45000000.0
IRAS 09149-6206,3.0830314565682834e-16,0.0,1.0,245.03650663846315,45000000.0
IRAS 09149-6206,3.2435608072358047e-16,0.0,1.0,257.79523189139803,45000000.0
IRAS 09149-6206,3.4124487078528964e-16,0.0,1.0,271.2182870122109,45000000.0
IRAS 09149-6206,3.590130377007076e-16,0.0,1.0,285.3402627742403,45000000.0
IRAS 09149-6206,3.777063694539372e-16,0.0,1.0,300.19755104642627,45000000.0
IRAS 09149-6206,3.9737303814856124e-16,0.0,1.0,315.82843857395983,45000000.0
IRAS 09149-6206,4.1806372414557623e-16,0.0,1.0,332.27320564197186,45000000.0
IRAS 09149-6206,4.398317466650228e-16,0.0,1.0,349.57422987650824,45000000.0
IRAS 09149-6206,4.627332011878694e-16,0.0,1.0,367.7760954502845,45000000.0
IRAS 09149-6206,4.868271040122284e-16,0.0,1.0,386.9257079746379,45000000.0
IRAS 09149-6206,5.121755443364241e-16,0.0,1.0,407.0724153737516,45000000.0
IRAS 09149-6206,5.388438442608223e-16,0.0,1.0,428.2681350526391,45000000.0
IRAS 09149-6206,5.669007271207434e-16,0.0,1.0,450.5674876865954,45000000.0
IRAS 09149-6206,5.964184945842484e-16,0.0,1.0,474.02793797689094,45000000.0
IRAS 09149-6206,6.274732129711575e-16,0.0,1.0,498.70994273541396,45000000.0
IRAS 09149-6206,6.60144909273491e-16,0.0,1.0,524.677106679916,45000000.0
IRAS 09149-6206,6.945177773823689e-16,0.0,1.0,551.9963463412568,45000000.0
IRAS 09149-6206,7.306803950529522e-16,0.0,1.0,580.7380625051437,45000000.0
IRAS 09149-6206,7.68725952166372e-16,0.0,1.0,610.9763216326177,45000000.0
IRAS 09149-6206,8.087524908770474e-16,0.0,1.0,642.7890467269324,45000000.0
IRAS 09149-6206,8.508631582640565e-16,0.0,1.0,676.2582181385424,45000000.0
IRAS 09149-6206,8.95166472137832e-16,0.0,1.0,711.4700848258224,45000000.0
IRAS 09149-6206,9.417766006869538e-16,0.0,1.0,748.515386615767,45000000.0
IRAS 09149-6206,9.908136566858687e-16,0.0,1.0,787.4895880375834,45000000.0
IRAS 09149-6206,1.0424040070215578e-15,0.0,1.0,828.4931243316405,45000000.0
IRAS 09149-6206,1.0966805983368696e-15,0.0,1.0,871.6316602677982,45000000.0
IRAS 09149-6206,1.153783299629662e-15,0.0,1.0,917.0163624400564,45000000.0
IRAS 09149-6206,1.213859262690629e-15,0.0,1.0,964.7641857392271,45000000.0
IRAS 09149-6206,1.2770633013086446e-15,0.0,1.0,1014.9981747418562,45000000.0
IRAS 09149-6206,1.3435582902208262e-15,0.0,1.0,1067.8477807920676,45000000.0
IRAS 09149-6206,1.4135155848353956e-15,0.0,1.0,1123.4491955934354,45000000.0
