file,region_code,region,dataset_name,method,author,unit,unit_type,n_records,start_min,end_max,median_duration_years
data/glambie/input/6_iceland/iceland_gravimetry_Jacob_2012_dmdt_Jacob_et_al.csv,6_iceland,Iceland,iceland_gravimetry_Jacob_2012_dmdt_Jacob_et_al,gravimetry,Jacob et al.,Gt,Gt,1,2003.0,2010.9166666666667,7.9166666666667425
data/glambie/input/6_iceland/iceland_gravimetry_LEGOS-MAGELLIUM-bis_Pfeffer_et_al.csv,6_iceland,Iceland,iceland_gravimetry_LEGOS-MAGELLIUM-bis_Pfeffer_et_al,gravimetry,Pfeffer et al.,Gt,Gt,245,2002.25,2022.6666666666667,0.08333333333325754
data/glambie/input/6_iceland/iceland_gravimetry_LEGOS-MAGELLIUM_Pfeffer_et_al.csv,6_iceland,Iceland,iceland_gravimetry_LEGOS-MAGELLIUM_Pfeffer_et_al,gravimetry,Pfeffer et al.,Gt,Gt,245,2002.25,2022.6666666666667,0.08333333333325754
data/glambie/input/6_iceland/iceland_gravimetry_Sasgen_AWIarc_RL01_2_Sasgen_et_al.csv,6_iceland,Iceland,iceland_gravimetry_Sasgen_AWIarc_RL01_2_Sasgen_et_al,gravimetry,Sasgen et al.,Gt,Gt,248,2002.25,2022.9166666666667,0.08333333333325754
data/glambie/input/6_iceland/iceland_gravimetry_Velicogna_Sutterley_et_al.csv,6_iceland,Iceland,iceland_gravimetry_Velicogna_Sutterley_et_al,gravimetry,Sutterley et al.,gt,Gt,251,2002.25,2023.1666666666667,0.08333333333325754
data/glambie/input/6_iceland/iceland_gravimetry_Wouters_Wouters_et_al.csv,6_iceland,Iceland,iceland_gravimetry_Wouters_Wouters_et_al,gravimetry,Wouters et al.,Gt,Gt,236,2002.1666666666667,2021.8333333333333,0.08333333333325754
data/glambie/input/7_svalbard/svalbard_altimetry_Gardner2013_icesat_Gardner_et_al.csv,7_svalbard,Svalbard,svalbard_altimetry_Gardner2013_icesat_Gardner_et_al,altimetry,Gardner et al.,m,m,1,2003.75,2009.75,6.0
data/glambie/input/7_svalbard/svalbard_altimetry_Jakob_Gourmelen_Jakob_et_al.csv,7_svalbard,Svalbard,svalbard_altimetry_Jakob_Gourmelen_Jakob_et_al,altimetry,Jakob et al.,m,m,120,2010.6666666666667,2020.6666666666667,0.08333333333325754
data/glambie/input/7_svalbard/svalbard_altimetry_Tepes_Tepes_et_al.csv,7_svalbard,Svalbard,svalbard_altimetry_Tepes_Tepes_et_al,altimetry,Tepes et al.,m,m,1,2010.75,2017.6666666666667,6.9166666666667425
data/glambie/input/7_svalbard/svalbard_combined_ArcticInSituvGRACE_Box_et_al.csv,7_svalbard,Svalbard,svalbard_combined_ArcticInSituvGRACE_Box_et_al,combined,Box et al.,Gt,Gt,52,1970.75,2022.75,1.0
data/glambie/input/7_svalbard/svalbard_combined_Box2018_Box_et_al.csv,7_svalbard,Svalbard,svalbard_combined_Box2018_Box_et_al,combined,Box et al.,Gt,Gt,13,2002.75,2015.75,1.0
data/glambie/input/7_svalbard/svalbard_combined_DUS-combined_Dussaillant_et_al.csv,7_svalbard,Svalbard,svalbard_combined_DUS-combined_Dussaillant_et_al,combined,Dussaillant et al.,mwe,mwe,25,1999.75,2024.75,1.0
data/glambie/input/7_svalbard/svalbard_combined_Huss_Huss_et_al.csv,7_svalbard,Svalbard,svalbard_combined_Huss_Huss_et_al,combined,Huss et al.,mwe,mwe,31,1990.75,2021.75,1.0
data/glambie/input/7_svalbard/svalbard_demdiff_ETH_Hugonnet_et_al.csv,7_svalbard,Svalbard,svalbard_demdiff_ETH_Hugonnet_et_al,demdiff,Hugonnet et al.,m,m,4,2000.0,2020.0,5.0
data/glambie/input/7_svalbard/svalbard_demdiff_Zheng et al._Zheng_et_al.csv,7_svalbard,Svalbard,svalbard_demdiff_Zheng et al._Zheng_et_al,demdiff,Zheng et al.,m,m,1,2012.25,2021.5,9.25
data/glambie/input/7_svalbard/svalbard_glaciological_UZH_GlaciolSineWave_Zemp_et_al.csv,7_svalbard,Svalbard,svalbard_glaciological_UZH_GlaciolSineWave_Zemp_et_al,glaciological,Zemp et al.,mwe,mwe,301,1999.6666666666667,2024.75,0.08333333333325754
data/glambie/input/7_svalbard/svalbard_glaciological_WGMS-beta_WGMS.csv,7_svalbard,Svalbard,svalbard_glaciological_WGMS-beta_WGMS,glaciological,WGMS,mwe,mwe,25,1999.75,2024.75,1.0
data/glambie/input/7_svalbard/svalbard_gravimetry_Harig_Group_Harig_et_al.csv,7_svalbard,Svalbard,svalbard_gravimetry_Harig_Group_Harig_et_al,gravimetry,Harig et al.,Gt,Gt,251,2002.25,2023.1666666666667,0.08333333333325754
data/glambie/input/7_svalbard/svalbard_gravimetry_Jacob_2012_dmdt_Jacob_et_al.csv,7_svalbard,Svalbard,svalbard_gravimetry_Jacob_2012_dmdt_Jacob_et_al,gravimetry,Jacob et al.,Gt,Gt,1,2003.0,2010.9166666666667,7.9166666666667425
data/glambie/input/7_svalbard/svalbard_gravimetry_LEGOS-MAGELLIUM-bis_Pfeffer_et_al.csv,7_svalbard,Svalbard,svalbard_gravimetry_LEGOS-MAGELLIUM-bis_Pfeffer_et_al,gravimetry,Pfeffer et al.,Gt,Gt,245,2002.25,2022.6666666666667,0.08333333333325754
data/glambie/input/7_svalbard/svalbard_gravimetry_LEGOS-MAGELLIUM_Pfeffer_et_al.csv,7_svalbard,Svalbard,svalbard_gravimetry_LEGOS-MAGELLIUM_Pfeffer_et_al,gravimetry,Pfeffer et al.,Gt,Gt,245,2002.25,2022.6666666666667,0.08333333333325754
data/glambie/input/7_svalbard/svalbard_gravimetry_Sasgen_AWIarc_RL01_2_Sasgen_et_al.csv,7_svalbard,Svalbard,svalbard_gravimetry_Sasgen_AWIarc_RL01_2_Sasgen_et_al,gravimetry,Sasgen et al.,Gt,Gt,248,2002.25,2022.9166666666667,0.08333333333325754
data/glambie/input/7_svalbard/svalbard_gravimetry_Velicogna_Sutterley_et_al.csv,7_svalbard,Svalbard,svalbard_gravimetry_Velicogna_Sutterley_et_al,gravimetry,Sutterley et al.,gt,Gt,251,2002.25,2023.1666666666667,0.08333333333325754
data/glambie/input/7_svalbard/svalbard_gravimetry_Wouters_Wouters_et_al.csv,7_svalbard,Svalbard,svalbard_gravimetry_Wouters_Wouters_et_al,gravimetry,Wouters et al.,Gt,Gt,236,2002.1666666666667,2021.8333333333333,0.08333333333325754
data/glambie/input/8_scandinavia/scandinavia_combined_DUS-combined_Dussaillant_et_al.csv,8_scandinavia,Scandinavia,scandinavia_combined_DUS-combined_Dussaillant_et_al,combined,Dussaillant et al.,mwe,mwe,25,1999.75,2024.75,1.0
data/glambie/input/8_scandinavia/scandinavia_combined_Huss_Huss_et_al.csv,8_scandinavia,Scandinavia,scandinavia_combined_Huss_Huss_et_al,combined,Huss et al.,mwe,mwe,31,1990.75,2021.75,1.0
data/glambie/input/8_scandinavia/scandinavia_demdiff_Andreassen_Andreassen_et_al.csv,8_scandinavia,Scandinavia,scandinavia_demdiff_Andreassen_Andreassen_et_al,demdiff,Andreassen et al.,m,m,1,2010.75,2019.75,9.0
data/glambie/input/8_scandinavia/scandinavia_demdiff_ETH_Hugonnet_et_al.csv,8_scandinavia,Scandinavia,scandinavia_demdiff_ETH_Hugonnet_et_al,demdiff,Hugonnet et al.,m,m,4,2000.0,2020.0,5.0
data/glambie/input/8_scandinavia/scandinavia_demdiff_Zheng et al._Zheng_et_al.csv,8_scandinavia,Scandinavia,scandinavia_demdiff_Zheng et al._Zheng_et_al,demdiff,Zheng et al.,m,m,1,2013.4166666666667,2020.6666666666667,7.25
data/glambie/input/8_scandinavia/scandinavia_glaciological_UZH_GlaciolSineWave_Zemp_et_al.csv,8_scandinavia,Scandinavia,scandinavia_glaciological_UZH_GlaciolSineWave_Zemp_et_al,glaciological,Zemp et al.,mwe,mwe,301,1999.6666666666667,2024.75,0.08333333333325754
data/glambie/input/8_scandinavia/scandinavia_glaciological_WGMS-beta_WGMS.csv,8_scandinavia,Scandinavia,scandinavia_glaciological_WGMS-beta_WGMS,glaciological,WGMS,mwe,mwe,25,1999.75,2024.75,1.0
data/glambie/input/8_scandinavia/scandinavia_gravimetry_Jacob_2012_dmdt_Jacob_et_al.csv,8_scandinavia,Scandinavia,scandinavia_gravimetry_Jacob_2012_dmdt_Jacob_et_al,gravimetry,Jacob et al.,Gt,Gt,1,2003.0,2010.9166666666667,7.9166666666667425
data/glambie/input/8_scandinavia/scandinavia_gravimetry_Sasgen_AWIarc_RL01_2_Sasgen_et_al.csv,8_scandinavia,Scandinavia,scandinavia_gravimetry_Sasgen_AWIarc_RL01_2_Sasgen_et_al,gravimetry,Sasgen et al.,Gt,Gt,248,2002.25,2022.9166666666667,0.08333333333325754
data/glambie/input/8_scandinavia/scandinavia_gravimetry_Wouters_Wouters_et_al.csv,8_scandinavia,Scandinavia,scandinavia_gravimetry_Wouters_Wouters_et_al,gravimetry,Wouters et al.,Gt,Gt,236,2002.1666666666667,2021.8333333333333,0.08333333333325754
data/glambie/input/9_russian_arctic/russian_arctic_altimetry_Gardner2013_icesat_Gardner_et_al.csv,9_russian_arctic,Russian Arctic,russian_arctic_altimetry_Gardner2013_icesat_Gardner_et_al,altimetry,Gardner et al.,m,m,1,2003.75,2009.75,6.0
data/glambie/input/9_russian_arctic/russian_arctic_altimetry_Jakob_Gourmelen_Jakob_et_al.csv,9_russian_arctic,Russian Arctic,russian_arctic_altimetry_Jakob_Gourmelen_Jakob_et_al,altimetry,Jakob et al.,m,m,121,2010.5833333333333,2020.6666666666663,0.08333333333325754
data/glambie/input/9_russian_arctic/russian_arctic_altimetry_Tepes_Tepes_et_al.csv,9_russian_arctic,Russian Arctic,russian_arctic_altimetry_Tepes_Tepes_et_al,altimetry,Tepes et al.,m,m,1,2010.75,2017.6666666666667,6.9166666666667425
data/glambie/input/9_russian_arctic/russian_arctic_combined_ArcticInSituvGRACE_Box_et_al.csv,9_russian_arctic,Russian Arctic,russian_arctic_combined_ArcticInSituvGRACE_Box_et_al,combined,Box et al.,Gt,Gt,52,1970.75,2022.75,1.0
data/glambie/input/9_russian_arctic/russian_arctic_combined_Box2018_Box_et_al.csv,9_russian_arctic,Russian Arctic,russian_arctic_combined_Box2018_Box_et_al,combined,Box et al.,Gt,Gt,13,2002.75,2015.75,1.0
data/glambie/input/9_russian_arctic/russian_arctic_combined_DUS-combined_Dussaillant_et_al.csv,9_russian_arctic,Russian Arctic,russian_arctic_combined_DUS-combined_Dussaillant_et_al,combined,Dussaillant et al.,mwe,mwe,25,1999.75,2024.75,1.0
data/glambie/input/9_russian_arctic/russian_arctic_combined_Huss_Huss_et_al.csv,9_russian_arctic,Russian Arctic,russian_arctic_combined_Huss_Huss_et_al,combined,Huss et al.,mwe,mwe,31,1990.75,2021.75,1.0
data/glambie/input/9_russian_arctic/russian_arctic_demdiff_ETH_Hugonnet_et_al.csv,9_russian_arctic,Russian Arctic,russian_arctic_demdiff_ETH_Hugonnet_et_al,demdiff,Hugonnet et al.,m,m,4,2000.0,2020.0,5.0
data/glambie/input/9_russian_arctic/russian_arctic_demdiff_FAU-GLACIER_Braun_et_al.csv,9_russian_arctic,Russian Arctic,russian_arctic_demdiff_FAU-GLACIER_Braun_et_al,demdiff,Braun et al.,m,m,1,2011.0,2016.9166666666667,5.9166666666667425
data/glambie/input/9_russian_arctic/russian_arctic_demdiff_Zheng et al._Zheng_et_al.csv,9_russian_arctic,Russian Arctic,russian_arctic_demdiff_Zheng et al._Zheng_et_al,demdiff,Zheng et al.,m,m,1,2012.25,2021.5833333333333,9.333333333333258
data/glambie/input/9_russian_arctic/russian_arctic_glaciological_UZH_GlaciolSineWave_Zemp_et_al.csv,9_russian_arctic,Russian Arctic,russian_arctic_glaciological_UZH_GlaciolSineWave_Zemp_et_al,glaciological,Zemp et al.,mwe,mwe,301,1999.6666666666667,2024.75,0.08333333333325754
data/glambie/input/9_russian_arctic/russian_arctic_glaciological_WGMS-beta_WGMS.csv,9_russian_arctic,Russian Arctic,russian_arctic_glaciological_WGMS-beta_WGMS,glaciological,WGMS,mwe,mwe,25,1999.75,2024.75,1.0
data/glambie/input/9_russian_arctic/russian_arctic_gravimetry_Harig_Group_Harig_et_al.csv,9_russian_arctic,Russian Arctic,russian_arctic_gravimetry_Harig_Group_Harig_et_al,gravimetry,Harig et al.,Gt,Gt,251,2002.25,2023.1666666666667,0.08333333333325754
data/glambie/input/9_russian_arctic/russian_arctic_gravimetry_Jacob_2012_dmdt_Jacob_et_al.csv,9_russian_arctic,Russian Arctic,russian_arctic_gravimetry_Jacob_2012_dmdt_Jacob_et_al,gravimetry,Jacob et al.,Gt,Gt,1,2003.0,2010.9166666666667,7.9166666666667425
data/glambie/input/9_russian_arctic/russian_arctic_gravimetry_LEGOS-MAGELLIUM-bis_Pfeffer_et_al.csv,9_russian_arctic,Russian Arctic,russian_arctic_gravimetry_LEGOS-MAGELLIUM-bis_Pfeffer_et_al,gravimetry,Pfeffer et al.,Gt,Gt,245,2002.25,2022.6666666666667,0.08333333333325754
data/glambie/input/9_russian_arctic/russian_arctic_gravimetry_LEGOS-MAGELLIUM_Pfeffer_et_al.csv,9_russian_arctic,Russian Arctic,russian_arctic_gravimetry_LEGOS-MAGELLIUM_Pfeffer_et_al,gravimetry,Pfeffer et al.,Gt,Gt,245,2002.25,2022.6666666666667,0.08333333333325754
data/glambie/input/9_russian_arctic/russian_arctic_gravimetry_Sasgen_AWIarc_RL01_2_Sasgen_et_al.csv,9_russian_arctic,Russian Arctic,russian_arctic_gravimetry_Sasgen_AWIarc_RL01_2_Sasgen_et_al,gravimetry,Sasgen et al.,Gt,Gt,248,2002.25,2022.9166666666667,0.08333333333325754
data/glambie/input/9_russian_arctic/russian_arctic_gravimetry_Velicogna_Sutterley_et_al.csv,9_russian_arctic,Russian Arctic,russian_arctic_gravimetry_Velicogna_Sutterley_et_al,gravimetry,Sutterley et al.,gt,Gt,251,2002.25,2023.1666666666667,0.08333333333325754
data/glambie/input/9_russian_arctic/russian_arctic_gravimetry_Wouters_Wouters_et_al.csv,9_russian_arctic,Russian Arctic,russian_arctic_gravimetry_Wouters_Wouters_et_al,gravimetry,Wouters et al.,Gt,Gt,236,2002.1666666666667,2021.8333333333333,0.08333333333325754
