step,alpha,beta,sqrt_alpha,sqrt_one_minus_alpha
4.640000000000000000e+02,5.497839450836181641e-01,2.812027931213378906e-03,7.414741516113281250e-01,6.709814071655273438e-01
4.650000000000000000e+02,5.482331514358520508e-01,2.820730209350585938e-03,7.404276728630065918e-01,6.721360087394714355e-01
4.660000000000000000e+02,5.466818213462829590e-01,2.829670906066894531e-03,7.393793463706970215e-01,6.732890605926513672e-01
4.670000000000000000e+02,5.451300740242004395e-01,2.838492393493652344e-03,7.383292317390441895e-01,6.744404435157775879e-01
4.680000000000000000e+02,5.435778498649597168e-01,2.847433090209960938e-03,7.372773289680480957e-01,6.755902171134948730e-01
4.690000000000000000e+02,5.420252680778503418e-01,2.856254577636718750e-03,7.362236380577087402e-01,6.767383217811584473e-01
4.700000000000000000e+02,5.404723286628723145e-01,2.865076065063476562e-03,7.351682186126708984e-01,6.778846979141235352e-01
4.710000000000000000e+02,5.389187932014465332e-01,2.874374389648437500e-03,7.341108918190002441e-01,6.790295839309692383e-01
4.720000000000000000e+02,5.373650789260864258e-01,2.883017063140869141e-03,7.330518960952758789e-01,6.801727414131164551e-01
4.730000000000000000e+02,5.358108878135681152e-01,2.892255783081054688e-03,7.319910526275634766e-01,6.813142299652099609e-01
4.740000000000000000e+02,5.342564582824707031e-01,2.901077270507812500e-03,7.309284806251525879e-01,6.824540495872497559e-01
4.750000000000000000e+02,5.327015519142150879e-01,2.910435199737548828e-03,7.298640608787536621e-01,6.835923194885253906e-01
4.760000000000000000e+02,5.311464071273803711e-01,2.919375896453857422e-03,7.287979125976562500e-01,6.847288608551025391e-01
4.770000000000000000e+02,5.295910239219665527e-01,2.928376197814941406e-03,7.277300357818603516e-01,6.858636736869812012e-01
4.780000000000000000e+02,5.280352234840393066e-01,2.937734127044677734e-03,7.266603112220764160e-01,6.869969367980957031e-01
4.790000000000000000e+02,5.264791846275329590e-01,2.946853637695312500e-03,7.255888581275939941e-01,6.881284713745117188e-01
4.800000000000000000e+02,5.249229669570922852e-01,2.955913543701171875e-03,7.245156764984130859e-01,6.892583370208740234e-01
4.810000000000000000e+02,5.233664512634277344e-01,2.965211868286132812e-03,7.234407067298889160e-01,6.903865337371826172e-01
4.820000000000000000e+02,5.218096971511840820e-01,2.974510192871093750e-03,7.223639488220214844e-01,6.915130615234375000e-01
4.830000000000000000e+02,5.202527046203613281e-01,2.983808517456054688e-03,7.212854623794555664e-01,6.926379203796386719e-01
4.840000000000000000e+02,5.186955928802490234e-01,2.992987632751464844e-03,7.202052474021911621e-01,6.937610507011413574e-01
4.850000000000000000e+02,5.171382427215576172e-01,3.002464771270751953e-03,7.191232442855834961e-01,6.948825716972351074e-01
4.860000000000000000e+02,5.155808329582214355e-01,3.011584281921386719e-03,7.180395722389221191e-01,6.960023045539855957e-01
4.870000000000000000e+02,5.140231251716613770e-01,3.021240234375000000e-03,7.169540524482727051e-01,6.971204280853271484e-01
4.880000000000000000e+02,5.124653577804565430e-01,3.030538558959960938e-03,7.158668637275695801e-01,6.982368230819702148e-01
4.890000000000000000e+02,5.109074115753173828e-01,3.040075302124023438e-03,7.147778868675231934e-01,6.993515491485595703e-01
4.900000000000000000e+02,5.093494057655334473e-01,3.049492835998535156e-03,7.136871814727783203e-01,7.004645466804504395e-01
4.910000000000000000e+02,5.077913403511047363e-01,3.058910369873046875e-03,7.125948071479797363e-01,7.015758156776428223e-01
4.920000000000000000e+02,5.062331557273864746e-01,3.068566322326660156e-03,7.115006446838378906e-01,7.026854753494262695e-01
4.930000000000000000e+02,5.046749114990234375e-01,3.078103065490722656e-03,7.104047536849975586e-01,7.037933468818664551e-01
4.940000000000000000e+02,5.031166076660156250e-01,3.087759017944335938e-03,7.093071341514587402e-01,7.048995494842529297e-01
4.950000000000000000e+02,5.015583634376525879e-01,3.097176551818847656e-03,7.082078456878662109e-01,7.060039639472961426e-01
4.960000000000000000e+02,4.999999701976776123e-01,3.107130527496337891e-03,7.071067690849304199e-01,7.071067690849304199e-01
4.970000000000000000e+02,4.984416961669921875e-01,3.116548061370849609e-03,7.060040235519409180e-01,7.082077860832214355e-01
4.980000000000000000e+02,4.968833625316619873e-01,3.126382827758789062e-03,7.048995494842529297e-01,7.093071341514587402e-01
4.990000000000000000e+02,4.953250885009765625e-01,3.136098384857177734e-03,7.037933468818664551e-01,7.104047536849975586e-01
5.000000000000000000e+02,4.937668740749359131e-01,3.145813941955566406e-03,7.026854753494262695e-01,7.115005850791931152e-01
5.010000000000000000e+02,4.922086298465728760e-01,3.155827522277832031e-03,7.015758156776428223e-01,7.125948071479797363e-01
5.020000000000000000e+02,4.906505942344665527e-01,3.165423870086669922e-03,7.004645466804504395e-01,7.136871814727783203e-01
5.030000000000000000e+02,4.890924990177154541e-01,3.175556659698486328e-03,6.993514895439147949e-01,7.147779464721679688e-01
5.040000000000000000e+02,4.875346720218658447e-01,3.185153007507324219e-03,6.982368230819702148e-01,7.158668637275695801e-01
5.050000000000000000e+02,4.859768152236938477e-01,3.195405006408691406e-03,6.971203684806823730e-01,7.169541120529174805e-01
5.060000000000000000e+02,4.844191968441009521e-01,3.205120563507080078e-03,6.960023045539855957e-01,7.180395126342773438e-01
5.070000000000000000e+02,4.828617870807647705e-01,3.215014934539794922e-03,6.948825716972351074e-01,7.191232442855834961e-01
5.080000000000000000e+02,4.813044071197509766e-01,3.225326538085937500e-03,6.937610507011413574e-01,7.202052474021911621e-01
5.090000000000000000e+02,4.797472953796386719e-01,3.235220909118652344e-03,6.926379203796386719e-01,7.212854623794555664e-01
5.100000000000000000e+02,4.781903028488159180e-01,3.245413303375244141e-03,6.915130615234375000e-01,7.223639488220214844e-01
5.110000000000000000e+02,4.766335785388946533e-01,3.255426883697509766e-03,6.903865337371826172e-01,7.234407067298889160e-01
5.120000000000000000e+02,4.750770628452301025e-01,3.265619277954101562e-03,6.892583370208740234e-01,7.245156764984130859e-01
5.130000000000000000e+02,4.735207855701446533e-01,3.275871276855468750e-03,6.881284713745117188e-01,7.255889177322387695e-01
5.140000000000000000e+02,4.719647765159606934e-01,3.286063671112060547e-03,6.869969367980957031e-01,7.266603112220764160e-01
5.150000000000000000e+02,4.704090654850006104e-01,3.296256065368652344e-03,6.858637332916259766e-01,7.277300357818603516e-01
5.160000000000000000e+02,4.688536226749420166e-01,3.306567668914794922e-03,6.847288608551025391e-01,7.287979125976562500e-01
5.170000000000000000e+02,4.672984480857849121e-01,3.316998481750488281e-03,6.835923194885253906e-01,7.298640608787536621e-01
5.180000000000000000e+02,4.657436013221740723e-01,3.327310085296630859e-03,6.824541091918945312e-01,7.309284210205078125e-01
5.190000000000000000e+02,4.641890823841094971e-01,3.337740898132324219e-03,6.813142299652099609e-01,7.319911122322082520e-01
5.200000000000000000e+02,4.626349508762359619e-01,3.348052501678466797e-03,6.801727414131164551e-01,7.330518960952758789e-01
5.210000000000000000e+02,4.610811769962310791e-01,3.358542919158935547e-03,6.790295839309692383e-01,7.341109514236450195e-01
5.220000000000000000e+02,4.595277309417724609e-01,3.369152545928955078e-03,6.778847575187683105e-01,7.351682186126708984e-01
5.230000000000000000e+02,4.579747617244720459e-01,3.379464149475097656e-03,6.767383217811584473e-01,7.362236380577087402e-01
5.240000000000000000e+02,4.564221501350402832e-01,3.390192985534667969e-03,6.755902171134948730e-01,7.372773289680480957e-01
5.250000000000000000e+02,4.548699855804443359e-01,3.400743007659912109e-03,6.744405031204223633e-01,7.383292317390441895e-01
5.260000000000000000e+02,4.533181488513946533e-01,3.411591053009033203e-03,6.732890605926513672e-01,7.393794059753417969e-01
5.270000000000000000e+02,4.517669081687927246e-01,3.421962261199951172e-03,6.721360683441162109e-01,7.404276132583618164e-01
5.280000000000000000e+02,4.502160549163818359e-01,3.432869911193847656e-03,6.709814071655273438e-01,7.414741516113281250e-01
5.290000000000000000e+02,4.486657083034515381e-01,3.443539142608642578e-03,6.698251366615295410e-01,7.425188422203063965e-01
5.300000000000000000e+02,4.471158981323242188e-01,3.454267978668212891e-03,6.686672568321228027e-01,7.435617446899414062e-01
5.310000000000000000e+02,4.455665349960327148e-01,3.465235233306884766e-03,6.675077080726623535e-01,7.446029186248779297e-01
5.320000000000000000e+02,4.440177977085113525e-01,3.475904464721679688e-03,6.663466095924377441e-01,7.456421852111816406e-01
5.330000000000000000e+02,4.424694776535034180e-01,3.487050533294677734e-03,6.651837825775146484e-01,7.466796636581420898e-01
5.340000000000000000e+02,4.409218430519104004e-01,3.497719764709472656e-03,6.640194654464721680e-01,7.477152943611145020e-01
5.350000000000000000e+02,4.393746554851531982e-01,3.508985042572021484e-03,6.628534197807312012e-01,7.487491965293884277e-01
5.360000000000000000e+02,4.378281235694885254e-01,3.519833087921142578e-03,6.616858243942260742e-01,7.497811913490295410e-01
5.370000000000000000e+02,4.362822175025939941e-01,3.530859947204589844e-03,6.605166196823120117e-01,7.508113980293273926e-01
5.380000000000000000e+02,4.347368776798248291e-01,3.542065620422363281e-03,6.593458056449890137e-01,7.518398165702819824e-01
5.390000000000000000e+02,4.331922829151153564e-01,3.552913665771484375e-03,6.581734418869018555e-01,7.528663277626037598e-01
5.400000000000000000e+02,4.316481351852416992e-01,3.564596176147460938e-03,6.569993495941162109e-01,7.538911700248718262e-01
5.410000000000000000e+02,4.301048219203948975e-01,3.575384616851806641e-03,6.558237671852111816e-01,7.549139857292175293e-01
5.420000000000000000e+02,4.285621345043182373e-01,3.586769104003906250e-03,6.546465754508972168e-01,7.559350728988647461e-01
5.430000000000000000e+02,4.270201325416564941e-01,3.598093986511230469e-03,6.534677743911743164e-01,7.569543123245239258e-01
5.440000000000000000e+02,4.254788756370544434e-01,3.609359264373779297e-03,6.522874236106872559e-01,7.579717040061950684e-01
5.450000000000000000e+02,4.239383339881896973e-01,3.620743751525878906e-03,6.511054635047912598e-01,7.589872479438781738e-01
5.460000000000000000e+02,4.223984777927398682e-01,3.632247447967529297e-03,6.499218940734863281e-01,7.600010037422180176e-01
5.470000000000000000e+02,4.208593964576721191e-01,3.643691539764404297e-03,6.487367749214172363e-01,7.610128521919250488e-01
5.480000000000000000e+02,4.193211495876312256e-01,3.655016422271728516e-03,6.475501060485839844e-01,7.620228528976440430e-01
5.490000000000000000e+02,4.177836179733276367e-01,3.666698932647705078e-03,6.463618278503417969e-01,7.630310654640197754e-01
5.500000000000000000e+02,4.162469208240509033e-01,3.678202629089355469e-03,6.451719999313354492e-01,7.640373706817626953e-01
5.510000000000000000e+02,4.147110283374786377e-01,3.689885139465332031e-03,6.439806222915649414e-01,7.650418281555175781e-01
5.520000000000000000e+02,4.131759405136108398e-01,3.701567649841308594e-03,6.427876353263854980e-01,7.660444378852844238e-01
5.530000000000000000e+02,4.116417169570922852e-01,3.713250160217285156e-03,6.415930986404418945e-01,7.670451402664184570e-01
5.540000000000000000e+02,4.101083278656005859e-01,3.725051879882812500e-03,6.403970122337341309e-01,7.680440545082092285e-01
5.550000000000000000e+02,4.085758328437805176e-01,3.736793994903564453e-03,6.391993761062622070e-01,7.690410614013671875e-01
5.560000000000000000e+02,4.070441722869873047e-01,3.748774528503417969e-03,6.380001306533813477e-01,7.700362801551818848e-01
5.570000000000000000e+02,4.055134654045104980e-01,3.760516643524169922e-03,6.367993950843811035e-01,7.710295319557189941e-01
5.580000000000000000e+02,4.039836823940277100e-01,3.772437572479248047e-03,6.355971097946166992e-01,7.720209360122680664e-01
5.590000000000000000e+02,4.024548232555389404e-01,3.784477710723876953e-03,6.343932747840881348e-01,7.730104327201843262e-01
5.600000000000000000e+02,4.009269773960113525e-01,3.796339035034179688e-03,6.331879496574401855e-01,7.739980816841125488e-01
5.610000000000000000e+02,3.993999958038330078e-01,3.808617591857910156e-03,6.319810152053833008e-01,7.749838829040527344e-01
5.620000000000000000e+02,3.978740572929382324e-01,3.820598125457763672e-03,6.307725906372070312e-01,7.759677171707153320e-01
5.630000000000000000e+02,3.963490128517150879e-01,3.832995891571044922e-03,6.295625567436218262e-01,7.769498229026794434e-01
5.640000000000000000e+02,3.948251008987426758e-01,3.844857215881347656e-03,6.283510923385620117e-01,7.779299020767211914e-01
5.650000000000000000e+02,3.933020830154418945e-01,3.857433795928955078e-03,6.271380186080932617e-01,7.789081335067749023e-01
5.660000000000000000e+02,3.917801678180694580e-01,3.869593143463134766e-03,6.259234547615051270e-01,7.798845171928405762e-01
5.670000000000000000e+02,3.902593255043029785e-01,3.881871700286865234e-03,6.247074007987976074e-01,7.808589339256286621e-01
5.680000000000000000e+02,3.887395262718200684e-01,3.894329071044921875e-03,6.234897971153259277e-01,7.818315029144287109e-01
5.690000000000000000e+02,3.872208297252655029e-01,3.906726837158203125e-03,6.222707033157348633e-01,7.828021049499511719e-01
5.700000000000000000e+02,3.857031762599945068e-01,3.919363021850585938e-03,6.210500597953796387e-01,7.837708592414855957e-01
5.710000000000000000e+02,3.841867446899414062e-01,3.931581974029541016e-03,6.198279857635498047e-01,7.847377061843872070e-01
5.720000000000000000e+02,3.826712965965270996e-01,3.944575786590576172e-03,6.186043024063110352e-01,7.857027053833007812e-01
5.730000000000000000e+02,3.811570703983306885e-01,3.956973552703857422e-03,6.173791885375976562e-01,7.866657376289367676e-01
5.740000000000000000e+02,3.796440064907073975e-01,3.969669342041015625e-03,6.161525845527648926e-01,7.876268029212951660e-01
5.750000000000000000e+02,3.781320452690124512e-01,3.982603549957275391e-03,6.149244308471679688e-01,7.885860204696655273e-01
5.760000000000000000e+02,3.766213059425354004e-01,3.995239734649658203e-03,6.136947870254516602e-01,7.895433306694030762e-01
5.770000000000000000e+02,3.751117289066314697e-01,4.008233547210693359e-03,6.124636530876159668e-01,7.904987931251525879e-01
5.780000000000000000e+02,3.736034333705902100e-01,4.020929336547851562e-03,6.112310886383056641e-01,7.914521694183349609e-01
5.790000000000000000e+02,3.720963001251220703e-01,4.034042358398437500e-03,6.099969744682312012e-01,7.924037575721740723e-01
5.800000000000000000e+02,3.705904781818389893e-01,4.046857357025146484e-03,6.087614297866821289e-01,7.933533787727355957e-01
5.810000000000000000e+02,3.690858185291290283e-01,4.060149192810058594e-03,6.075243353843688965e-01,7.943010926246643066e-01
5.820000000000000000e+02,3.675825595855712891e-01,4.072904586791992188e-03,6.062858700752258301e-01,7.952467799186706543e-01
5.830000000000000000e+02,3.660805523395538330e-01,4.086196422576904297e-03,6.050459146499633789e-01,7.961906194686889648e-01
5.840000000000000000e+02,3.645797669887542725e-01,4.099607467651367188e-03,6.038044095039367676e-01,7.971324920654296875e-01
5.850000000000000000e+02,3.630803227424621582e-01,4.112780094146728516e-03,6.025614738464355469e-01,7.980724573135375977e-01
5.860000000000000000e+02,3.615821897983551025e-01,4.126191139221191406e-03,6.013170480728149414e-01,7.990105152130126953e-01
5.870000000000000000e+02,3.600855171680450439e-01,4.139244556427001953e-03,6.000712513923645020e-01,7.999465465545654297e-01
5.880000000000000000e+02,3.585900664329528809e-01,4.153072834014892578e-03,5.988239049911499023e-01,8.008807301521301270e-01
5.890000000000000000e+02,3.570961058139801025e-01,4.166185855865478516e-03,5.975751876831054688e-01,8.018128871917724609e-01
5.900000000000000000e+02,3.556034862995147705e-01,4.179894924163818359e-03,5.963249802589416504e-01,8.027431368827819824e-01
5.910000000000000000e+02,3.541122078895568848e-01,4.193663597106933594e-03,5.950732827186584473e-01,8.036714196205139160e-01
5.920000000000000000e+02,3.526224493980407715e-01,4.207015037536621094e-03,5.938202142715454102e-01,8.045977354049682617e-01
5.930000000000000000e+02,3.511339724063873291e-01,4.221141338348388672e-03,5.925655961036682129e-01,8.055222034454345703e-01
5.940000000000000000e+02,3.496471345424652100e-01,4.234373569488525391e-03,5.913096666336059570e-01,8.064445853233337402e-01
5.950000000000000000e+02,3.481615781784057617e-01,4.248738288879394531e-03,5.900521874427795410e-01,8.073651194572448730e-01
5.960000000000000000e+02,3.466776609420776367e-01,4.262149333953857422e-03,5.887933969497680664e-01,8.082835674285888672e-01
5.970000000000000000e+02,3.451951742172241211e-01,4.276275634765625000e-03,5.875331163406372070e-01,8.092001080513000488e-01
5.980000000000000000e+02,3.437140882015228271e-01,4.290580749511718750e-03,5.862713456153869629e-01,8.101147413253784180e-01
5.990000000000000000e+02,3.422346711158752441e-01,4.304230213165283203e-03,5.850082635879516602e-01,8.110273480415344238e-01
6.000000000000000000e+02,3.407566249370574951e-01,4.318833351135253906e-03,5.837436318397521973e-01,8.119380474090576172e-01
6.010000000000000000e+02,3.392802476882934570e-01,4.332661628723144531e-03,5.824776887893676758e-01,8.128467202186584473e-01
6.020000000000000000e+02,3.378054201602935791e-01,4.346907138824462891e-03,5.812103152275085449e-01,8.137534260749816895e-01
6.030000000000000000e+02,3.363321423530578613e-01,4.361331462860107422e-03,5.799415111541748047e-01,8.146581053733825684e-01
6.040000000000000000e+02,3.348605036735534668e-01,4.375576972961425781e-03,5.786713361740112305e-01,8.155608773231506348e-01
6.050000000000000000e+02,3.333903849124908447e-01,4.390239715576171875e-03,5.773996710777282715e-01,8.164616823196411133e-01
6.060000000000000000e+02,3.319219648838043213e-01,4.404485225677490234e-03,5.761266946792602539e-01,8.173604011535644531e-01
6.070000000000000000e+02,3.304550945758819580e-01,4.419326782226562500e-03,5.748522281646728516e-01,8.182572722434997559e-01
6.080000000000000000e+02,3.289899528026580811e-01,4.433691501617431641e-03,5.735764503479003906e-01,8.191519975662231445e-01
6.090000000000000000e+02,3.275264203548431396e-01,4.448533058166503906e-03,5.722992420196533203e-01,8.200448751449584961e-01
6.100000000000000000e+02,3.260645866394042969e-01,4.463255405426025391e-03,5.710206627845764160e-01,8.209356665611267090e-01
6.110000000000000000e+02,3.246044218540191650e-01,4.478156566619873047e-03,5.697406530380249023e-01,8.218245506286621094e-01
6.120000000000000000e+02,3.231459558010101318e-01,4.493057727813720703e-03,5.684592723846435547e-01,8.227114081382751465e-01
6.130000000000000000e+02,3.216892778873443604e-01,4.507780075073242188e-03,5.671765804290771484e-01,8.235962390899658203e-01
6.140000000000000000e+02,3.202342092990875244e-01,4.523217678070068359e-03,5.658923983573913574e-01,8.244791030883789062e-01
6.150000000000000000e+02,3.187810182571411133e-01,4.537880420684814453e-03,5.646069645881652832e-01,8.253598809242248535e-01
6.160000000000000000e+02,3.173294663429260254e-01,4.553437232971191406e-03,5.633200407028198242e-01,8.262388110160827637e-01
6.170000000000000000e+02,3.158797621726989746e-01,4.568457603454589844e-03,5.620318055152893066e-01,8.271155953407287598e-01
6.180000000000000000e+02,3.144318163394927979e-01,4.583835601806640625e-03,5.607421994209289551e-01,8.279904723167419434e-01
6.190000000000000000e+02,3.129857480525970459e-01,4.598975181579589844e-03,5.594512820243835449e-01,8.288632035255432129e-01
6.200000000000000000e+02,3.115414083003997803e-01,4.614710807800292969e-03,5.581589341163635254e-01,8.297340273857116699e-01
6.210000000000000000e+02,3.100989460945129395e-01,4.630088806152343750e-03,5.568652749061584473e-01,8.306028246879577637e-01
6.220000000000000000e+02,3.086583018302917480e-01,4.645764827728271484e-03,5.555702447891235352e-01,8.314695954322814941e-01
6.230000000000000000e+02,3.072195053100585938e-01,4.661440849304199219e-03,5.542738437652587891e-01,8.323343396186828613e-01
6.240000000000000000e+02,3.057826161384582520e-01,4.677057266235351562e-03,5.529761314392089844e-01,8.331970572471618652e-01
6.250000000000000000e+02,3.043475747108459473e-01,4.693031311035156250e-03,5.516770482063293457e-01,8.340578079223632812e-01
6.260000000000000000e+02,3.029144704341888428e-01,4.708766937255859375e-03,5.503766536712646484e-01,8.349164724349975586e-01
6.270000000000000000e+02,3.014833033084869385e-01,4.724681377410888672e-03,5.490749478340148926e-01,8.357731103897094727e-01
6.280000000000000000e+02,3.000539541244506836e-01,4.741072654724121094e-03,5.477718114852905273e-01,8.366277813911437988e-01
6.290000000000000000e+02,2.986266314983367920e-01,4.756867885589599609e-03,5.464674234390258789e-01,8.374803662300109863e-01
6.300000000000000000e+02,2.972012460231781006e-01,4.773139953613281250e-03,5.451616644859313965e-01,8.383309245109558105e-01
6.310000000000000000e+02,2.957778871059417725e-01,4.789233207702636719e-03,5.438546538352966309e-01,8.391793966293334961e-01
6.320000000000000000e+02,2.943564653396606445e-01,4.805684089660644531e-03,5.425462722778320312e-01,8.400259017944335938e-01
6.330000000000000000e+02,2.929370403289794922e-01,4.822134971618652344e-03,5.412365794181823730e-01,8.408703804016113281e-01
6.340000000000000000e+02,2.915196120738983154e-01,4.838705062866210938e-03,5.399255752563476562e-01,8.417127728462219238e-01
6.350000000000000000e+02,2.901042401790618896e-01,4.855155944824218750e-03,5.386132597923278809e-01,8.425530791282653809e-01
6.360000000000000000e+02,2.886908352375030518e-01,4.872083663940429688e-03,5.372995734214782715e-01,8.433914780616760254e-01
6.370000000000000000e+02,2.872795164585113525e-01,4.888713359832763672e-03,5.359846353530883789e-01,8.442277908325195312e-01
6.380000000000000000e+02,2.858703434467315674e-01,4.905223846435546875e-03,5.346684455871582031e-01,8.450619578361511230e-01
6.390000000000000000e+02,2.844632267951965332e-01,4.922211170196533203e-03,5.333509445190429688e-01,8.458940386772155762e-01
6.400000000000000000e+02,2.830580770969390869e-01,4.939675331115722656e-03,5.320320129394531250e-01,8.467242717742919922e-01
6.410000000000000000e+02,2.816551625728607178e-01,4.956305027008056641e-03,5.307119488716125488e-01,8.475522398948669434e-01
6.420000000000000000e+02,2.802543938159942627e-01,4.973351955413818359e-03,5.293905735015869141e-01,8.483782410621643066e-01
6.430000000000000000e+02,2.788556814193725586e-01,4.990875720977783203e-03,5.280678868293762207e-01,8.492021560668945312e-01
6.440000000000000000e+02,2.774591147899627686e-01,5.008220672607421875e-03,5.267438888549804688e-01,8.500240445137023926e-01
6.450000000000000000e+02,2.760646939277648926e-01,5.025684833526611328e-03,5.254185795783996582e-01,8.508439064025878906e-01
6.460000000000000000e+02,2.746725082397460938e-01,5.042970180511474609e-03,5.240920782089233398e-01,8.516616225242614746e-01
6.470000000000000000e+02,2.732824683189392090e-01,5.060732364654541016e-03,5.227642655372619629e-01,8.524773120880126953e-01
6.480000000000000000e+02,2.718947231769561768e-01,5.078077316284179688e-03,5.214352607727050781e-01,8.532908558845520020e-01
6.490000000000000000e+02,2.705090343952178955e-01,5.096435546875000000e-03,5.201048254966735840e-01,8.541024327278137207e-01
6.500000000000000000e+02,2.691256999969482422e-01,5.113840103149414062e-03,5.187732577323913574e-01,8.549118638038635254e-01
6.510000000000000000e+02,2.677445411682128906e-01,5.132019519805908203e-03,5.174403786659240723e-01,8.557192683219909668e-01
6.520000000000000000e+02,2.663657069206237793e-01,5.149841308593750000e-03,5.161063075065612793e-01,8.565245270729064941e-01
6.530000000000000000e+02,2.649891078472137451e-01,5.168080329895019531e-03,5.147709250450134277e-01,8.573277592658996582e-01
6.540000000000000000e+02,2.636147141456604004e-01,5.186617374420166016e-03,5.134342312812805176e-01,8.581289649009704590e-01
6.550000000000000000e+02,2.622427344322204590e-01,5.204498767852783203e-03,5.120964050292968750e-01,8.589279651641845703e-01
6.560000000000000000e+02,2.608729898929595947e-01,5.223214626312255859e-03,5.107572674751281738e-01,8.597249984741210938e-01
6.570000000000000000e+02,2.595056295394897461e-01,5.241453647613525391e-03,5.094169378280639648e-01,8.605198264122009277e-01
6.580000000000000000e+02,2.581406235694885254e-01,5.260050296783447266e-03,5.080754160881042480e-01,8.613125681877136230e-01
6.590000000000000000e+02,2.567777931690216064e-01,5.279421806335449219e-03,5.067324638366699219e-01,8.621034026145935059e-01
6.600000000000000000e+02,2.554174661636352539e-01,5.297660827636718750e-03,5.053884387016296387e-01,8.628919720649719238e-01
6.610000000000000000e+02,2.540595233440399170e-01,5.316555500030517578e-03,5.040431618690490723e-01,8.636784553527832031e-01
6.620000000000000000e+02,2.527039647102355957e-01,5.335569381713867188e-03,5.026966929435729980e-01,8.644628524780273438e-01
6.630000000000000000e+02,2.513507306575775146e-01,5.355000495910644531e-03,5.013489127159118652e-01,8.652451634407043457e-01
6.640000000000000000e+02,2.499999701976776123e-01,5.374014377593994141e-03,4.999999701976776123e-01,8.660253882408142090e-01
6.650000000000000000e+02,2.486516535282135010e-01,5.393266677856445312e-03,4.986498355865478516e-01,8.668035268783569336e-01
6.660000000000000000e+02,2.473057806491851807e-01,5.412697792053222656e-03,4.972984790802001953e-01,8.675795197486877441e-01
6.670000000000000000e+02,2.459623664617538452e-01,5.432188510894775391e-03,4.959459304809570312e-01,8.683533668518066406e-01
6.680000000000000000e+02,2.446213215589523315e-01,5.452215671539306641e-03,4.945920705795288086e-01,8.691252470016479492e-01
6.690000000000000000e+02,2.432828396558761597e-01,5.471646785736083984e-03,4.932371079921722412e-01,8.698949217796325684e-01
6.700000000000000000e+02,2.419468760490417480e-01,5.491375923156738281e-03,4.918809533119201660e-01,8.706624507904052734e-01
6.710000000000000000e+02,2.406134158372879028e-01,5.511403083801269531e-03,4.905236065387725830e-01,8.714278936386108398e-01
6.720000000000000000e+02,2.392824292182922363e-01,5.531668663024902344e-03,4.891650378704071045e-01,8.721912503242492676e-01
6.730000000000000000e+02,2.379539310932159424e-01,5.551993846893310547e-03,4.878052175045013428e-01,8.729525208473205566e-01
6.740000000000000000e+02,2.366280555725097656e-01,5.571961402893066406e-03,4.864442944526672363e-01,8.737115859985351562e-01
6.750000000000000000e+02,2.353047430515289307e-01,5.592346191406250000e-03,4.850822091102600098e-01,8.744685649871826172e-01
6.760000000000000000e+02,2.339840084314346313e-01,5.612850189208984375e-03,4.837189316749572754e-01,8.752233982086181641e-01
6.770000000000000000e+02,2.326657474040985107e-01,5.633950233459472656e-03,4.823543727397918701e-01,8.759761452674865723e-01
6.780000000000000000e+02,2.313501685857772827e-01,5.654394626617431641e-03,4.809887409210205078e-01,8.767267465591430664e-01
6.790000000000000000e+02,2.300372123718261719e-01,5.675196647644042969e-03,4.796219468116760254e-01,8.774752616882324219e-01
6.800000000000000000e+02,2.287268787622451782e-01,5.696177482604980469e-03,4.782539904117584229e-01,8.782215714454650879e-01
6.810000000000000000e+02,2.274191826581954956e-01,5.717277526855468750e-03,4.768848717212677002e-01,8.789657354354858398e-01
6.820000000000000000e+02,2.261140346527099609e-01,5.738973617553710938e-03,4.755145013332366943e-01,8.797078728675842285e-01
6.830000000000000000e+02,2.248116731643676758e-01,5.759775638580322266e-03,4.741430878639221191e-01,8.804478049278259277e-01
6.840000000000000000e+02,2.235119640827178955e-01,5.781352519989013672e-03,4.727705121040344238e-01,8.811855912208557129e-01
6.850000000000000000e+02,2.222149223089218140e-01,5.802989006042480469e-03,4.713967740535736084e-01,8.819212317466735840e-01
6.860000000000000000e+02,2.209204733371734619e-01,5.825221538543701172e-03,4.700217843055725098e-01,8.826548457145690918e-01
6.870000000000000000e+02,2.196288704872131348e-01,5.846440792083740234e-03,4.686457812786102295e-01,8.833861947059631348e-01
6.880000000000000000e+02,2.183399647474288940e-01,5.868554115295410156e-03,4.672686159610748291e-01,8.841153979301452637e-01
6.890000000000000000e+02,2.170538157224655151e-01,5.890607833862304688e-03,4.658903479576110840e-01,8.848424553871154785e-01
6.900000000000000000e+02,2.157703936100006104e-01,5.912899971008300781e-03,4.645109176635742188e-01,8.855674266815185547e-01
6.910000000000000000e+02,2.144896388053894043e-01,5.935728549957275391e-03,4.631302654743194580e-01,8.862902522087097168e-01
6.920000000000000000e+02,2.132117748260498047e-01,5.957722663879394531e-03,4.617486000061035156e-01,8.870108127593994141e-01
6.930000000000000000e+02,2.119366675615310669e-01,5.980491638183593750e-03,4.603658020496368408e-01,8.877293467521667480e-01
6.940000000000000000e+02,2.106643915176391602e-01,6.003081798553466797e-03,4.589819014072418213e-01,8.884456157684326172e-01
6.950000000000000000e+02,2.093948870897293091e-01,6.026208400726318359e-03,4.575968682765960693e-01,8.891597986221313477e-01
