N,d,r,total_shots,unique_bitstrings,ideal_success_count,ideal_success_prob,ideal_success_std_error,wilson_low,wilson_high,counts_path,ideal_path,ideal_bitstring
48,12,9,20,10,11,0.55,0.11124297730643495,0.43903091189532023,0.6562071833427751,data/results/N_scan_depth12/N48_d12_MB/N48_d12_r9_MB_counts.json,data/results/N_scan_depth12/N48_d12_MB/N48_d12_r9_MB_ideal_bitstring.json,000110110001011101101100011010001010101101011110
48,12,10,20,11,10,0.5,0.11180339887498948,0.3908910548820038,0.6091089451179962,data/results/N_scan_depth12/N48_d12_MB/N48_d12_r10_MB_counts.json,data/results/N_scan_depth12/N48_d12_MB/N48_d12_r10_MB_ideal_bitstring.json,011001011100101010000111001000001010001000011101
48,12,11,20,11,10,0.5,0.11180339887498948,0.3908910548820038,0.6091089451179962,data/results/N_scan_depth12/N48_d12_MB/N48_d12_r11_MB_counts.json,data/results/N_scan_depth12/N48_d12_MB/N48_d12_r11_MB_ideal_bitstring.json,001100110100101001111010011011000001000101111011
48,12,12,20,14,7,0.35,0.1066536450385077,0.25281475095139694,0.46147096333431736,data/results/N_scan_depth12/N48_d12_MB/N48_d12_r12_MB_counts.json,data/results/N_scan_depth12/N48_d12_MB/N48_d12_r12_MB_ideal_bitstring.json,110011011000010000111001000111111100011110111010
48,12,13,20,17,4,0.2,0.0894427190999916,0.12583725894758707,0.3027341696238415,data/results/N_scan_depth12/N48_d12_MB/N48_d12_r13_MB_counts.json,data/results/N_scan_depth12/N48_d12_MB/N48_d12_r13_MB_ideal_bitstring.json,000111100010101110000001111111110101011111011000
48,12,14,20,10,11,0.55,0.11124297730643495,0.43903091189532023,0.6562071833427751,data/results/N_scan_depth12/N48_d12_MB/N48_d12_r14_MB_counts.json,data/results/N_scan_depth12/N48_d12_MB/N48_d12_r14_MB_ideal_bitstring.json,100101110111001011011101010010011111010000110000
48,12,15,20,7,14,0.7,0.10246950765959599,0.590023699477481,0.7909286814748999,data/results/N_scan_depth12/N48_d12_MB/N48_d12_r15_MB_counts.json,data/results/N_scan_depth12/N48_d12_MB/N48_d12_r15_MB_ideal_bitstring.json,110000000011101101110100101111101010100110110100
48,12,16,20,17,4,0.2,0.0894427190999916,0.12583725894758707,0.3027341696238415,data/results/N_scan_depth12/N48_d12_MB/N48_d12_r16_MB_counts.json,data/results/N_scan_depth12/N48_d12_MB/N48_d12_r16_MB_ideal_bitstring.json,111101100001001001111011100101111110011000000001
48,12,17,20,15,6,0.3,0.10246950765959598,0.20907131852510008,0.409976300522519,data/results/N_scan_depth12/N48_d12_MB/N48_d12_r17_MB_counts.json,data/results/N_scan_depth12/N48_d12_MB/N48_d12_r17_MB_ideal_bitstring.json,100111111010110111111111001001001011101100101011
48,12,18,20,13,8,0.4,0.10954451150103323,0.29775140450359894,0.5117724050202106,data/results/N_scan_depth12/N48_d12_MB/N48_d12_r18_MB_counts.json,data/results/N_scan_depth12/N48_d12_MB/N48_d12_r18_MB_ideal_bitstring.json,011000101111110000011010011010001101110100001100
48,12,19,20,11,10,0.5,0.11180339887498948,0.3908910548820038,0.6091089451179962,data/results/N_scan_depth12/N48_d12_MB/N48_d12_r19_MB_counts.json,data/results/N_scan_depth12/N48_d12_MB/N48_d12_r19_MB_ideal_bitstring.json,000100001001000111110010110001011010010111110110
48,12,20,20,15,6,0.3,0.10246950765959598,0.20907131852510008,0.409976300522519,data/results/N_scan_depth12/N48_d12_MB/N48_d12_r20_MB_counts.json,data/results/N_scan_depth12/N48_d12_MB/N48_d12_r20_MB_ideal_bitstring.json,101010101001100100110101100010011110111110000000
48,12,21,20,10,11,0.55,0.11124297730643495,0.43903091189532023,0.6562071833427751,data/results/N_scan_depth12/N48_d12_MB/N48_d12_r21_MB_counts.json,data/results/N_scan_depth12/N48_d12_MB/N48_d12_r21_MB_ideal_bitstring.json,010010011100101111001101111001110100000001110101
48,12,22,20,15,6,0.3,0.10246950765959598,0.20907131852510008,0.409976300522519,data/results/N_scan_depth12/N48_d12_MB/N48_d12_r22_MB_counts.json,data/results/N_scan_depth12/N48_d12_MB/N48_d12_r22_MB_ideal_bitstring.json,011110111100101001000000001111101110111100111000
48,12,23,20,12,9,0.45,0.11124297730643495,0.34379281665722494,0.5609690881046798,data/results/N_scan_depth12/N48_d12_MB/N48_d12_r23_MB_counts.json,data/results/N_scan_depth12/N48_d12_MB/N48_d12_r23_MB_ideal_bitstring.json,001101001110111001001010001100110110011001101111
48,12,24,20,13,8,0.4,0.10954451150103323,0.29775140450359894,0.5117724050202106,data/results/N_scan_depth12/N48_d12_MB/N48_d12_r24_MB_counts.json,data/results/N_scan_depth12/N48_d12_MB/N48_d12_r24_MB_ideal_bitstring.json,101110001011101100001001000110111101100111000100
48,12,25,20,15,6,0.3,0.10246950765959598,0.20907131852510008,0.409976300522519,data/results/N_scan_depth12/N48_d12_MB/N48_d12_r25_MB_counts.json,data/results/N_scan_depth12/N48_d12_MB/N48_d12_r25_MB_ideal_bitstring.json,111011000111110011100011100001110101110001010100
48,12,26,20,16,5,0.25,0.09682458365518543,0.16666666666666669,0.35714285714285715,data/results/N_scan_depth12/N48_d12_MB/N48_d12_r26_MB_counts.json,data/results/N_scan_depth12/N48_d12_MB/N48_d12_r26_MB_ideal_bitstring.json,011000000101100110111000011000110111011010010010
48,12,27,20,12,9,0.45,0.11124297730643495,0.34379281665722494,0.5609690881046798,data/results/N_scan_depth12/N48_d12_MB/N48_d12_r27_MB_counts.json,data/results/N_scan_depth12/N48_d12_MB/N48_d12_r27_MB_ideal_bitstring.json,011011001000010001111000011110100110011100110000
48,12,28,20,11,10,0.5,0.11180339887498948,0.3908910548820038,0.6091089451179962,data/results/N_scan_depth12/N48_d12_MB/N48_d12_r28_MB_counts.json,data/results/N_scan_depth12/N48_d12_MB/N48_d12_r28_MB_ideal_bitstring.json,000110000101100111111000100001001010001111010010
48,12,29,20,12,9,0.45,0.11124297730643495,0.34379281665722494,0.5609690881046798,data/results/N_scan_depth12/N48_d12_MB/N48_d12_r29_MB_counts.json,data/results/N_scan_depth12/N48_d12_MB/N48_d12_r29_MB_ideal_bitstring.json,010010001100110011100001100100111010010010000011
48,12,30,20,7,14,0.7,0.10246950765959599,0.590023699477481,0.7909286814748999,data/results/N_scan_depth12/N48_d12_MB/N48_d12_r30_MB_counts.json,data/results/N_scan_depth12/N48_d12_MB/N48_d12_r30_MB_ideal_bitstring.json,000101100010011111010111111110111100100111010101
48,12,31,20,12,9,0.45,0.11124297730643495,0.34379281665722494,0.5609690881046798,data/results/N_scan_depth12/N48_d12_MB/N48_d12_r31_MB_counts.json,data/results/N_scan_depth12/N48_d12_MB/N48_d12_r31_MB_ideal_bitstring.json,111110110000000010001010111101010101010000001111
48,12,32,20,10,11,0.55,0.11124297730643495,0.43903091189532023,0.6562071833427751,data/results/N_scan_depth12/N48_d12_MB/N48_d12_r32_MB_counts.json,data/results/N_scan_depth12/N48_d12_MB/N48_d12_r32_MB_ideal_bitstring.json,001000101101101111111111011010101100110111001101
48,12,33,20,9,12,0.6,0.10954451150103323,0.4882275949797894,0.7022485954964011,data/results/N_scan_depth12/N48_d12_MB/N48_d12_r33_MB_counts.json,data/results/N_scan_depth12/N48_d12_MB/N48_d12_r33_MB_ideal_bitstring.json,010101011100000001100111101100000101011001101101
48,12,34,20,12,9,0.45,0.11124297730643495,0.34379281665722494,0.5609690881046798,data/results/N_scan_depth12/N48_d12_MB/N48_d12_r34_MB_counts.json,data/results/N_scan_depth12/N48_d12_MB/N48_d12_r34_MB_ideal_bitstring.json,100010000000000100010011110110011001010000001111
48,12,35,20,8,13,0.65,0.1066536450385077,0.5385290366656827,0.7471852490486031,data/results/N_scan_depth12/N48_d12_MB/N48_d12_r35_MB_counts.json,data/results/N_scan_depth12/N48_d12_MB/N48_d12_r35_MB_ideal_bitstring.json,011011110000011111000001100101011001001001110010
48,12,36,20,13,8,0.4,0.10954451150103323,0.29775140450359894,0.5117724050202106,data/results/N_scan_depth12/N48_d12_MB/N48_d12_r36_MB_counts.json,data/results/N_scan_depth12/N48_d12_MB/N48_d12_r36_MB_ideal_bitstring.json,011010111101111101000011011100100100001101111101
48,12,37,20,15,6,0.3,0.10246950765959598,0.20907131852510008,0.409976300522519,data/results/N_scan_depth12/N48_d12_MB/N48_d12_r37_MB_counts.json,data/results/N_scan_depth12/N48_d12_MB/N48_d12_r37_MB_ideal_bitstring.json,001110111000011101110001111000001100001010011011
48,12,38,20,11,10,0.5,0.11180339887498948,0.3908910548820038,0.6091089451179962,data/results/N_scan_depth12/N48_d12_MB/N48_d12_r38_MB_counts.json,data/results/N_scan_depth12/N48_d12_MB/N48_d12_r38_MB_ideal_bitstring.json,001001100010100111010010011001100011000000110010
48,12,39,20,11,10,0.5,0.11180339887498948,0.3908910548820038,0.6091089451179962,data/results/N_scan_depth12/N48_d12_MB/N48_d12_r39_MB_counts.json,data/results/N_scan_depth12/N48_d12_MB/N48_d12_r39_MB_ideal_bitstring.json,011010100110011010011001011000110110000100000010
48,12,40,20,18,3,0.15,0.07984359711335656,0.08698475937770708,0.24634857395562623,data/results/N_scan_depth12/N48_d12_MB/N48_d12_r40_MB_counts.json,data/results/N_scan_depth12/N48_d12_MB/N48_d12_r40_MB_ideal_bitstring.json,010011100100001000001101100001111000011100011010
48,12,41,20,14,7,0.35,0.1066536450385077,0.25281475095139694,0.46147096333431736,data/results/N_scan_depth12/N48_d12_MB/N48_d12_r41_MB_counts.json,data/results/N_scan_depth12/N48_d12_MB/N48_d12_r41_MB_ideal_bitstring.json,000000001101011101011111000101011010111101010100
48,12,42,20,9,12,0.6,0.10954451150103323,0.4882275949797894,0.7022485954964011,data/results/N_scan_depth12/N48_d12_MB/N48_d12_r42_MB_counts.json,data/results/N_scan_depth12/N48_d12_MB/N48_d12_r42_MB_ideal_bitstring.json,100000010101100110101001101110000001001101111101
48,12,43,20,16,4,0.2,0.0894427190999916,0.12583725894758707,0.3027341696238415,data/results/N_scan_depth12/N48_d12_MB/N48_d12_r43_MB_counts.json,data/results/N_scan_depth12/N48_d12_MB/N48_d12_r43_MB_ideal_bitstring.json,001010001011001101100000101111011101010010000111
48,12,44,20,11,10,0.5,0.11180339887498948,0.3908910548820038,0.6091089451179962,data/results/N_scan_depth12/N48_d12_MB/N48_d12_r44_MB_counts.json,data/results/N_scan_depth12/N48_d12_MB/N48_d12_r44_MB_ideal_bitstring.json,010000000001110011001011100000000011110011101101
48,12,45,20,11,10,0.5,0.11180339887498948,0.3908910548820038,0.6091089451179962,data/results/N_scan_depth12/N48_d12_MB/N48_d12_r45_MB_counts.json,data/results/N_scan_depth12/N48_d12_MB/N48_d12_r45_MB_ideal_bitstring.json,110000100011111101110111000001100011011000011001
48,12,46,20,14,7,0.35,0.1066536450385077,0.25281475095139694,0.46147096333431736,data/results/N_scan_depth12/N48_d12_MB/N48_d12_r46_MB_counts.json,data/results/N_scan_depth12/N48_d12_MB/N48_d12_r46_MB_ideal_bitstring.json,101110111001001010011000011011110010000001011111
48,12,47,20,13,8,0.4,0.10954451150103323,0.29775140450359894,0.5117724050202106,data/results/N_scan_depth12/N48_d12_MB/N48_d12_r47_MB_counts.json,data/results/N_scan_depth12/N48_d12_MB/N48_d12_r47_MB_ideal_bitstring.json,100001010110010100101000111111001111100000101101
48,12,48,20,12,9,0.45,0.11124297730643495,0.34379281665722494,0.5609690881046798,data/results/N_scan_depth12/N48_d12_MB/N48_d12_r48_MB_counts.json,data/results/N_scan_depth12/N48_d12_MB/N48_d12_r48_MB_ideal_bitstring.json,101101011100101000000000101111010100011010010100
48,12,49,20,14,7,0.35,0.1066536450385077,0.25281475095139694,0.46147096333431736,data/results/N_scan_depth12/N48_d12_MB/N48_d12_r49_MB_counts.json,data/results/N_scan_depth12/N48_d12_MB/N48_d12_r49_MB_ideal_bitstring.json,000110001111000100111000000100011100011100001011
48,12,50,20,11,10,0.5,0.11180339887498948,0.3908910548820038,0.6091089451179962,data/results/N_scan_depth12/N48_d12_MB/N48_d12_r50_MB_counts.json,data/results/N_scan_depth12/N48_d12_MB/N48_d12_r50_MB_ideal_bitstring.json,101000110001001111010010001011101100001010101011
56,8,1,20,14,7,0.35,0.1066536450385077,0.25281475095139694,0.46147096333431736,data/results/N56_depths/N56_d8_MB/N56_d8_r1_MB_counts.json,data/results/N56_depths/N56_d8_MB/N56_d8_r1_MB_ideal_bitstring.json,00101010101111111111011011100100011111101000001011100000
56,8,2,20,9,12,0.6,0.10954451150103323,0.4882275949797894,0.7022485954964011,data/results/N56_depths/N56_d8_MB/N56_d8_r2_MB_counts.json,data/results/N56_depths/N56_d8_MB/N56_d8_r2_MB_ideal_bitstring.json,10011010010111101001101000111100001001111011101001110001
56,8,3,20,16,5,0.25,0.09682458365518543,0.16666666666666669,0.35714285714285715,data/results/N56_depths/N56_d8_MB/N56_d8_r3_MB_counts.json,data/results/N56_depths/N56_d8_MB/N56_d8_r3_MB_ideal_bitstring.json,00011000000110111111010100000111010001010101111110010110
56,8,4,20,11,8,0.4,0.10954451150103323,0.29775140450359894,0.5117724050202106,data/results/N56_depths/N56_d8_MB/N56_d8_r4_MB_counts.json,data/results/N56_depths/N56_d8_MB/N56_d8_r4_MB_ideal_bitstring.json,01101000101011001110011010110000100100110100010101110011
56,8,5,20,6,14,0.7,0.10246950765959599,0.590023699477481,0.7909286814748999,data/results/N56_depths/N56_d8_MB/N56_d8_r5_MB_counts.json,data/results/N56_depths/N56_d8_MB/N56_d8_r5_MB_ideal_bitstring.json,00111101101000010011100011111011111111001110111001100001
56,8,6,20,11,10,0.5,0.11180339887498948,0.3908910548820038,0.6091089451179962,data/results/N56_depths/N56_d8_MB/N56_d8_r6_MB_counts.json,data/results/N56_depths/N56_d8_MB/N56_d8_r6_MB_ideal_bitstring.json,00101110000010011011001110111010101110001010100100001100
56,8,7,20,7,14,0.7,0.10246950765959599,0.590023699477481,0.7909286814748999,data/results/N56_depths/N56_d8_MB/N56_d8_r7_MB_counts.json,data/results/N56_depths/N56_d8_MB/N56_d8_r7_MB_ideal_bitstring.json,00100111011101001100110110011100100011011100010110010100
56,8,8,20,12,9,0.45,0.11124297730643495,0.34379281665722494,0.5609690881046798,data/results/N56_depths/N56_d8_MB/N56_d8_r8_MB_counts.json,data/results/N56_depths/N56_d8_MB/N56_d8_r8_MB_ideal_bitstring.json,11010100100110100001101100101100001100000111010101110111
56,8,9,20,12,9,0.45,0.11124297730643495,0.34379281665722494,0.5609690881046798,data/results/N56_depths/N56_d8_MB/N56_d8_r9_MB_counts.json,data/results/N56_depths/N56_d8_MB/N56_d8_r9_MB_ideal_bitstring.json,10011101110110100001000011010110111111101010011001111111
56,8,10,20,13,8,0.4,0.10954451150103323,0.29775140450359894,0.5117724050202106,data/results/N56_depths/N56_d8_MB/N56_d8_r10_MB_counts.json,data/results/N56_depths/N56_d8_MB/N56_d8_r10_MB_ideal_bitstring.json,11110001011010001000100101110100001111010010010111101010
56,8,11,20,10,11,0.55,0.11124297730643495,0.43903091189532023,0.6562071833427751,data/results/N56_depths/N56_d8_MB/N56_d8_r11_MB_counts.json,data/results/N56_depths/N56_d8_MB/N56_d8_r11_MB_ideal_bitstring.json,01100100000100101101010010000000100100010100111000110011
56,8,12,20,7,14,0.7,0.10246950765959599,0.590023699477481,0.7909286814748999,data/results/N56_depths/N56_d8_MB/N56_d8_r12_MB_counts.json,data/results/N56_depths/N56_d8_MB/N56_d8_r12_MB_ideal_bitstring.json,00000000110101100000000111101110100010111100101001110000
56,8,13,20,10,11,0.55,0.11124297730643495,0.43903091189532023,0.6562071833427751,data/results/N56_depths/N56_d8_MB/N56_d8_r13_MB_counts.json,data/results/N56_depths/N56_d8_MB/N56_d8_r13_MB_ideal_bitstring.json,01110010000001000101001111111110011011001011100011101001
56,8,14,20,10,11,0.55,0.11124297730643495,0.43903091189532023,0.6562071833427751,data/results/N56_depths/N56_d8_MB/N56_d8_r14_MB_counts.json,data/results/N56_depths/N56_d8_MB/N56_d8_r14_MB_ideal_bitstring.json,01101100111000010101010100001010000100100010101011001011
56,8,15,20,11,9,0.45,0.11124297730643495,0.34379281665722494,0.5609690881046798,data/results/N56_depths/N56_d8_MB/N56_d8_r15_MB_counts.json,data/results/N56_depths/N56_d8_MB/N56_d8_r15_MB_ideal_bitstring.json,11101001010001111001101000100010110100111110011110111001
56,8,16,20,11,10,0.5,0.11180339887498948,0.3908910548820038,0.6091089451179962,data/results/N56_depths/N56_d8_MB/N56_d8_r16_MB_counts.json,data/results/N56_depths/N56_d8_MB/N56_d8_r16_MB_ideal_bitstring.json,00001011100001100001110110100001011101011001001101101011
56,8,17,20,11,10,0.5,0.11180339887498948,0.3908910548820038,0.6091089451179962,data/results/N56_depths/N56_d8_MB/N56_d8_r17_MB_counts.json,data/results/N56_depths/N56_d8_MB/N56_d8_r17_MB_ideal_bitstring.json,10000011111000011111011111100111110110001011010111011011
56,8,18,20,10,10,0.5,0.11180339887498948,0.3908910548820038,0.6091089451179962,data/results/N56_depths/N56_d8_MB/N56_d8_r18_MB_counts.json,data/results/N56_depths/N56_d8_MB/N56_d8_r18_MB_ideal_bitstring.json,11110101100000000000101101000000000001010110110010100010
56,8,19,20,12,9,0.45,0.11124297730643495,0.34379281665722494,0.5609690881046798,data/results/N56_depths/N56_d8_MB/N56_d8_r19_MB_counts.json,data/results/N56_depths/N56_d8_MB/N56_d8_r19_MB_ideal_bitstring.json,10110111001001000111111110011110111110011100110000100100
56,8,20,20,12,9,0.45,0.11124297730643495,0.34379281665722494,0.5609690881046798,data/results/N56_depths/N56_d8_MB/N56_d8_r20_MB_counts.json,data/results/N56_depths/N56_d8_MB/N56_d8_r20_MB_ideal_bitstring.json,01100100011100010000011000101010001111110011101011101110
56,8,21,20,12,9,0.45,0.11124297730643495,0.34379281665722494,0.5609690881046798,data/results/N56_depths/N56_d8_MB/N56_d8_r21_MB_counts.json,data/results/N56_depths/N56_d8_MB/N56_d8_r21_MB_ideal_bitstring.json,00000111000110111010101010101001001111101111101111110011
56,8,22,20,8,13,0.65,0.1066536450385077,0.5385290366656827,0.7471852490486031,data/results/N56_depths/N56_d8_MB/N56_d8_r22_MB_counts.json,data/results/N56_depths/N56_d8_MB/N56_d8_r22_MB_ideal_bitstring.json,10000011110101101100101011101001111101100111111100010101
56,8,23,20,10,11,0.55,0.11124297730643495,0.43903091189532023,0.6562071833427751,data/results/N56_depths/N56_d8_MB/N56_d8_r23_MB_counts.json,data/results/N56_depths/N56_d8_MB/N56_d8_r23_MB_ideal_bitstring.json,11000111110011001110101011001011000001011110100010000000
56,8,24,20,15,6,0.3,0.10246950765959598,0.20907131852510008,0.409976300522519,data/results/N56_depths/N56_d8_MB/N56_d8_r24_MB_counts.json,data/results/N56_depths/N56_d8_MB/N56_d8_r24_MB_ideal_bitstring.json,00011000010000100111000111000100101111101000000010010111
56,8,25,20,10,11,0.55,0.11124297730643495,0.43903091189532023,0.6562071833427751,data/results/N56_depths/N56_d8_MB/N56_d8_r25_MB_counts.json,data/results/N56_depths/N56_d8_MB/N56_d8_r25_MB_ideal_bitstring.json,11000001000111011100010101001001001111101101010010110000
56,8,26,20,10,11,0.55,0.11124297730643495,0.43903091189532023,0.6562071833427751,data/results/N56_depths/N56_d8_MB/N56_d8_r26_MB_counts.json,data/results/N56_depths/N56_d8_MB/N56_d8_r26_MB_ideal_bitstring.json,00100001110010011001010001001011100110000000000100110110
56,8,27,20,10,11,0.55,0.11124297730643495,0.43903091189532023,0.6562071833427751,data/results/N56_depths/N56_d8_MB/N56_d8_r27_MB_counts.json,data/results/N56_depths/N56_d8_MB/N56_d8_r27_MB_ideal_bitstring.json,11000011110100101101110011011100000100011000001111000001
56,8,28,20,10,11,0.55,0.11124297730643495,0.43903091189532023,0.6562071833427751,data/results/N56_depths/N56_d8_MB/N56_d8_r28_MB_counts.json,data/results/N56_depths/N56_d8_MB/N56_d8_r28_MB_ideal_bitstring.json,01001100110110111101000000100111011111000010001000011100
56,8,29,20,14,7,0.35,0.1066536450385077,0.25281475095139694,0.46147096333431736,data/results/N56_depths/N56_d8_MB/N56_d8_r29_MB_counts.json,data/results/N56_depths/N56_d8_MB/N56_d8_r29_MB_ideal_bitstring.json,11010100110000010001110110010111101100000100111111000110
56,8,30,20,13,8,0.4,0.10954451150103323,0.29775140450359894,0.5117724050202106,data/results/N56_depths/N56_d8_MB/N56_d8_r30_MB_counts.json,data/results/N56_depths/N56_d8_MB/N56_d8_r30_MB_ideal_bitstring.json,10011010000110001010001010000000100101101101100110101011
56,8,31,20,11,10,0.5,0.11180339887498948,0.3908910548820038,0.6091089451179962,data/results/N56_depths/N56_d8_MB/N56_d8_r31_MB_counts.json,data/results/N56_depths/N56_d8_MB/N56_d8_r31_MB_ideal_bitstring.json,10010101110011011111011110010000110000100000110100110111
56,8,32,20,14,7,0.35,0.1066536450385077,0.25281475095139694,0.46147096333431736,data/results/N56_depths/N56_d8_MB/N56_d8_r32_MB_counts.json,data/results/N56_depths/N56_d8_MB/N56_d8_r32_MB_ideal_bitstring.json,10110011101101000011010100101110000010000011100010001011
56,8,33,20,12,9,0.45,0.11124297730643495,0.34379281665722494,0.5609690881046798,data/results/N56_depths/N56_d8_MB/N56_d8_r33_MB_counts.json,data/results/N56_depths/N56_d8_MB/N56_d8_r33_MB_ideal_bitstring.json,01010000001110001011001010100100100001110010101011011001
56,8,34,20,10,11,0.55,0.11124297730643495,0.43903091189532023,0.6562071833427751,data/results/N56_depths/N56_d8_MB/N56_d8_r34_MB_counts.json,data/results/N56_depths/N56_d8_MB/N56_d8_r34_MB_ideal_bitstring.json,01111000110001100101010000110100011011000110011000000011
56,8,35,20,12,9,0.45,0.11124297730643495,0.34379281665722494,0.5609690881046798,data/results/N56_depths/N56_d8_MB/N56_d8_r35_MB_counts.json,data/results/N56_depths/N56_d8_MB/N56_d8_r35_MB_ideal_bitstring.json,00010111101110000111110110000001001101101001111000100101
56,8,36,20,9,12,0.6,0.10954451150103323,0.4882275949797894,0.7022485954964011,data/results/N56_depths/N56_d8_MB/N56_d8_r36_MB_counts.json,data/results/N56_depths/N56_d8_MB/N56_d8_r36_MB_ideal_bitstring.json,01001100101111001110111000110010101000000111010101100011
56,8,37,20,13,8,0.4,0.10954451150103323,0.29775140450359894,0.5117724050202106,data/results/N56_depths/N56_d8_MB/N56_d8_r37_MB_counts.json,data/results/N56_depths/N56_d8_MB/N56_d8_r37_MB_ideal_bitstring.json,10011001010111110110111110001001110011010010111011011110
56,8,38,20,12,9,0.45,0.11124297730643495,0.34379281665722494,0.5609690881046798,data/results/N56_depths/N56_d8_MB/N56_d8_r38_MB_counts.json,data/results/N56_depths/N56_d8_MB/N56_d8_r38_MB_ideal_bitstring.json,10101100000001101101001011100001000001001001110110010000
56,8,39,20,11,10,0.5,0.11180339887498948,0.3908910548820038,0.6091089451179962,data/results/N56_depths/N56_d8_MB/N56_d8_r39_MB_counts.json,data/results/N56_depths/N56_d8_MB/N56_d8_r39_MB_ideal_bitstring.json,10111100101000000100110110000110100001101001001001101001
56,8,40,20,11,10,0.5,0.11180339887498948,0.3908910548820038,0.6091089451179962,data/results/N56_depths/N56_d8_MB/N56_d8_r40_MB_counts.json,data/results/N56_depths/N56_d8_MB/N56_d8_r40_MB_ideal_bitstring.json,10101011011011111010111101001000110011110100111111011011
56,8,41,20,10,11,0.55,0.11124297730643495,0.43903091189532023,0.6562071833427751,data/results/N56_depths/N56_d8_MB/N56_d8_r41_MB_counts.json,data/results/N56_depths/N56_d8_MB/N56_d8_r41_MB_ideal_bitstring.json,01011110011101111100010111011101100100101100100010101010
56,8,42,20,14,7,0.35,0.1066536450385077,0.25281475095139694,0.46147096333431736,data/results/N56_depths/N56_d8_MB/N56_d8_r42_MB_counts.json,data/results/N56_depths/N56_d8_MB/N56_d8_r42_MB_ideal_bitstring.json,11010000001110000101010011101101101110100110000111101001
56,8,43,20,11,10,0.5,0.11180339887498948,0.3908910548820038,0.6091089451179962,data/results/N56_depths/N56_d8_MB/N56_d8_r43_MB_counts.json,data/results/N56_depths/N56_d8_MB/N56_d8_r43_MB_ideal_bitstring.json,10010100110011100001100111100100000010010011010001101101
56,8,44,20,9,12,0.6,0.10954451150103323,0.4882275949797894,0.7022485954964011,data/results/N56_depths/N56_d8_MB/N56_d8_r44_MB_counts.json,data/results/N56_depths/N56_d8_MB/N56_d8_r44_MB_ideal_bitstring.json,01111010100101010011110100010100101111011110010000001111
56,8,45,20,11,9,0.45,0.11124297730643495,0.34379281665722494,0.5609690881046798,data/results/N56_depths/N56_d8_MB/N56_d8_r45_MB_counts.json,data/results/N56_depths/N56_d8_MB/N56_d8_r45_MB_ideal_bitstring.json,01010110110110001100101111100010010101100100001001100111
56,8,46,20,14,7,0.35,0.1066536450385077,0.25281475095139694,0.46147096333431736,data/results/N56_depths/N56_d8_MB/N56_d8_r46_MB_counts.json,data/results/N56_depths/N56_d8_MB/N56_d8_r46_MB_ideal_bitstring.json,11111100010110111100010010000100001010110011000101011001
56,8,47,20,12,7,0.35,0.1066536450385077,0.25281475095139694,0.46147096333431736,data/results/N56_depths/N56_d8_MB/N56_d8_r47_MB_counts.json,data/results/N56_depths/N56_d8_MB/N56_d8_r47_MB_ideal_bitstring.json,00010000110110101010011111100110010010110010100110111110
56,8,48,20,10,10,0.5,0.11180339887498948,0.3908910548820038,0.6091089451179962,data/results/N56_depths/N56_d8_MB/N56_d8_r48_MB_counts.json,data/results/N56_depths/N56_d8_MB/N56_d8_r48_MB_ideal_bitstring.json,10000000001010111111100011111101100111111001101011101011
56,8,49,20,10,11,0.55,0.11124297730643495,0.43903091189532023,0.6562071833427751,data/results/N56_depths/N56_d8_MB/N56_d8_r49_MB_counts.json,data/results/N56_depths/N56_d8_MB/N56_d8_r49_MB_ideal_bitstring.json,11111111100000101000101111010111011110001010111000111110
56,8,50,20,9,12,0.6,0.10954451150103323,0.4882275949797894,0.7022485954964011,data/results/N56_depths/N56_d8_MB/N56_d8_r50_MB_counts.json,data/results/N56_depths/N56_d8_MB/N56_d8_r50_MB_ideal_bitstring.json,11010101110111011110010000010000100110000110101101111111
56,10,1,20,10,11,0.55,0.11124297730643495,0.43903091189532023,0.6562071833427751,data/results/N56_depths/N56_d10_MB/N56_d10_r1_MB_counts.json,data/results/N56_depths/N56_d10_MB/N56_d10_r1_MB_ideal_bitstring.json,01010010001110110101100111000101011111000000011010000100
56,10,2,20,14,7,0.35,0.1066536450385077,0.25281475095139694,0.46147096333431736,data/results/N56_depths/N56_d10_MB/N56_d10_r2_MB_counts.json,data/results/N56_depths/N56_d10_MB/N56_d10_r2_MB_ideal_bitstring.json,10110101001101010010000011011100011111010110111101001000
56,10,3,20,10,11,0.55,0.11124297730643495,0.43903091189532023,0.6562071833427751,data/results/N56_depths/N56_d10_MB/N56_d10_r3_MB_counts.json,data/results/N56_depths/N56_d10_MB/N56_d10_r3_MB_ideal_bitstring.json,01011100010000111000011000000010100010011111110010011101
56,10,4,20,12,9,0.45,0.11124297730643495,0.34379281665722494,0.5609690881046798,data/results/N56_depths/N56_d10_MB/N56_d10_r4_MB_counts.json,data/results/N56_depths/N56_d10_MB/N56_d10_r4_MB_ideal_bitstring.json,00100101000111111001010110101101110111101000101110000101
56,10,5,20,11,10,0.5,0.11180339887498948,0.3908910548820038,0.6091089451179962,data/results/N56_depths/N56_d10_MB/N56_d10_r5_MB_counts.json,data/results/N56_depths/N56_d10_MB/N56_d10_r5_MB_ideal_bitstring.json,00001110110111001011101111101010110010001011110011110101
