hour,Bus1__Bus2,Bus2__Bus3,Bus3__Bus4,Bus4__Bus5,Bus6__Bus7,Bus7__Bus8,Bus8__Bus9,Bus9__Bus10,Bus10__Bus11,Bus11__Bus12,Bus12__Bus13,Bus13__Bus14,Bus14__Bus15,Bus15__Bus16,Bus16__Bus17,Bus17__Bus18,Bus18__Bus19,Bus19__Bus20,Bus1__Bus6,Bus2__Bus7,Bus3__Bus8,Bus4__Bus9,Bus5__Bus10
148,-1891.981218585176,-3874.1350049250295,-5000.0,-4376.307294375913,1852.1538596686396,527.0131447228464,457.77145074547343,2480.777302946828,5000.0,1415.5840332973157,-2104.6572455903092,-2017.320191162788,-4281.967546224522,-3461.559439302438,-2528.5323460692466,-1724.6267696823702,-1262.6643627545413,-580.2129994401371,1500.0,1500.0,1500.0,1500.0,1500.0
149,-1829.2866767647115,-3734.3234756359143,-5000.0,-5000.0,-1037.1225675111186,-460.31057414368024,2988.7530848515785,1913.5488754247062,1704.3292445304915,-1130.435569065542,-589.9916591566289,-97.97165145478357,1841.0179960144637,2702.486155312977,87.50396359157503,-1488.2127310688884,-1036.996062975184,-437.5006472447799,1500.0,1500.0,1500.0,1500.0,1500.0
150,-1872.642962913685,-3831.0098616397086,-5000.0,-5000.0,-1306.1997851481005,-2507.1920367269313,1013.3478360530971,3014.299723482067,2491.48435070283,3229.9066832807157,2607.802749118698,3067.269285772583,5000.0,2950.19225947505,3783.055803561261,4493.690976904234,4906.913379177333,2730.785921360154,1500.0,1500.0,1500.0,1500.0,1500.0
151,-1991.681750106527,-4096.47148555288,-5000.0,-3935.5468492697323,-2479.6813738356295,-4662.194791380843,-1991.7658305106957,18.296355796720945,2457.434840092032,-2179.461744853575,-1535.6736200433538,-987.7048345783128,-4302.423625332716,-3461.4594227408106,-2623.9299066409185,-1774.6712598092222,-1258.4265225330846,-471.9499732775894,1500.0,1500.0,1500.0,1500.0,1500.0
152,-2099.165391194877,-4336.164635829948,-5000.0,-3831.450991028383,-2561.6027960915408,-606.3431487600337,2954.8123067764254,5000.0,4203.640043001835,5000.0,-529.7367216776229,12.456606886844384,1992.235528525869,2792.3473884297728,-2413.4974864262213,-1666.8405731348157,-1068.006791086861,-448.21980423033256,1500.0,1500.0,1500.0,1500.0,1500.0
153,-2117.394134594553,-4376.815518948702,-5000.0,-5000.0,2316.08094801049,4409.94872992809,2921.579820754063,5000.0,2470.6999633793803,3245.8553512463004,1283.0596524449793,-5000.0,-3067.269285772583,-3339.1470442380933,-2412.4852592414773,-1637.3974967660079,-1115.0122479516376,-430.0580955181895,1500.0,1500.0,1500.0,1500.0,1500.0
154,-2037.3465939682417,-4198.306054714225,-5000.0,-4879.8726390583515,2319.7058473799007,4237.284836641651,3990.62313862575,1036.225283103321,-934.5765294825151,-174.38753059701867,487.2539082400817,-5000.0,-3054.830904943085,-3333.4413635290152,-2473.638846429652,-1713.8075983027798,-1171.4798069810636,-455.0025251055713,1500.0,1500.0,1500.0,1500.0,1500.0
155,-1925.5215195325263,-3948.9313210332925,-5000.0,-5000.0,-1885.7907633842406,-3540.7003669791347,-54.5558063133044,1967.439243332943,991.1277535015624,1776.0528879370968,-1976.4991793473241,-1488.4761745313767,458.5479581463037,-2782.113784822007,-2294.3321567866537,-1550.3893766048427,-976.0848618817377,-382.93452976256503,1500.0,1500.0,1500.0,1500.0,1500.0
156,-1873.271409100349,-3832.4113237109204,-5000.0,-4609.774230670755,1938.4997136635302,3930.9909089441626,4009.0049373875945,2627.9387676975057,5000.0,5000.0,4607.427257999353,5000.0,3017.8817851395324,2659.167693165339,3567.7624517867516,1425.3814913537449,-1123.1051929720152,-468.78458323322775,1500.0,1500.0,1500.0,1500.0,1500.0
157,-1927.2076937313477,-3952.6915621410453,-5000.0,-3382.3537737472607,2247.8763736909796,570.1184976596644,2956.032703052774,5000.0,3978.0805984359154,4769.667581641408,1003.2169411914092,1459.2961517301364,-1098.7438876377892,-3327.24162608485,-2555.7058847522,-1763.305407098881,-1125.0416850551183,-444.230559671395,1500.0,1500.0,1500.0,1500.0,1500.0
158,-2053.670167181253,-4234.708326237469,-5000.0,-3942.222740676234,-2206.237789920452,-5000.0,-1342.30057741477,709.4216662409776,-1363.9287337249375,-555.9413558571555,79.79100254133982,-5000.0,-3013.4676993545945,-3103.8780064256434,-2333.336848685829,-1622.701675342856,-1054.8859220247268,-431.62119793341935,1500.0,1500.0,1500.0,1500.0,1500.0
159,-2164.315375000114,-4481.451906531366,-5000.0,-4065.8251127898493,2324.0940535408035,-1416.0965935383906,2148.903622475418,-2100.002026557532,-5000.0,-4087.957308860561,-5000.0,-4556.665538483337,-2514.872190492294,-3572.411039692247,-2778.1673276759675,-1948.57412968683,-1306.318382662408,-551.3850175337184,1500.0,1500.0,1500.0,1500.0,1500.0
160,-2183.340105895594,-4523.877876058792,-5000.0,-3467.1873118044396,2283.0447604633555,-1612.545257171209,1948.117417373282,1767.198534327722,4128.569846257298,5000.0,999.6710965143548,1330.633430814487,-3970.1361288126063,-3091.9989160865216,-2246.4903559021104,-1465.5908950966204,-940.2807853948616,-422.92350823304696,1500.0,1500.0,1500.0,1500.0,1500.0
161,-2105.153396368717,-4349.518145345069,-5000.0,-2940.206023845627,2226.9608957478385,4165.458553675567,2122.5952490568525,4197.095421095951,3054.179352868696,3893.8992056553207,4495.017524214107,4917.277401651308,478.6981501168202,1278.9655026893834,2081.194336355189,2836.811928537678,3489.2815481990365,-445.3036009375064,1500.0,1500.0,1500.0,1500.0,1500.0
162,-1998.5833863470832,-4111.862431708169,-5000.0,-3314.5953873288636,1679.0174289564056,-588.4120378943289,2942.5567718040547,5000.0,5000.0,423.2764387634352,1094.5437654676343,1476.6953346441387,3626.688374732963,-311.96002676809485,-2546.4425484726025,-1745.8786901600433,-1147.6347864520371,-574.782501800225,1500.0,1500.0,1500.0,1500.0,1500.0
163,-1954.4160307932061,-4013.3673259886473,-5000.0,-3169.3220374518837,-2379.105553891923,-4202.8976977006505,-3321.5133087855934,-1325.4288887801163,1028.3883063735984,1886.9228898423598,2524.5134609840043,2855.582992977569,5000.0,1491.7179268666405,-2536.6139553777725,-1639.464376530731,-1056.0447665956112,-444.0891006547904,1500.0,1500.0,1500.0,1500.0,1500.0
164,-2155.4427199529337,-4290.406009155991,-5000.0,-3030.861601740987,-602.2595604998801,1326.5041264069055,5000.0,2139.603190826817,3427.213010714202,4370.248138445953,5000.0,2976.9560990466603,5000.0,1023.5732743746448,-2438.7115065378584,-1619.9281647598832,-1057.7319270398289,-469.17654555017725,1500.0,1500.0,1500.0,1500.0,1500.0
165,-2447.082519261376,-4743.021895801705,-5000.0,-1889.0857714369824,2114.051837138745,3054.8719516303995,609.0302623813277,-3473.007126608759,-1154.5636583084997,-243.64020970233105,389.12429618498754,801.9046725170647,-3987.672425960476,-3199.034055751772,-2430.8242427852974,-1556.3176260216287,-1024.956506774768,-500.5755518913129,1500.0,1500.0,1500.0,1500.0,1500.0
166,-2557.718716347651,-4989.745381773731,-2621.4438252041487,-710.7880665877933,1715.6972875927631,-2796.885953482408,773.7852152156847,2672.35305840817,5000.0,862.3894529595782,1426.7679886527058,1812.9033563158137,-4153.26049694111,-3245.710565823676,-2556.2069818031814,-1725.6105912355042,-1129.7871671540397,-561.2082347541254,1500.0,1500.0,1500.0,1500.0,1500.0
167,-2574.3385043596713,-5000.0,-2147.250806704162,-793.4915824883144,2124.5629635311143,4233.767574051178,667.7216120012531,-1290.8409454081084,1042.8883333053145,1969.8674580487295,2528.427235989315,2942.4905664242433,5000.0,-1567.6184645143248,-2493.3949505563005,-1578.5066836240203,-1044.7851628055705,-540.5522985334346,1500.0,1500.0,1500.0,1500.0,1500.0
