Country,ISO3,centroid_lon,centroid_lat,tc_basin,Mang_Ha_2020,Risk_Pop_2020,Risk_Stock_2020,Ben_Pop_2020,Ben_Stock_2020,mangrove_area_ha_2020,service_population_benefit_2020,service_property_benefit_2020,tc_baseline_exposure,ssp245_slr_mean_mm_yr,ssp245_tc_regime_multiplier,ssp245_tc_shifted_exposure,ssp245_risk_index,ssp245_mangrove_area_risk_ha_equiv,ssp245_service_population_exposure,ssp245_service_property_exposure,ssp245_priority_score,ssp370_slr_mean_mm_yr,ssp370_tc_regime_multiplier,ssp370_tc_shifted_exposure,ssp370_risk_index,ssp370_mangrove_area_risk_ha_equiv,ssp370_service_population_exposure,ssp370_service_property_exposure,ssp370_priority_score,ssp585_slr_mean_mm_yr,ssp585_tc_regime_multiplier,ssp585_tc_shifted_exposure,ssp585_risk_index,ssp585_mangrove_area_risk_ha_equiv,ssp585_service_population_exposure,ssp585_service_property_exposure,ssp585_priority_score
Samoa,WSM,-172.10462949999996,-13.759029499999968,west_pacific,231,543,0.0,2568.0,0.0,231,2568.0,0.0,13.90867684242133,8.133333333333333,0.98,13.630503305572903,0.8998632606461155,207.86841320925268,2310.8488533392247,0.0,0.3601009137247741,9.28888888888889,0.95,13.213243000300263,0.8974267343818894,207.30557564221644,2304.5918538926917,0.0,0.3591263032190836,10.488888888888889,0.92,12.795982695027625,0.9013880324992823,208.2206355073342,2314.764467458157,0.0,0.3607108224660408
Martinique,MTQ,-61.0241735,14.6415275,atlantic_east_pacific,1944,2384,0.0,620.0,0.0,1944,620.0,0.0,1.823991203417178,5.666666666666667,1.1,2.006390323758896,0.35445120595833945,689.053144383012,219.75974769417047,0.0,0.1419476308259374,6.622222222222224,1.18,2.1523096200322698,0.3670388576191238,713.5235392115767,227.56409172385676,0.0,0.14698269149025112,7.633333333333333,1.25,2.2799890042714726,0.38346075986556566,745.4477171786597,237.7456711166507,0.0,0.15355145238882786
French Polynesia,PYF,-143.91056799999996,-17.90194349999996,west_pacific,126,1753,0.0,122.0,0.0,126,122.0,0.0,3.148843388049378,6.211111111111112,0.98,3.0858665202883904,0.42076544614431727,53.01644621418398,51.33338442960671,0.0,0.1683214025071004,7.300000000000001,0.95,2.9914012186469088,0.4278285095512553,53.90639220345817,52.19507816525314,0.0,0.1711466278698756,8.344444444444445,0.92,2.8969359170054276,0.43486105161528965,54.792492503526496,53.05304829706534,0.0,0.17395964469548936
Tonga,TON,-174.7954405,-18.507222999999954,west_pacific,1039,896,11031140.544791,1404.0,17285403.264382,1039,1404.0,17285403.264382,5.2716098214301415,7.044444444444444,0.98,5.166177625001539,0.5378397302458628,558.8154797254515,755.1269812651915,9296776.628906172,0.215736536556482,8.366666666666667,0.95,5.008029330358634,0.549621575262435,571.05681669767,771.6686916684588,9500430.571216073,0.22044927456311086,9.611111111111112,0.92,4.849881035715731,0.5595136794049627,581.3347129017562,785.5572058845676,9671419.580452926,0.2244061162201219
"Virgin Islands, U.S.",VIR,-64.79361700000001,18.027221500000053,atlantic_east_pacific,274,1395,0.0,257.0,0.0,274,257.0,0.0,1.363158603375075,6.800000000000001,1.1,1.4994744637125828,0.3923005499160472,107.49035067699693,100.82124132842412,0.0,0.1569529548766796,7.755555555555556,1.18,1.6085271519825886,0.39562219018577455,108.40048011090222,101.67490287774406,0.0,0.15828161098457053,8.866666666666667,1.25,1.7039482542188438,0.4088175484282094,112.01600826932938,105.0661099460498,0.0,0.16355975428154448
Saint Martin (French part),MAF,-63.07652999999999,18.090272500000026,atlantic_east_pacific,10,0,0.0,0.0,0.0,10,0.0,0.0,1.3239624773855738,6.177777777777778,1.1,1.4563587251241312,0.359826883997375,3.59826883997375,0.0,0.0,0.14393137146962348,7.188888888888889,1.18,1.562275723314977,0.3693907082425135,3.6939070824251354,0.0,0.0,0.1477569011676789,8.3,1.25,1.6549530967319672,0.3850115956650101,3.850115956650101,0.0,0.0,0.15400525613667754
Guam,GUM,144.79373149999998,13.4443035,west_pacific,52,0,0.0,0.0,0.0,52,0.0,0.0,13.873109148527604,7.0,0.98,13.595646965557052,0.8423037654776406,43.799795804837316,0.0,0.0,0.336925007458206,7.877777777777777,0.95,13.179453691101223,0.8351595905566847,43.4282987089476,0.0,0.0,0.33406733748982365,9.111111111111112,0.92,12.763260416645396,0.8468553232482878,44.03647680891097,0.0,0.0,0.3387456305664649
Palau,PLW,133.43359400000003,6.510832499999992,west_pacific,5687,584,0.0,253.0,0.0,5687,253.0,0.0,5.33365405275844,6.666666666666668,0.98,5.226980971703272,0.5212880127997952,2964.5649287924352,131.8858672383482,0.0,0.20891933712684746,8.0,0.95,5.066971350120518,0.5359835106336406,3048.138224973514,135.60382819031108,0.0,0.2147975362603856,9.244444444444445,0.92,4.906961728537765,0.5475505011364283,3113.919699962868,138.53027678751636,0.0,0.21942433246150073
Mayotte,MYT,45.16624450000003,-12.827499999999986,indian,675,2167,0.0,1335.0,0.0,675,1335.0,0.0,5.588666221606015,6.855555555555556,1.03,5.756326208254196,0.5499279585554564,371.20137202493305,734.1538246715343,0.0,0.2200901415773042,8.255555555555556,1.07,5.979872857118437,0.5812915491460565,392.37179567358817,776.0242181099854,0.0,0.23263557781354424,9.277777777777777,1.12,6.259306168198738,0.6012473083186644,405.8419331150984,802.6651566054169,0.0,0.24061788148258736
Cook Islands,COK,-161.5780795,-15.4444455,west_pacific,3,0,0.0,0.0,0.0,3,0.0,0.0,11.508260689614739,6.588888888888889,0.98,11.278095475822443,0.7375697690318378,2.2127093070955133,0.0,0.0,0.2950280449173292,7.711111111111112,0.95,10.932847655134001,0.7436404092084383,2.230921227625315,0.0,0.0,0.29745630098796944,8.844444444444445,0.92,10.58759983444556,0.7522314745005345,2.2566944235016035,0.0,0.0,0.3008927271048079
ANT,ANT,-66.05000699999997,14.771248500000041,atlantic_east_pacific,228,458,0.0,6468.0,0.0,228,6468.0,0.0,2.231864823786645,6.833333333333333,1.1,2.4550513061653096,0.42872090868888396,97.74836718106555,2772.9668373997015,0.0,0.17185610958943767,7.800000000000001,1.18,2.6336004920682408,0.43601416938848503,99.41123062057459,2820.139647604721,0.0,0.17477341386927808,8.844444444444445,1.25,2.789831029733306,0.45004025395568054,102.60917790189517,2910.8603625853416,0.0,0.18038384769615629
Tuvalu,TUV,177.64933050000002,-7.1095349999999655,west_pacific,9,0,0.0,0.0,0.0,9,0.0,0.0,3.7525054900321417,7.0,0.98,3.677455380231499,0.4814711944049761,4.333240749644785,0.0,0.0,0.1925890269803669,7.755555555555556,0.95,3.5648802155305344,0.4690436381199471,4.221392743079524,0.0,0.0,0.1876180044663553,8.8,0.92,3.4523050508295707,0.4739952607666884,4.265957346900196,0.0,0.0,0.1895986535250518
Wallis and Futuna,WLF,-177.1560975,-13.768752500000005,west_pacific,29,0,0.0,0.0,0.0,29,0.0,0.0,14.023960792133384,7.111111111111112,0.98,13.743481576290716,0.8532008830022075,24.74282560706402,0.0,0.0,0.3412822754652005,8.266666666666667,0.95,13.322762752526714,0.8573487031700289,24.863112391930837,0.0,0.0,0.34294140353232905,9.5,0.92,12.902043928762714,0.8672680412371133,25.150773195876287,0.0,0.0,0.34690913875916285
